"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6060070365431.769531,25.319668
"user_annotation","layer_0/forward/mlp",6060070390845.456055,1.834785
"user_annotation","layer_1/forward/attention",6060070393863.300781,36.497749
"user_annotation","layer_1/forward/mlp",6060070430438.806641,1.392054
"user_annotation","layer_2/forward/attention",6060070432863.235352,42.675372
"user_annotation","layer_2/forward/mlp",6060070475617.754883,1.346683
"user_annotation","layer_3/forward/attention",6060070483752.638672,5.098275
"user_annotation","layer_3/forward/mlp",6060070488941.601562,58.692037
"user_annotation","layer_4/forward/attention",6060071194195.786133,5.735503
"user_annotation","layer_4/forward/mlp",6060071200017.490234,120.061338
"user_annotation","layer_5/forward/attention",6060071328377.831055,5.307316
"user_annotation","layer_5/forward/mlp",6060071333763.826172,33.331778
"user_annotation","layer_6/forward/attention",6060071375099.165039,18.352874
"user_annotation","layer_6/forward/mlp",6060071393538.156250,40.248605
"user_annotation","layer_7/forward/attention",6060071441922.371094,5.039166
"user_annotation","layer_7/forward/mlp",6060071447038.340820,33.525198
"user_annotation","layer_8/forward/attention",6060071488434.666992,4.944608
"user_annotation","layer_8/forward/mlp",6060071493455.009766,34.307961
"user_annotation","layer_9/forward/attention",6060071535672.857422,5.152410
"user_annotation","layer_9/forward/mlp",6060071540903.760742,32.459896
"user_annotation","layer_10/forward/attention",6060071581223.776367,17.847654
"user_annotation","layer_10/forward/mlp",6060071599145.231445,42.676451
"user_annotation","layer_11/forward/attention",6060071649789.287109,6.107636
"user_annotation","layer_11/forward/mlp",6060071655974.696289,33.401717
"user_annotation","layer_12/forward/attention",6060071697498.299805,4.961013
"user_annotation","layer_12/forward/mlp",6060071702541.640625,31.593171
"user_annotation","layer_13/forward/attention",6060071741896.184570,5.072065
"user_annotation","layer_13/forward/mlp",6060071747043.496094,34.223387
"user_annotation","layer_14/forward/attention",6060071788924.588867,17.980422
"user_annotation","layer_14/forward/mlp",6060071806977.790039,39.444904
"user_annotation","layer_15/forward/attention",6060071854206.805664,5.055021
"user_annotation","layer_15/forward/mlp",6060071859338.471680,33.759316
"user_annotation","layer_16/forward/attention",6060071900817.345703,4.960544
"user_annotation","layer_16/forward/mlp",6060071905853.789062,33.554611
"user_annotation","layer_17/forward/attention",6060071947286.362305,5.066205
"user_annotation","layer_17/forward/mlp",6060071952428.231445,32.070724
"user_annotation","layer_18/forward/attention",6060071992284.776367,17.747133
"user_annotation","layer_18/forward/mlp",6060072010109.707031,40.597989
"user_annotation","layer_19/forward/attention",6060072058589.989258,4.850881
"user_annotation","layer_19/forward/mlp",6060072063524.862305,33.428636
"user_annotation","layer_20/forward/attention",6060072104787.403320,5.091223
"user_annotation","layer_20/forward/mlp",6060072109955.740234,33.410882
"user_annotation","layer_21/forward/attention",6060072151154.303711,5.040576
"user_annotation","layer_21/forward/mlp",6060072156269.607422,32.479700
"user_annotation","layer_22/forward/attention",6060072196580.073242,18.113566
"user_annotation","layer_22/forward/mlp",6060072214767.991211,40.974074
"user_annotation","layer_23/forward/attention",6060072263540.208008,5.060580
"user_annotation","layer_23/forward/mlp",6060072268676.704102,33.112639
"user_annotation","layer_24/forward/attention",6060072309649.652344,5.307550
"user_annotation","layer_24/forward/mlp",6060072315036.672852,32.463854
"user_annotation","layer_25/forward/attention",6060072355179.613281,5.303816
"user_annotation","layer_25/forward/mlp",6060072360561.865234,32.953090
"user_annotation","layer_26/forward/attention",6060072401183.398438,19.037818
"user_annotation","layer_26/forward/mlp",6060072420295.732422,39.742204
"user_annotation","layer_27/forward/attention",6060072467719.755859,5.352814
"user_annotation","layer_27/forward/mlp",6060072473146.091797,33.657417
"user_annotation","layer_28/forward/attention",6060072514774.899414,5.193574
"user_annotation","layer_28/forward/mlp",6060072520044.443359,31.113687
"user_annotation","layer_29/forward/attention",6060072558887.929688,5.251523
"user_annotation","layer_29/forward/mlp",6060072564216.813477,33.177767
"user_annotation","layer_30/forward/attention",6060072605243.078125,20.664767
"user_annotation","layer_30/forward/mlp",6060072625985.710938,38.534663
"user_annotation","layer_31/forward/attention",6060072672429.747070,5.310277
"user_annotation","layer_31/forward/mlp",6060072677817.141602,31.860240
"user_annotation","layer_32/forward/attention",6060072717511.682617,5.170633
"user_annotation","layer_32/forward/mlp",6060072722759.002930,31.356049
"user_annotation","layer_33/forward/attention",6060072761743.528320,5.174729
"user_annotation","layer_33/forward/mlp",6060072766993.786133,31.914361
"user_annotation","layer_34/forward/attention",6060072806608.362305,16.669299
"user_annotation","layer_34/forward/mlp",6060072823350.726562,40.759617
"user_annotation","layer_35/forward/attention",6060072871796.230469,5.206162
"user_annotation","layer_35/forward/mlp",6060072877078.077148,32.034960
"user_annotation","layer_36/forward/attention",6060072916785.709961,5.301273
"user_annotation","layer_36/forward/mlp",6060072922163.142578,31.319851
"user_annotation","layer_37/forward/attention",6060072961287.628906,5.203172
"user_annotation","layer_37/forward/mlp",6060072966567.945312,32.215567
"user_annotation","layer_38/forward/attention",6060073006500.777344,16.991996
"user_annotation","layer_38/forward/mlp",6060073023565.055664,40.487648
"user_annotation","layer_39/forward/attention",6060073071656.512695,5.230712
"user_annotation","layer_39/forward/mlp",6060073076961.833008,32.313883
"user_annotation","layer_40/forward/attention",6060073116857.655273,6.883180
"user_annotation","layer_40/forward/mlp",6060073123823.053711,31.171318
"user_annotation","layer_41/forward/attention",6060073162755.190430,5.481226
"user_annotation","layer_41/forward/mlp",6060073168315.924805,33.634528
"user_annotation","layer_42/forward/attention",6060073211408.740234,16.293223
"user_annotation","layer_42/forward/mlp",6060073227779.601562,40.104419
"user_annotation","layer_43/forward/attention",6060073275689.564453,5.546219
"user_annotation","layer_43/forward/mlp",6060073281313.536133,32.233687
"user_annotation","layer_44/forward/attention",6060073321207.250977,5.232453
"user_annotation","layer_44/forward/mlp",6060073326529.980469,32.139333
"user_annotation","layer_45/forward/attention",6060073366261.197266,5.373307
"user_annotation","layer_45/forward/mlp",6060073371714.486328,31.544226
"user_annotation","layer_46/forward/attention",6060073411071.450195,16.833534
"user_annotation","layer_46/forward/mlp",6060073427983.095703,38.968400
"user_annotation","layer_47/forward/attention",6060073474704.204102,5.424898
"user_annotation","layer_47/forward/mlp",6060073480208.765625,33.711116
"user_annotation","layer_48/forward/attention",6060073521867.012695,5.179384
"user_annotation","layer_48/forward/mlp",6060073527129.684570,31.133032
