Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,5025446,115,43699.5,41761.0,22464,129025,15902.0,nvjet_sm103_tst_128x88_64x7_1x4_h_bz_NNT
0.0,4988741,253,19718.3,16928.0,9120,60513,9930.0,nvjet_sm103_tst_64x8_64x16_4x1_v_bz_splitK_NNT
0.0,4920065,1249,3939.2,3936.0,2688,5024,147.6,"void at_cuda_detail::cub::detail::radix_sort::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::detail::radix::policy_hub<long, at::cuda::cub::detail::OpaqueType<(int)8>, unsigned long long>::Policy1000, (at_cuda_detail::cub::SortOrder)0, long, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,4855897,100,48559.0,45792.0,26528,132832,15023.1,nvjet_sm103_tst_128x104_64x7_1x4_h_bz_TNT
0.0,4814340,226,21302.4,20672.0,13408,38656,3786.8,nvjet_sm103_tst_128x128_64x8_2x1_2cta_v_bz_TNT
0.0,4791941,122,39278.2,38832.0,30240,58561,4413.0,nvjet_sm103_tst_128x160_64x8_4x1f_2cta_v_bz_TNT
0.0,4735938,248,19096.5,19216.5,11872,50400,3569.2,nvjet_sm103_tst_96x128_64x9_2x2_2cta_h_bz_TNN
0.0,4687175,105,44639.8,44352.0,25152,79520,11714.8,nvjet_sm103_tst_128x136_64x6_4x1_v_bz_NNT
0.0,4625358,108,42827.4,42000.5,22144,78625,13008.9,nvjet_sm103_tst_128x104_64x7_1x4_h_bz_NNT
0.0,4584314,130,35264.0,29920.5,9472,136641,19666.7,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_NNT
0.0,4581510,236,19413.2,19104.0,12288,47232,3724.8,nvjet_sm103_tst_128x56_64x9_2x1_v_bz_TNT
0.0,4575519,310,14759.7,14304.0,9984,26273,3167.6,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_TNT
0.0,4564482,110,41495.3,39520.5,19072,120834,14830.2,nvjet_sm103_tst_128x112_64x9_2x2_2cta_h_bz_NNT
0.0,4561343,196,23272.2,22576.5,14784,50848,4213.8,nvjet_sm103_tst_128x136_64x6_2x1_v_bz_TNT
0.0,4486043,118,38017.3,34944.5,22528,126561,14862.2,nvjet_sm103_tst_128x48_64x11_2x2_2cta_h_bz_TNT
0.0,4481685,204,21969.0,21360.0,13568,44289,4263.7,nvjet_sm103_tst_128x144_64x8_2x1_2cta_v_bz_TNT
0.0,4447042,54,82352.6,72592.5,40129,150402,24185.0,nvjet_sm103_tst_128x216_64x4_2x1_v_bz_NNT
0.0,4440740,61,72799.0,71904.0,57824,96993,7162.5,nvjet_sm103_tst_128x160_64x8_4x1f_2cta_v_bz_NNT
0.0,4416060,218,20257.2,19952.0,12544,44064,3687.4,nvjet_sm103_tst_128x112_64x9_2x1_2cta_v_bz_TNT
0.0,4385579,157,27933.6,25184.0,12768,123810,12696.2,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_NNT
0.0,4366108,600,7276.8,7136.0,6784,9344,410.5,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)1, float, long>::operator ()<at::native::ReduceAdd>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,4338497,189,22955.0,21184.0,9088,64417,9770.0,nvjet_sm103_tst_64x24_64x16_2x2_h_bz_splitK_NNT
0.0,4294016,121,35487.7,34048.0,20449,86912,8381.8,nvjet_sm103_tst_128x104_64x7_2x1_v_bz_NNT
0.0,4181082,161,25969.5,24993.0,17088,48192,6291.4,nvjet_sm103_tst_128x32_64x11_2x2_2cta_h_bz_NNT
0.0,4127746,108,38219.9,37760.5,19136,77057,12943.4,nvjet_sm103_tst_128x72_64x8_1x4_h_bz_NNT
0.0,4043109,163,24804.3,24897.0,15616,46497,4613.2,nvjet_sm103_tst_128x24_64x11_4x2_h_bz_NNT
0.0,4028987,126,31976.1,30704.5,17088,69921,8813.8,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_TNT
0.0,4006622,45,89036.0,76768.0,43200,185121,33961.2,nvjet_sm103_tst_128x272_64x4_2x1_v_bz_NNT
0.0,3931071,90,43678.6,43840.5,20961,82848,12222.6,nvjet_sm103_tst_128x144_64x8_2x2_2cta_h_bz_NNT
0.0,3917276,34,115214.0,109521.5,81409,155424,21003.0,nvjet_sm103_tst_128x160_64x8_2x2f_2cta_h_bz_TNT
0.0,3888796,50,77775.9,91200.0,19360,198882,44485.7,nvjet_sm103_tst_128x272_64x4_2x1_v_bz_TNT
0.0,3758338,155,24247.3,21184.0,10081,64769,10549.1,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_splitK_NNT
0.0,3649403,119,30667.3,29664.0,11840,100161,12693.6,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT
0.0,3637236,155,23466.0,22145.0,14720,51393,6408.9,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT
0.0,3603675,109,33061.2,31649.0,19457,87424,7937.5,nvjet_sm103_tst_128x112_64x9_2x1_2cta_v_bz_NNT
0.0,3581177,240,14921.6,14640.5,8032,28576,3059.0,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_TNT
0.0,3451581,75,46021.1,44865.0,25728,76897,10423.9,nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_NNT
0.0,3294842,112,29418.2,25184.0,12384,74849,12076.0,nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT
0.0,3268059,204,16019.9,15840.0,9760,30496,3005.3,nvjet_sm103_tst_128x16_64x12_2x2_2cta_h_bz_TNT
