category,kernel,instances_all_gpus,s_per_gpu,median_us,max_ms
gemm,nvjet_sm103_tst_192x96_64x7_2x1_2cta_v_bz_TNT,10,0.0,28.1,0.036
gemm,nvjet_sm103_tst_192x96_64x7_2x2_2cta_h_bz_TNT,18,0.0,51.3,0.091
gemm,nvjet_sm103_tst_256x112_64x5_2x2_2cta_h_bz_TNT,4,0.0,95.4,0.101
gemm,nvjet_sm103_tst_256x120_64x4_1x4f_h_bz_NNT,34,0.0,84.6,0.111
gemm,nvjet_sm103_tst_256x128_64x5_2x4_2cta_h_bz_NNT,3,0.0,86.5,0.094
gemm,nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_TNT,10,0.0,51.5,0.054
gemm,nvjet_sm103_tst_256x32_64x6_2x1_2cta_v_bz_splitK_NTT,24,0.0,136.1,0.139
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_NNT,2,0.0,70.3,0.083
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_TNT,10,0.0,89.1,0.107
gemm,nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_splitK_TNN,64,0.0,11.9,0.013
gemm,nvjet_sm103_tst_32x64_64x16_4x1_v_bz_splitK_NNN,25,0.0,21.5,0.052
gemm,nvjet_sm103_tst_512x112_64x2_2x1_2cta_v_bz_NNT,1,0.0,13.6,0.014
gemm,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT,91,0.0,27.9,0.109
gemm,nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_NNT,6,0.0,32.0,0.053
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_NNT,35,0.0,31.0,0.054
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_TNT,4,0.0,25.2,0.038
gemm,nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_splitK_TNT,30,0.0,24.9,0.068
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_NNT,83,0.0,26.5,0.065
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_splitK_NNT,124,0.0,21.2,0.058
gemm,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT,144,0.0,21.8,0.048
gemm,nvjet_sm103_tst_64x176_64x11_2x2_2cta_h_bz_TNT,4,0.0,37.2,0.071
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT,124,0.0,22.2,0.05
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_TNT,248,0.0,14.4,0.028
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NNT,10,0.0,22.6,0.033
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NTT,64,0.0,14.1,0.018
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_splitK_TNT,20,0.0,35.2,0.076
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_splitK_NNT,124,0.0,22.3,0.063
gemm,nvjet_sm103_tst_64x32_64x16_4x1_2cta_v_bz_TNT,20,0.0,13.9,0.018
gemm,nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT,132,0.0,23.8,0.075
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_TNT,122,0.0,28.3,0.066
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_splitK_NNT,61,0.0,19.1,0.059
gemm,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_splitK_TNT,28,0.0,32.3,0.106
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT,101,0.0,27.2,0.066
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_splitK_NNT,155,0.0,21.4,0.064
gemm,nvjet_sm103_tst_64x48_64x16_4x1_2cta_v_bz_NNT,14,0.0,21.9,0.035
gemm,nvjet_sm103_tst_64x56_64x14_4x1_v_bz_NNT,72,0.0,26.3,0.066
gemm,nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_NNT,17,0.0,30.3,0.095
gemm,nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_splitK_NNT,86,0.0,22.3,0.062
gemm,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT,7,0.0,24.1,0.028
gemm,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_NNT,80,0.0,28.8,0.067
gemm,nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT,112,0.0,24.8,0.074
gemm,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_splitK_NNT,129,0.0,20.0,0.101
gemm,nvjet_sm103_tst_96x64_64x10_4x1_v_bz_TNN,16,0.0,38.8,0.05
hybridep_combine,combine_kernel,1800,0.869,3894.1,4.468
hybridep_dispatch,dispatch_kernel,1800,0.888,3997.0,4.999
hybridep_meta,permute_preprocessing_kernel,1200,0.054,359.3,0.461
hybridep_meta,ag_nvl_kernel,1200,0.027,153.6,1.991
hybridep_meta,update_expected_value_kernel,3600,0.001,1.4,0.002
hybridep_sync,device_sync_kernel,7200,4.5,82.5,701.709
moe_permute,unpermute_kernel,1800,0.423,1795.8,4.488
moe_permute,permute_kernel,1800,0.357,1536.4,3.057
nccl,ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL,624,0.278,3106.1,16.278
nccl,ncclDevKernel_AllReduce_Sum_u64_RING_LL,1200,0.156,299.5,12.435
nccl,ncclDevKernel_AllGather_RING_LL,1592,0.143,577.0,16.168
nccl,ncclDevKernel_AllReduce_Sum_f32_RING_LL,8,0.003,3830.3,4.3
nccl,ncclDevKernel_AllReduce_Sum_bf16_RING_LL,8,0.001,1047.0,1.087
nonzero_cub,DeviceCompactInitKernel,989,0.0,1.3,0.002
nonzero_cub,DeviceReduceSingleTileKernel,989,0.0,1.8,0.003
nonzero_cub,DeviceSelectSweepKernel,989,0.0,4.1,0.006
norm,rmsnorm_fwd_general_kernel,2504,0.152,482.6,0.585
norm,rmsnorm_bwd_general_kernel,1256,0.136,861.7,0.996
norm,rmsnorm_fwd_tuned_kernel,2496,0.009,28.9,0.053
norm,rmsnorm_bwd_tuned_kernel,1248,0.007,43.1,0.073
norm,rmsnorm_bwd_finalize_general_kernel,1256,0.001,7.1,0.008
norm,rmsnorm_bwd_finalize_tuned_kernel,1248,0.001,4.0,0.004
other,scan,1200,0.012,76.4,0.096
other,searchsorted_cuda_kernel,4416,0.001,2.2,0.003
other,compute_cuda_kernel,144,0.0,5.7,0.006
other,indexing_backward_kernel,1,0.0,56.3,0.056
other,ln_fwd_general_kernel,336,0.0,8.4,0.012
other,pad_tokens_per_expert_kernel,1200,0.0,2.7,0.004
other,thd_partition_indices_kernel,64,0.0,1.8,0.002
other,triton_poi_fused__to_copy_all_reduce_scalar_tensor_stack_0,1200,0.0,1.3,0.002
other,write_indices,5,0.0,3.1,0.004
topk_router,gatherTopK,3600,0.138,436.0,0.611
topk_router,online_softmax_kernel,64,0.004,466.9,0.473
topk_router,vectorized_elementwise_kernel,1800,0.002,9.5,0.013
