k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
32,6.775,7.315,1.08,7,6.44,7.055,7.041,6.113,7.302,7.073,5.858,7.315
33,6.631,7.178,1.082,7,6.731,6.188,6.948,6.254,6.524,6.424,6.804,7.178
34,6.501,6.939,1.067,2,6.778,6.525,6.939,6.293,6.169,6.688,6.037,6.582
35,6.387,7.07,1.107,4,6.764,6.704,6.365,5.591,7.07,6.227,6.188,6.185
36,6.686,7.284,1.09,4,6.597,6.961,7.114,6.173,7.284,6.799,6.04,6.518
37,6.713,7.394,1.101,0,7.394,7.11,6.793,5.838,7.284,6.657,5.861,6.769
38,6.495,7.237,1.114,4,7.167,6.382,6.425,5.969,7.237,6.537,5.6,6.641
39,6.74,7.38,1.095,7,6.973,6.946,7.024,5.953,6.781,6.957,5.908,7.38
40,6.772,7.209,1.065,0,7.209,6.876,6.97,6.757,7.089,6.579,6.076,6.62
41,6.314,6.78,1.074,4,6.426,6.299,6.574,5.709,6.78,6.765,5.303,6.655
42,6.656,7.434,1.117,1,7.204,7.434,5.971,6.609,6.58,6.677,6.043,6.726
43,6.636,7.216,1.087,1,6.678,7.216,7.097,5.995,7.002,6.853,5.674,6.572
44,6.727,7.507,1.116,7,7.022,6.961,6.443,6.703,6.674,6.614,5.892,7.507
45,7.047,8.079,1.146,1,7.449,8.079,6.933,6.259,6.697,7.46,6.34,7.163
46,6.658,7.317,1.099,2,6.641,6.981,7.317,5.826,6.506,6.928,6.536,6.529
47,6.178,6.743,1.091,2,6.278,6.163,6.743,5.999,6.553,6.181,5.395,6.113
48,6.706,7.39,1.102,0,7.39,6.925,7.254,5.902,7.109,6.472,5.916,6.679
49,6.483,7.32,1.129,4,6.383,6.19,7.172,5.269,7.32,6.527,6.685,6.314
50,6.632,7.235,1.091,7,6.715,6.89,7.175,5.759,6.455,6.905,5.922,7.235
51,6.797,7.481,1.101,5,6.906,6.463,6.967,6.875,6.948,7.481,5.933,6.804
52,6.865,7.357,1.072,4,7.051,6.669,7.321,6.446,7.357,7.268,6.134,6.675
53,6.852,7.716,1.126,7,7.571,6.873,6.428,6.003,7.105,7.284,5.833,7.716
54,7.003,7.708,1.101,3,7.231,7.109,6.707,7.708,7.03,6.511,6.105,7.626
55,6.513,7.52,1.155,2,6.49,6.544,7.52,5.668,6.625,6.714,6.129,6.415
56,7.807,8.428,1.08,5,7.704,8.182,7.707,7.667,8.354,8.428,7.283,7.129
57,6.093,6.426,1.055,0,6.426,6.292,6.141,5.647,5.944,6.408,5.616,6.269
58,6.493,7.284,1.122,0,7.284,6.782,6.504,5.518,6.358,6.251,5.964,7.282
59,6.491,7.24,1.115,5,6.659,6.535,6.968,6.226,6.36,7.24,5.48,6.457
60,6.152,6.694,1.088,5,6.239,6.107,6.491,5.612,6.25,6.694,5.891,5.928
61,6.264,6.726,1.074,1,6.35,6.726,5.756,5.878,6.326,6.427,6.129,6.522
62,6.61,7.094,1.073,0,7.094,6.551,6.908,6.032,6.389,6.889,6.388,6.627
63,6.722,7.542,1.122,1,6.835,7.542,7.047,5.415,6.407,7.301,5.865,7.362
64,6.26,6.58,1.051,5,6.57,6.229,6.285,5.88,6.362,6.58,5.644,6.53
65,6.632,7.266,1.096,5,6.755,6.269,6.972,6.094,6.616,7.266,6.099,6.982
66,6.326,7.008,1.108,4,6.79,5.814,6.856,5.95,7.008,6.379,5.356,6.456
67,6.597,7.503,1.137,1,6.76,7.503,7.403,6.711,6.511,6.119,5.751,6.02
68,6.601,7.455,1.13,2,6.315,6.594,7.455,7.011,6.209,6.706,5.82,6.693
69,6.698,7.137,1.066,7,6.736,7.055,6.766,6.537,6.952,6.495,5.907,7.137
70,6.905,7.834,1.135,5,6.55,7.189,7.049,5.796,6.623,7.834,6.847,7.352
71,6.511,7.141,1.097,4,7.065,6.027,6.254,6.213,7.141,6.656,5.69,7.041
72,6.833,7.334,1.073,7,6.373,6.677,6.484,6.82,7.092,7.001,6.881,7.334
73,6.452,7.224,1.12,5,6.488,6.112,5.942,6.796,5.797,7.224,6.158,7.101
74,6.575,7.479,1.137,5,6.792,7.398,6.872,6.174,6.875,7.479,5.253,5.76
75,6.759,7.757,1.148,1,7.01,7.757,7.152,6.186,7.012,7.719,5.292,5.944
76,6.389,7.203,1.127,5,6.455,6.12,5.984,6.749,5.777,7.203,5.663,7.164
77,6.802,7.124,1.047,7,6.465,6.709,6.508,6.802,7.061,6.942,6.804,7.124
78,6.537,7.15,1.094,0,7.15,6.038,6.302,6.243,7.127,6.701,5.638,7.094
79,6.937,7.947,1.146,5,6.454,7.288,6.957,5.864,6.697,7.947,6.869,7.422
80,17.497,19.588,1.119,7,19.258,19.086,19.199,18.912,19.101,6.475,18.36,19.588
81,6.934,7.473,1.078,2,6.759,7.159,7.473,7.314,6.601,6.933,6.131,7.104
82,6.604,7.424,1.124,1,6.799,7.424,7.362,6.726,6.571,6.067,5.792,6.089
83,6.427,7.082,1.102,4,6.851,6.02,6.798,6.049,7.082,6.513,5.505,6.601
84,6.617,7.18,1.085,5,6.878,6.302,6.89,6.149,6.468,7.18,6.093,6.974
85,6.346,6.794,1.071,0,6.794,6.137,6.271,6.082,6.52,6.577,5.757,6.631
86,6.741,7.48,1.11,7,6.874,7.479,7.004,5.433,6.344,7.414,5.903,7.48
87,6.701,6.986,1.043,5,6.98,6.801,6.952,6.285,6.445,6.986,6.356,6.805
88,6.139,6.562,1.069,7,6.278,6.344,5.739,5.845,6.254,6.301,5.787,6.562
89,6.15,6.546,1.064,5,6.214,6.351,6.506,5.663,6.132,6.546,5.906,5.883
90,6.481,7.235,1.116,5,6.586,6.533,6.952,6.283,6.323,7.235,5.449,6.484
91,6.754,7.441,1.102,7,7.347,6.793,6.557,6.321,6.303,6.926,6.344,7.441
92,5.957,6.346,1.065,0,6.346,6.125,5.925,5.662,5.829,6.129,5.509,6.13
93,6.726,7.164,1.065,5,6.447,6.76,6.604,6.531,7.125,7.164,6.022,7.151
94,6.471,7.47,1.154,2,6.406,6.514,7.47,5.64,6.631,6.566,6.072,6.466
95,6.845,7.468,1.091,7,7.03,7.104,6.694,6.92,7.118,6.418,6.007,7.468
96,6.708,7.491,1.117,7,7.441,6.695,6.343,5.969,6.974,7.078,5.672,7.491
97,6.986,7.401,1.059,5,7.255,6.962,7.221,6.497,7.385,7.401,6.229,6.934
98,6.791,7.398,1.089,5,6.945,6.447,7.022,6.906,6.879,7.398,5.912,6.818
99,6.618,7.333,1.108,2,6.402,6.797,7.333,5.83,6.628,6.918,5.85,7.19
100,6.55,7.311,1.116,4,6.567,6.266,7.105,5.54,7.311,6.619,6.5,6.491
101,6.658,7.288,1.095,2,7.206,6.934,7.288,5.896,6.985,6.438,5.896,6.617
102,6.151,6.744,1.096,2,6.303,6.066,6.744,5.977,6.472,6.172,5.396,6.076
103,6.465,7.257,1.122,2,6.574,6.353,7.257,5.798,6.362,6.626,6.309,6.445
104,6.732,7.755,1.152,1,7.153,7.755,6.541,5.856,6.447,7.179,6.02,6.91
105,6.7,7.208,1.076,7,7.079,6.952,6.45,6.662,6.801,6.555,5.894,7.208
106,6.692,7.303,1.091,2,6.869,7.171,7.303,5.899,7.062,6.821,5.766,6.643
107,6.848,7.635,1.115,1,6.806,7.635,6.283,6.89,6.893,6.904,6.322,7.055
108,6.205,6.732,1.085,5,6.389,6.082,6.596,5.626,6.69,6.732,5.224,6.302
109,6.712,7.041,1.049,4,7.035,6.786,6.896,6.7,7.041,6.646,5.97,6.62
110,6.758,7.423,1.099,7,6.984,6.925,7.039,6.024,6.843,6.798,6.023,7.423
111,6.832,7.514,1.1,4,7.503,7.073,6.361,6.618,7.514,6.121,6.255,7.21
112,6.56,7.175,1.094,1,6.848,7.175,6.617,5.735,7.137,6.512,5.78,6.672
113,6.685,7.241,1.083,4,6.652,6.853,6.973,6.305,7.241,6.865,6.059,6.531
114,6.346,7.035,1.109,4,6.8,6.532,6.335,5.567,7.035,6.192,6.155,6.15
115,6.43,6.9,1.073,2,6.801,6.461,6.9,6.395,6.162,6.371,5.769,6.584
116,6.622,7.217,1.09,7,6.874,6.014,6.929,6.259,6.418,6.534,6.733,7.217
117,6.726,7.29,1.084,4,6.392,6.833,6.963,6.098,7.29,7.015,5.978,7.236
118,6.124,6.664,1.088,0,6.664,6.369,5.904,5.871,6.164,6.227,5.671,6.119
119,6.742,7.502,1.113,1,7.094,7.502,6.36,5.993,7.065,6.766,6.013,7.142
120,6.843,7.72,1.128,5,6.837,6.797,7.376,6.016,7.032,7.72,5.947,7.019
121,6.809,7.072,1.039,1,6.566,7.072,6.784,7.07,6.9,6.989,6.076,7.018
122,6.276,6.761,1.077,7,6.411,6.581,6.362,5.993,6.205,6.241,5.658,6.761
123,6.793,7.256,1.068,5,7.216,6.809,6.964,6.186,6.403,7.256,6.784,6.729
124,6.571,7.45,1.134,5,6.798,7.264,7.006,5.842,6.304,7.45,6.0,5.904
125,6.758,7.583,1.122,5,7.358,6.405,6.57,6.5,7.165,7.583,5.911,6.573
126,6.553,7.196,1.098,1,7.176,7.196,6.633,6.023,6.351,6.829,5.752,6.46
127,6.605,7.061,1.069,0,7.061,6.924,6.753,6.434,5.953,6.746,6.101,6.871
128,6.231,6.598,1.059,5,6.409,6.174,6.487,5.936,6.315,6.598,5.75,6.182
129,6.252,6.769,1.083,0,6.769,6.669,6.303,5.53,6.368,6.311,6.099,5.968
130,6.478,7.372,1.138,5,6.836,6.645,6.486,6.223,6.687,7.372,5.806,5.772
131,6.709,7.459,1.112,2,7.045,6.366,7.459,6.171,7.184,6.478,5.805,7.167
132,6.596,7.455,1.13,7,6.856,6.846,6.657,5.394,7.113,6.884,5.566,7.455
133,6.738,7.547,1.12,2,6.566,6.504,7.547,6.255,6.765,6.529,6.377,7.36
134,6.554,7.347,1.121,4,6.571,6.926,6.897,5.995,7.347,6.314,5.501,6.879
135,6.714,7.404,1.103,7,6.624,6.548,6.592,6.418,6.716,6.706,6.703,7.404
136,6.446,7.094,1.1,0,7.094,6.64,6.42,5.939,6.504,6.058,6.2,6.713
137,6.339,7.0,1.104,4,6.104,6.354,6.415,6.042,7.0,6.558,5.774,6.464
138,6.169,6.808,1.104,4,6.15,6.655,6.285,5.637,6.808,6.102,5.527,6.183
139,6.5,7.171,1.103,7,6.752,6.648,6.59,5.812,7.0,6.274,5.75,7.171
140,6.689,7.474,1.117,1,6.778,7.474,7.355,5.335,6.15,7.326,5.989,7.101
141,6.324,6.909,1.092,2,6.492,6.0,6.909,6.026,6.27,6.723,5.975,6.198
142,6.317,6.811,1.078,5,6.513,6.237,6.295,6.077,6.15,6.811,5.933,6.518
143,6.064,6.39,1.054,7,6.156,6.143,6.195,5.643,6.256,6.259,5.474,6.39
144,6.364,6.936,1.09,0,6.936,6.442,6.436,5.844,6.431,6.369,5.835,6.622
145,6.513,7.132,1.095,1,6.722,7.132,6.685,6.256,6.532,6.38,5.847,6.548
146,5.982,6.384,1.067,2,6.123,6.079,6.384,5.428,6.044,6.243,5.578,5.974
147,6.402,7.045,1.1,0,7.045,6.568,6.348,6.18,6.373,6.374,5.912,6.416
148,7.774,8.455,1.088,0,8.455,8.321,8.397,7.481,6.023,7.912,7.458,8.147
149,6.295,6.965,1.106,5,6.338,6.543,6.676,5.297,6.49,6.965,5.841,6.208
