k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
0,6.546,7.253,1.108,5,6.649,6.903,6.647,5.619,6.659,7.253,6.009,6.628
1,6.0,6.474,1.079,0,6.474,6.447,6.227,5.43,6.09,5.868,5.369,6.092
2,85.8,97.84,1.14,0,97.84,97.252,97.126,6.135,97.161,97.064,96.659,97.161
3,6.055,6.466,1.068,2,6.258,6.204,6.466,5.475,6.112,6.313,5.544,6.065
4,6.526,7.386,1.132,1,6.711,7.386,6.668,6.251,6.424,6.39,5.815,6.563
5,6.464,6.871,1.063,0,6.871,6.489,6.463,5.885,6.4,6.298,6.585,6.723
6,6.093,6.56,1.077,4,6.154,6.086,6.153,5.555,6.56,6.288,5.585,6.361
7,6.301,6.742,1.07,5,6.435,6.308,6.3,6.079,6.184,6.742,5.871,6.485
8,6.362,7.03,1.105,2,6.457,6.039,7.03,6.152,6.286,6.714,6.022,6.195
9,6.838,7.544,1.103,1,6.857,7.544,7.524,5.582,6.387,7.403,6.104,7.299
10,6.603,7.264,1.1,7,6.681,6.625,6.703,5.757,7.003,6.252,6.535,7.264
11,6.162,6.803,1.104,1,6.077,6.803,6.243,5.673,6.688,6.094,5.549,6.169
12,6.383,7.025,1.101,4,6.172,6.555,6.42,6.107,7.025,6.591,5.734,6.461
13,6.76,7.333,1.085,0,7.333,6.937,7.045,6.257,6.777,6.041,6.713,6.978
14,6.803,7.448,1.095,7,6.591,6.636,6.694,6.387,7.322,6.662,6.683,7.448
15,6.529,7.332,1.123,4,6.486,6.968,6.862,5.909,7.332,6.276,5.475,6.923
16,6.829,7.568,1.108,2,6.679,6.572,7.568,6.446,7.052,6.547,6.401,7.369
17,6.658,7.656,1.15,7,6.908,6.926,6.879,5.401,7.063,6.873,5.558,7.656
18,6.807,7.712,1.133,4,7.078,6.416,7.505,6.07,7.712,6.496,5.823,7.359
19,6.506,7.378,1.134,5,6.811,6.746,6.57,6.232,6.742,7.378,5.764,5.805
20,6.259,6.728,1.075,1,6.707,6.728,6.277,5.589,6.337,6.415,6.059,5.956
21,6.077,6.374,1.049,5,6.265,6.255,6.253,5.71,6.122,6.374,5.644,5.992
22,6.33,6.836,1.08,0,6.836,6.664,6.57,5.947,6.095,6.284,5.876,6.368
23,6.57,7.196,1.095,1,7.137,7.196,6.643,6.057,6.341,6.952,5.726,6.51
24,6.761,7.539,1.115,5,7.503,6.399,6.474,6.441,7.148,7.539,5.826,6.754
25,7.128,8.287,1.163,5,7.55,7.86,7.453,6.324,6.874,8.287,6.192,6.483
26,6.809,7.402,1.087,5,7.129,7.013,6.943,6.238,6.469,7.402,6.668,6.613
27,6.521,7.001,1.074,7,6.737,6.871,6.698,6.26,6.419,6.587,5.595,7.001
28,6.833,7.126,1.043,1,6.585,7.126,7.106,6.999,6.873,7.041,5.917,7.021
29,6.947,8.003,1.152,5,6.822,6.97,7.542,6.19,7.078,8.003,5.906,7.063
30,6.776,7.492,1.106,1,7.422,7.492,6.458,5.843,7.2,6.828,5.928,7.035
31,6.131,6.652,1.085,0,6.652,6.437,5.966,5.901,6.209,6.159,5.625,6.095
