k,laggard_gpu,lateness_ms,laggard_gpu_idle_since_prev_release_ms,laggard_interval_ms,sum_wait_all_gpus_ms,laggard_nvtx
876,4,3.549,5.387,127.501,22.403,backward|recompute|layer|moe|hybridep_dispatch
877,1,0.043,0.002,4.593,3.076,backward|recompute|layer|moe|moe_experts
878,7,15.527,0.151,29.339,105.678,backward|recompute
879,3,0.093,0.005,3.886,1.361,backward|recompute
880,3,0.005,0.008,0.371,0.087,backward|recompute
881,2,0.023,0.003,4.223,2.679,backward|recompute
882,7,19.273,0.043,33.766,130.282,backward|recompute
883,3,0.067,0.003,4.154,1.322,backward|recompute
884,0,0.075,1.611,121.631,0.578,backward|recompute|layer|moe|hybridep_dispatch
885,0,0.068,0.005,4.01,2.575,backward|recompute|layer|moe|moe_experts
886,3,1.972,0.174,18.862,20.394,backward|recompute
887,2,0.026,0.004,3.427,0.278,backward|recompute
888,5,0.002,0.011,0.367,0.065,backward|recompute
889,0,0.066,0.002,3.705,2.373,backward|recompute
890,3,2.527,0.044,20.536,24.482,backward|recompute
891,3,0.156,0.005,3.722,1.125,backward|recompute
892,5,0.39,2.157,123.606,2.257,backward|recompute|layer|moe|hybridep_dispatch
893,2,0.083,0.006,4.4,2.791,backward|recompute|layer|moe|moe_experts
894,0,10.381,0.187,25.702,75.839,backward|recompute
895,5,0.187,0.004,3.796,1.629,backward|recompute
896,5,0.012,0.008,0.379,0.144,backward|recompute
897,2,0.128,0.004,4.118,3.087,backward|recompute
898,0,12.145,0.05,28.251,84.852,backward|recompute
899,5,0.209,0.005,4.08,1.871,backward|recompute
