"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6054724038646.986328,21.205891
"user_annotation","layer_0/forward/mlp",6054724059939.772461,1.570739
"user_annotation","layer_1/forward/attention",6054724068271.099609,4.989501
"user_annotation","layer_1/forward/mlp",6054724073341.482422,52.648364
"user_annotation","layer_2/forward/attention",6054724129053.903320,15.060578
"user_annotation","layer_2/forward/mlp",6054724144191.666016,39.181251
"user_annotation","layer_2/recompute/attention",6054724285543.460938,47.324397
"user_annotation","layer_2/recompute/mlp",6054724332961.681641,19.594405
"user_annotation","layer_1/recompute/attention",6054724388219.711914,4.642469
"user_annotation","layer_1/recompute/mlp",6054724392953.939453,62.648080
"user_annotation","layer_0/recompute/attention",6054724482967.482422,36.863837
"user_annotation","layer_0/recompute/mlp",6054724519946.849609,1.665643
