gpu,globalTid,api,calls,total_s,max_ms
0,0x1005c7c006527,cudaStreamSynchronize,279,15.944,773.063
0,0x1005c7c0085d5,cudaStreamSynchronize,269,6.614,118.269
1,0x1005c7d0064a1,cudaStreamSynchronize,278,15.039,489.736
2,0x1005c7e00647f,cudaStreamSynchronize,278,15.493,774.436
3,0x1005c7f006498,cudaStreamSynchronize,278,15.702,774.71
4,0x1005c830064a3,cudaStreamSynchronize,278,15.608,775.277
5,0x1005c8700648a,cudaStreamSynchronize,278,15.669,774.698
6,0x1005c8b006535,cudaStreamSynchronize,278,15.257,776.035
7,0x1005c8f006497,cudaStreamSynchronize,278,15.601,776.366
