"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",93,160.910961,46.640965
"cuda_runtime","cudaEventSynchronize",4,105.153468,48.274472
"user_annotation","python_gc/generation_0",2,1.045323,0.862633
