"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,1435.095278,1142.287021
"cuda_runtime","cudaEventSynchronize",4,106.842688,50.574602
"user_annotation","python_gc/generation_0",2,1.868809,1.686972
