"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,570.634320,285.591377
"cuda_runtime","cudaEventSynchronize",4,98.350403,39.593539
"user_annotation","python_gc/generation_0",2,1.034974,0.825403
