"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,359.564511,89.019746
"cuda_runtime","cudaEventSynchronize",4,106.996001,48.404330
"user_annotation","python_gc/generation_0",2,1.024156,0.822504
