"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,1121.501308,818.031976
"cuda_runtime","cudaEventSynchronize",4,108.942039,48.217213
"user_annotation","python_gc/generation_0",2,1.000890,0.828647
