waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
3,42567862945,15.221,7,0.0,1.046,laggard_gpu_busy,gemm=12.6ms;moe_permute=2.9ms;cat_copy=0.4ms,backward|moe|recompute
3,42887716461,26.654,0,0.0,0.016,laggard_gpu_idle(host),hybridep_meta=0.4ms;other=0.1ms;hybridep_dispatch=0.0ms,backward|moe|hybridep_dispatch|recompute
3,43092177592,30.74,6,0.0,0.015,laggard_gpu_idle(host),hybridep_meta=0.4ms;other=0.1ms;hybridep_dispatch=0.0ms,backward|moe|hybridep_dispatch|recompute
3,43144260548,11.392,4,0.0,1.024,laggard_gpu_busy,gemm=5.5ms;elementwise=3.1ms;moe_permute=2.5ms,backward|attention|recompute|dsa_indexer
3,43182126698,13.31,4,0.0,1.058,laggard_gpu_busy,gemm=11.0ms;moe_permute=2.6ms;cat_copy=0.5ms,backward|attention|recompute|dsa_indexer
3,43340534850,21.216,6,0.0,1.012,laggard_gpu_busy,gemm=8.1ms;elementwise=8.0ms;moe_permute=3.5ms,backward|moe|recompute
3,43392363051,30.107,6,0.0,1.027,laggard_gpu_busy,gemm=16.2ms;cat_copy=5.4ms;moe_permute=3.5ms,backward|moe|recompute
3,43556708123,24.132,0,0.0,1.02,laggard_gpu_busy,gemm=10.3ms;elementwise=7.5ms;moe_permute=3.2ms,backward|moe|recompute
3,43606809108,28.917,0,0.0,1.029,laggard_gpu_busy,gemm=15.8ms;elementwise=5.3ms;activation=3.2ms,backward|moe|recompute
3,43745010765,26.4,0,0.0,0.016,laggard_gpu_idle(host),hybridep_meta=0.3ms;other=0.1ms;hybridep_dispatch=0.0ms,backward|moe|hybridep_dispatch|recompute
3,43784038270,35.306,4,0.0,1.032,laggard_gpu_busy,gemm=21.0ms;elementwise=8.2ms;moe_permute=3.2ms,backward|moe|recompute
3,43836038793,45.348,4,0.0,1.008,laggard_gpu_busy,gemm=19.5ms;elementwise=9.9ms;cat_copy=9.5ms,backward|moe|recompute
3,43988574793,47.036,6,0.0,0.009,laggard_gpu_idle(host),hybridep_meta=0.4ms;other=0.1ms;hybridep_dispatch=0.0ms,backward|moe|hybridep_dispatch|recompute
3,44058935682,15.636,0,0.0,1.018,laggard_gpu_busy,gemm=6.6ms;elementwise=5.7ms;moe_permute=2.9ms,backward|attention|recompute|dsa_indexer
3,44103682152,18.306,0,0.0,1.037,laggard_gpu_busy,gemm=13.3ms;moe_permute=3.0ms;activation=1.6ms,backward|attention|recompute|dsa_indexer
3,44472532836,34.328,7,0.0,0.013,laggard_gpu_idle(host),hybridep_meta=0.4ms;other=0.1ms;hybridep_dispatch=0.0ms,backward|moe|hybridep_dispatch|recompute
