callchainId,calls,total_s,frames
29533,1,0.0,0x7f20bc8c27db < 0x7f20bc8c29ab < 0x7f20bc8bff05 < 0x7f20bc8c00ff < 0x7f216c2ae536 < cudaStreamSynchronize < at::native::_local_scalar_dense_cuda(at::Tensor const&)::{la < at::native::_local_scalar_dense_cuda(at::Tensor const&) < c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::W < at::_ops::_local_scalar_dense::redispatch(c10::DispatchKeySe < c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::W < at::_ops::_local_scalar_dense::call(at::Tensor const&)
