"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,1850.350596,1548.405638
"cuda_runtime","cudaEventSynchronize",4,91.833946,33.814048
"user_annotation","python_gc/generation_0",14,3.148834,1.950150
"user_annotation","python_gc/generation_1",2,1.270074,1.062314
