"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,985.554976,676.564013
"cuda_runtime","cudaEventSynchronize",4,105.125408,45.921993
"user_annotation","python_gc/generation_0",14,3.163327,1.874683
"user_annotation","python_gc/generation_1",2,1.276699,1.038267
