"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",93,1752.241764,1617.598070
"cuda_runtime","cudaEventSynchronize",4,98.177852,44.510188
"user_annotation","python_gc/generation_0",14,4.386237,2.931424
"user_annotation","python_gc/generation_1",2,3.813956,3.609392
