"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,1934.921933,1615.743476
"cuda_runtime","cudaEventSynchronize",4,94.369113,37.075891
"user_annotation","python_gc/generation_0",14,3.301838,2.026496
"user_annotation","python_gc/generation_1",2,1.376543,1.164092
