"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,2631.072084,1545.197194
"cuda_runtime","cudaEventSynchronize",4,102.021592,44.548087
"user_annotation","python_gc/generation_0",14,2.927992,1.689069
"user_annotation","python_gc/generation_1",2,1.451443,1.238156
