"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,2936.250037,1545.119057
"cuda_runtime","cudaEventSynchronize",4,108.918673,49.357547
"user_annotation","python_gc/generation_0",14,3.228731,2.059505
"user_annotation","python_gc/generation_1",2,1.332322,1.113211
