"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,301.318363,94.931741
"cuda_runtime","cudaEventSynchronize",4,107.487225,47.950381
"user_annotation","python_gc/generation_0",14,2.064388,0.869874
"user_annotation","python_gc/generation_1",2,1.226882,0.973127
