"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,2330.286147,1613.954404
"cuda_runtime","cudaEventSynchronize",4,99.167169,42.704479
"user_annotation","python_gc/generation_0",14,2.938986,1.712131
"user_annotation","python_gc/generation_1",2,1.448694,1.219893
