k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
137,28.375,29.037,1.023,6,28.771,28.632,28.08,28.179,28.982,27.568,29.037,27.748
138,25.646,26.722,1.042,0,26.722,26.065,25.086,24.795,25.98,24.779,26.128,25.612
139,25.309,26.061,1.03,0,26.061,25.574,24.665,24.966,25.684,24.693,25.568,25.263
140,25.284,26.152,1.034,0,26.152,25.535,24.865,24.907,25.74,24.619,25.6,24.854
141,28.306,29.393,1.038,0,29.393,28.393,27.809,27.86,28.848,27.51,28.503,28.131
142,25.343,26.279,1.037,0,26.279,25.393,24.949,24.882,25.696,24.715,25.618,25.208
143,25.581,26.629,1.041,0,26.629,25.759,25.522,25.075,26.071,25.426,24.771,25.398
144,25.232,26.271,1.041,0,26.271,25.455,24.767,24.634,25.547,24.637,25.495,25.053
145,28.977,30.118,1.039,0,30.118,29.268,28.383,27.734,29.29,28.641,29.395,28.984
146,25.273,25.969,1.028,0,25.969,25.447,25.049,24.7,25.63,24.984,25.44,24.967
147,25.249,26.495,1.049,0,26.495,25.335,24.824,24.699,25.572,24.894,25.446,24.725
148,25.39,26.29,1.035,0,26.29,25.463,24.92,24.925,25.817,25.149,25.737,24.815
149,28.823,30.016,1.041,0,30.016,29.209,28.122,28.536,28.541,28.449,29.201,28.512
150,27.185,28.399,1.045,0,28.399,27.67,26.996,24.705,27.248,27.221,27.812,27.426
151,25.357,25.936,1.023,4,24.998,25.554,25.338,24.716,25.936,25.379,25.819,25.112
152,25.565,26.129,1.022,4,25.096,25.965,25.295,24.785,26.129,25.544,26.073,25.63
153,28.306,29.04,1.026,4,28.558,27.641,27.91,27.587,29.04,28.364,28.974,28.376
154,28.728,29.759,1.036,6,27.315,28.563,28.704,28.155,28.942,29.324,29.759,29.061
155,29.169,29.935,1.026,6,27.433,29.337,29.077,28.86,29.89,29.281,29.935,29.536
