category,kernel,instances_all_gpus,s_per_gpu,median_us,max_ms
gemm,nvjet_sm103_tst_128x64_64x8_1x4_h_bz_NNT,61,0.0,36.3,0.102
gemm,nvjet_sm103_tst_128x72_64x8_1x4_h_bz_NNT,84,0.0,36.9,0.08
gemm,nvjet_sm103_tst_128x88_64x7_2x1_v_bz_TNT,114,0.0,20.9,0.036
gemm,nvjet_sm103_tst_160x192_64x5_1x2_2cta_h_bz_NNN,2,0.0,61.9,0.062
gemm,nvjet_sm103_tst_176x128_64x8_2x2f_2cta_h_bz_TNN,84,0.0,39.8,0.057
gemm,nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_NNT,79,0.0,38.7,0.061
gemm,nvjet_sm103_tst_192x128_64x6_2x1_2cta_v_bz_NNT,63,0.0,11.5,0.012
gemm,nvjet_sm103_tst_192x128_64x6_2x1_2cta_v_bz_TNT,4,0.0,86.1,0.113
gemm,nvjet_sm103_tst_192x128_64x6_2x2_2cta_h_bz_TNT,44,0.0,58.8,0.088
gemm,nvjet_sm103_tst_192x128_64x6_2x2f_2cta_h_bz_TNT,2,0.0,162.5,0.23
gemm,nvjet_sm103_tst_192x144_64x6_2x1_2cta_v_bz_NNT,2,0.0,55.5,0.066
gemm,nvjet_sm103_tst_192x144_64x6_2x1_2cta_v_bz_TNT,4,0.0,35.6,0.041
gemm,nvjet_sm103_tst_192x160_64x6_2x1_2cta_v_bz_NNT,11,0.0,91.9,0.128
gemm,nvjet_sm103_tst_192x160_64x6_2x1_2cta_v_bz_TNT,24,0.0,54.2,0.101
gemm,nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_NNT,66,0.0,44.9,0.07
gemm,nvjet_sm103_tst_192x160_64x6_2x2f_2cta_h_bz_NNT,2,0.0,60.6,0.061
gemm,nvjet_sm103_tst_192x160_64x6_2x2f_2cta_h_bz_TNT,12,0.0,88.5,0.144
gemm,nvjet_sm103_tst_192x176_64x6_2x2f_2cta_h_bz_TNT,12,0.0,100.2,0.175
gemm,nvjet_sm103_tst_192x208_64x5_2x2_2cta_h_bz_NNT,44,0.0,48.6,0.07
gemm,nvjet_sm103_tst_192x208_64x5_2x2_2cta_h_bz_TNT,88,0.0,26.6,0.044
gemm,nvjet_sm103_tst_192x256_64x5_2x2_2cta_h_bz_NNT,2,0.0,62.1,0.068
gemm,nvjet_sm103_tst_192x80_64x7_2x2_2cta_h_bz_NNT,8,0.0,28.1,0.045
gemm,nvjet_sm103_tst_192x80_64x7_2x2_2cta_h_bz_TNT,16,0.0,19.0,0.022
