"scope","id","ts_us","dur_us","name","track_id"
"layer_0/forward/attention",120,6053483275337.105469,1920.504000,"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 8192u, 1u, 1u, 4u, 16u, transformer_engine::normalization::Kernel_traits_base<8192u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",4
"layer_0/forward/attention",254,6053483277257.321289,1715.797000,"nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT",5
"layer_0/forward/attention",492,6053483278969.885742,239.907000,"nvjet_sm103_tst_32x128_64x12_1x2_2cta_h_bz_TNN",4
"layer_0/forward/attention",549,6053483279208.416992,89.249000,"nvjet_sm103_tst_256x256_64x4_2x1_2cta_v_bz_TNT",5
"layer_0/forward/attention",554,6053483279300.545898,166.882000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",585,6053483279468.643555,239.683000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
"layer_0/forward/attention",647,6053483279708.487305,618.279000,"nvjet_sm103_tst_192x128_64x5_1x2_h_bz_TNT",4
"layer_0/forward/attention",675,6053483280324.045898,239.908000,"nvjet_sm103_tst_32x128_64x12_1x2_2cta_h_bz_TNN",5
"layer_0/forward/attention",698,6053483280562.417969,31.584000,"nvjet_sm103_tst_192x192_64x4_1x2_h_bz_TNT",4
"layer_0/forward/attention",701,6053483280596.114258,49.408000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",710,6053483280647.090820,70.336000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
"layer_0/forward/attention",724,6053483280718.772461,168.065000,"void transformer_engine::normalization::rmsnorm_fwd_tuned_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 2048u, 1u, 4u, 1u, 16u, transformer_engine::normalization::Kernel_traits_base<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",4
