waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
0,13158547572,30.959,1,0.0,1.023,laggard_gpu_busy,gemm=14.6ms;elementwise=8.6ms;moe_permute=3.1ms,backward|recompute
0,13336632501,12.921,2,0.0,1.025,laggard_gpu_busy,gemm=6.1ms;elementwise=3.5ms;moe_permute=2.8ms,backward|recompute
0,13379108874,15.379,2,0.0,1.056,laggard_gpu_busy,gemm=12.2ms;moe_permute=3.0ms;cat_copy=0.9ms,backward|recompute
0,13545176940,7.518,3,0.001,1.032,laggard_gpu_busy,gemm=4.9ms;moe_permute=2.8ms;hybridep_combine=0.1ms,backward|recompute
0,13589305079,9.071,3,0.0,0.547,mixed,moe_permute=3.0ms;gemm=1.9ms;hybridep_combine=0.1ms,backward|recompute
0,13742443980,12.863,7,0.0,1.022,laggard_gpu_busy,gemm=5.7ms;elementwise=4.0ms;moe_permute=2.7ms,backward|recompute
0,13783451918,15.002,7,0.0,1.05,laggard_gpu_busy,gemm=11.5ms;moe_permute=2.9ms;cat_copy=1.0ms,backward|recompute
0,13951129060,18.21,6,0.0,1.013,laggard_gpu_busy,elementwise=6.8ms;gemm=6.8ms;moe_permute=3.0ms,backward|recompute
0,13997059848,21.244,6,0.0,1.03,laggard_gpu_busy,gemm=13.4ms;moe_permute=3.1ms;activation=2.8ms,backward|recompute
0,14154962012,34.33,4,0.0,1.027,laggard_gpu_busy,gemm=18.5ms;elementwise=9.0ms;moe_permute=3.4ms,backward|recompute
0,14210437630,44.513,4,0.0,1.017,laggard_gpu_busy,gemm=18.0ms;elementwise=10.8ms;cat_copy=9.2ms,backward|recompute
0,14612492067,20.546,6,0.0,1.014,laggard_gpu_busy,elementwise=7.8ms;gemm=7.7ms;moe_permute=3.2ms,backward|recompute
0,14663297735,27.204,6,0.0,1.027,laggard_gpu_busy,gemm=15.3ms;cat_copy=4.9ms;moe_permute=3.3ms,backward|recompute
0,15033281761,39.61,1,0.0,1.031,laggard_gpu_busy,gemm=22.1ms;elementwise=9.9ms;moe_permute=4.0ms,backward|recompute
0,15095675199,52.698,1,0.0,1.012,laggard_gpu_busy,gemm=20.6ms;elementwise=13.2ms;cat_copy=11.2ms,backward|recompute
0,15302511583,14.177,1,0.0,1.023,laggard_gpu_busy,gemm=6.5ms;elementwise=4.5ms;moe_permute=2.7ms,backward|recompute
0,15346444584,17.007,1,0.0,1.037,laggard_gpu_busy,gemm=12.7ms;moe_permute=2.8ms;cat_copy=1.1ms,backward|recompute
0,15511892449,19.413,6,0.0,1.014,laggard_gpu_busy,elementwise=7.6ms;gemm=7.6ms;moe_permute=3.2ms,backward|recompute
0,15561786744,22.692,6,0.0,1.03,laggard_gpu_busy,gemm=15.1ms;moe_permute=3.2ms;activation=3.1ms,backward|recompute
0,15734328656,18.177,7,0.0,1.015,laggard_gpu_busy,gemm=6.7ms;elementwise=6.6ms;moe_permute=2.8ms,backward|recompute
0,15778872513,21.327,7,0.0,1.035,laggard_gpu_busy,gemm=13.3ms;moe_permute=2.9ms;activation=2.7ms,backward|recompute
0,15947596165,17.614,4,0.0,1.018,laggard_gpu_busy,gemm=7.0ms;elementwise=6.9ms;moe_permute=2.9ms,backward|recompute
0,15993922254,20.599,4,0.0,1.031,laggard_gpu_busy,gemm=13.8ms;moe_permute=3.0ms;activation=2.8ms,backward|recompute
0,16364069674,16.886,7,0.0,1.013,laggard_gpu_busy,gemm=7.1ms;elementwise=5.9ms;moe_permute=3.3ms,backward|recompute
0,16412711057,20.017,7,0.0,1.034,laggard_gpu_busy,gemm=14.0ms;moe_permute=3.3ms;activation=2.1ms,backward|recompute
0,16582730375,20.262,6,0.0,1.016,laggard_gpu_busy,gemm=7.4ms;elementwise=7.3ms;moe_permute=3.1ms,backward|recompute
0,16631489488,24.742,6,0.0,1.03,laggard_gpu_busy,gemm=15.0ms;moe_permute=3.4ms;activation=3.1ms,backward|recompute
0,16805069333,11.712,1,0.0,1.027,laggard_gpu_busy,gemm=6.6ms;moe_permute=2.6ms;elementwise=2.0ms,backward|recompute
0,16849508196,14.138,1,0.0,1.042,laggard_gpu_busy,gemm=11.9ms;moe_permute=2.8ms,backward|recompute
0,17017532416,13.003,5,0.0,1.024,laggard_gpu_busy,gemm=6.1ms;elementwise=3.4ms;moe_permute=2.8ms,backward|recompute
0,17060399962,15.45,5,0.0,1.047,laggard_gpu_busy,gemm=12.2ms;moe_permute=3.0ms;cat_copy=0.7ms,backward|recompute
0,17451207593,9.142,2,0.001,1.029,laggard_gpu_busy,gemm=5.8ms;moe_permute=2.7ms;cat_copy=0.4ms,backward|recompute
0,17491947687,10.993,2,0.001,1.041,laggard_gpu_busy,gemm=8.5ms;moe_permute=2.8ms;hybridep_combine=0.2ms,backward|recompute
0,17652440318,8.758,1,0.0,1.04,laggard_gpu_busy,gemm=6.0ms;moe_permute=2.7ms;elementwise=0.3ms,backward|recompute
0,17694373964,10.386,1,0.0,1.044,laggard_gpu_busy,gemm=8.1ms;moe_permute=2.7ms,backward|recompute
0,17854083225,28.173,5,0.0,0.911,laggard_gpu_busy,gemm=9.4ms;elementwise=8.5ms;moe_permute=3.3ms,backward|recompute
0,17907224124,36.952,5,0.0,1.018,laggard_gpu_busy,gemm=16.7ms;elementwise=7.3ms;cat_copy=6.4ms,backward|recompute
0,18081884016,16.22,6,0.0,1.018,laggard_gpu_busy,gemm=6.2ms;elementwise=5.3ms;moe_permute=2.6ms,backward|recompute
0,18119509604,18.804,6,0.0,1.037,laggard_gpu_busy,gemm=10.7ms;moe_permute=2.7ms;elementwise=2.4ms,backward|recompute
0,18328431648,5.178,5,0.001,1.03,laggard_gpu_busy,gemm=2.6ms;moe_permute=2.5ms;hybridep_combine=0.3ms,backward|recompute
0,18480952621,20.242,6,0.0,1.014,laggard_gpu_busy,gemm=7.7ms;elementwise=7.7ms;moe_permute=3.0ms,backward|recompute
0,18531180489,28.06,6,0.0,1.026,laggard_gpu_busy,gemm=15.5ms;cat_copy=5.0ms;moe_permute=3.2ms,backward|recompute
0,18902730264,25.349,5,0.0,1.038,laggard_gpu_busy,gemm=12.1ms;elementwise=7.4ms;moe_permute=3.3ms,backward|recompute
