category,kernel,instances_all_gpus,s_per_gpu,median_us,max_ms
gemm,nvjet_sm103_tst_192x96_64x7_2x2_2cta_h_bz_TNT,10,0.0,50.4,0.084
gemm,nvjet_sm103_tst_256x112_64x5_2x2_2cta_h_bz_TNT,4,0.0,81.5,0.097
gemm,nvjet_sm103_tst_256x120_64x4_1x4f_h_bz_NNT,45,0.0,83.3,0.097
gemm,nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_TNT,2,0.0,51.9,0.054
gemm,nvjet_sm103_tst_256x32_64x6_2x1_2cta_v_bz_splitK_NTT,24,0.0,135.5,0.138
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_NNT,1,0.0,70.2,0.07
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_TNT,6,0.0,66.5,0.071
gemm,nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_splitK_TNN,64,0.0,14.3,0.015
gemm,nvjet_sm103_tst_32x64_64x16_4x1_v_bz_splitK_NNN,40,0.0,17.9,0.06
gemm,nvjet_sm103_tst_512x112_64x2_2x1_2cta_v_bz_NNT,1,0.0,14.9,0.015
gemm,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT,91,0.0,28.0,0.063
gemm,nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_NNT,3,0.0,17.6,0.028
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_NNT,35,0.0,31.4,0.055
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_TNT,10,0.0,35.8,0.057
gemm,nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_splitK_TNT,34,0.0,39.7,0.097
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_NNT,82,0.0,24.2,0.067
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_splitK_NNT,130,0.0,21.9,0.06
gemm,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT,143,0.0,21.8,0.05
gemm,nvjet_sm103_tst_64x176_64x11_2x2_2cta_h_bz_TNT,8,0.0,33.3,0.046
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT,130,0.0,22.7,0.08
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_TNT,260,0.0,14.4,0.029
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NNT,23,0.0,22.2,0.044
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NTT,64,0.0,14.3,0.019
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_splitK_TNT,46,0.0,34.9,0.082
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_splitK_NNT,125,0.0,22.0,0.107
gemm,nvjet_sm103_tst_64x32_64x16_4x1_2cta_v_bz_TNT,46,0.0,14.7,0.021
gemm,nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT,106,0.0,25.6,0.07
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_splitK_NNT,69,0.0,22.2,0.063
gemm,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_splitK_TNT,22,0.0,30.9,0.077
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT,118,0.0,28.8,0.074
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_splitK_NNT,156,0.0,22.6,0.062
gemm,nvjet_sm103_tst_64x48_64x16_4x1_2cta_v_bz_NNT,11,0.0,24.4,0.03
gemm,nvjet_sm103_tst_64x56_64x14_4x1_v_bz_NNT,78,0.0,25.4,0.106
gemm,nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_NNT,14,0.0,36.3,0.094
gemm,nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_splitK_NNT,98,0.0,21.5,0.096
gemm,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT,12,0.0,24.0,0.044
gemm,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_NNT,88,0.0,29.4,0.102
gemm,nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT,114,0.0,25.7,0.07
gemm,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_splitK_NNT,126,0.0,19.8,0.057
gemm,nvjet_sm103_tst_96x64_64x10_4x1_v_bz_TNN,8,0.0,31.1,0.051
hybridep_combine,combine_kernel,1800,0.869,3894.3,4.478
hybridep_dispatch,dispatch_kernel,1800,0.888,3997.7,5.025
hybridep_meta,permute_preprocessing_kernel,1200,0.054,359.4,0.471
hybridep_meta,ag_nvl_kernel,1200,0.03,139.3,1.589
hybridep_meta,update_expected_value_kernel,3600,0.001,1.4,0.002
hybridep_sync,device_sync_kernel,7200,4.384,82.7,707.953
moe_permute,unpermute_kernel,1800,0.423,1791.2,4.421
moe_permute,permute_kernel,1800,0.357,1537.1,3.092
nccl,ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL,624,0.313,3512.0,14.517
nccl,ncclDevKernel_AllGather_RING_LL,1592,0.159,586.4,29.757
nccl,ncclDevKernel_AllReduce_Sum_u64_RING_LL,1200,0.153,314.1,14.396
nccl,ncclDevKernel_AllReduce_Sum_bf16_RING_LL,4,0.001,1152.3,1.191
nccl,ncclDevKernel_AllReduce_Sum_f32_RING_LL,8,0.001,1373.0,1.934
nonzero_cub,DeviceCompactInitKernel,989,0.0,1.3,0.002
nonzero_cub,DeviceReduceSingleTileKernel,989,0.0,1.8,0.003
nonzero_cub,DeviceSelectSweepKernel,989,0.0,4.1,0.006
norm,rmsnorm_fwd_general_kernel,2504,0.152,482.7,0.574
norm,rmsnorm_bwd_general_kernel,1256,0.136,861.5,1.059
norm,rmsnorm_fwd_tuned_kernel,2496,0.009,28.8,0.051
norm,rmsnorm_bwd_tuned_kernel,1248,0.007,43.2,0.073
norm,rmsnorm_bwd_finalize_general_kernel,1256,0.001,7.2,0.009
norm,rmsnorm_bwd_finalize_tuned_kernel,1248,0.001,4.0,0.004
other,scan,1200,0.012,76.4,0.09
other,searchsorted_cuda_kernel,4416,0.001,2.2,0.003
other,compute_cuda_kernel,151,0.0,5.6,0.03
other,indexing_backward_kernel,1,0.0,59.5,0.06
other,ln_fwd_general_kernel,336,0.0,8.4,0.011
other,pad_tokens_per_expert_kernel,1200,0.0,2.7,0.004
other,thd_partition_indices_kernel,96,0.0,1.9,0.002
other,triton_poi_fused_all_reduce_lift_fresh_0,1200,0.0,1.2,0.002
other,write_indices,5,0.0,3.3,0.003
topk_router,gatherTopK,3600,0.138,435.9,0.632
topk_router,online_softmax_kernel,64,0.004,478.4,0.515
topk_router,vectorized_elementwise_kernel,1800,0.002,9.5,0.013
