layer,gpu,start_ns,wall_ms
layer:12,3,26684817042,112.821
layer:12,4,2882848370,79.226
layer:12,4,26684368071,112.93
layer:12,5,2883028433,78.805
layer:12,5,26685345032,112.401
layer:12,6,2882911604,78.799
layer:12,6,26682858852,114.501
layer:12,7,2882258308,84.909
layer:12,7,26683917664,113.828
layer:13,0,2961571986,81.642
layer:13,0,26442892731,115.894
layer:13,1,2961716337,82.589
layer:13,1,26443676658,117.729
layer:13,2,2961376101,82.931
layer:13,2,26443751106,115.025
layer:13,3,2962642958,80.994
layer:13,3,26443731128,114.613
layer:13,4,2962258474,80.975
layer:13,4,26443623933,115.326
layer:13,5,2961978316,81.8
layer:13,5,26443807584,116.748
layer:13,6,2961859230,81.723
layer:13,6,26443558523,117.145
layer:13,7,2967315555,78.285
layer:13,7,26443701067,114.73
layer:14,0,3043351318,92.116
layer:14,0,26224736476,115.142
layer:14,1,3044445768,91.118
layer:14,1,26225859746,114.625
layer:14,2,3044450640,93.469
layer:14,2,26225569380,115.209
layer:14,3,3043778289,92.71
layer:14,3,26225537100,115.109
layer:14,4,3043378877,92.664
layer:14,4,26225317529,115.188
layer:14,5,3043935210,92.139
layer:14,5,26225435287,115.598
layer:14,6,3043723774,92.086
layer:14,6,26225394726,115.128
layer:14,7,3045738125,107.054
layer:14,7,26225464149,115.173
layer:15,0,3135603991,153.516
layer:15,0,26013753853,119.802
layer:15,1,3135703959,154.554
layer:15,1,26014539621,120.041
layer:15,2,3138064944,152.265
layer:15,2,26014686076,119.606
layer:15,3,3136638184,154.315
layer:15,3,26014619138,119.838
layer:15,4,3136201382,153.784
layer:15,4,26014500429,119.392
layer:15,5,3136224511,154.051
layer:15,5,26014412845,120.174
layer:15,6,3135949945,154.057
layer:15,6,26014370227,119.389
layer:15,7,3152932861,137.359
layer:15,7,26014557311,119.895
layer:16,0,3289265704,80.989
layer:16,0,25787937916,114.863
layer:16,1,3290396717,80.854
layer:16,1,25788592554,115.052
layer:16,2,3290480852,80.333
layer:16,2,25788819526,114.648
layer:16,3,3291091502,79.121
layer:16,3,25788789890,114.485
layer:16,4,3290143941,80.446
layer:16,4,25788611902,114.421
