"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6068217848570.554688,29.843713
"user_annotation","layer_0/forward/mlp",6068217878509.482422,1.571192
"user_annotation","layer_1/forward/attention",6068217881663.005859,72.627444
"user_annotation","layer_1/forward/mlp",6068217954368.030273,1.345902
"user_annotation","layer_2/forward/attention",6068217957151.747070,90.618237
"user_annotation","layer_2/forward/mlp",6068218047846.063477,1.239209
"user_annotation","layer_3/forward/attention",6068218055804.545898,4.929052
"user_annotation","layer_3/forward/mlp",6068218060810.361328,133.857651
"user_annotation","layer_4/forward/attention",6068218202714.417969,4.981499
"user_annotation","layer_4/forward/mlp",6068218207773.165039,73.162038
"user_annotation","layer_5/forward/attention",6068218288728.041016,5.050548
"user_annotation","layer_5/forward/mlp",6068218293857.096680,69.295398
"user_annotation","layer_6/forward/attention",6068218371000.660156,45.067311
"user_annotation","layer_6/forward/mlp",6068218416144.681641,66.162787
"user_annotation","layer_7/forward/attention",6068218490229.862305,4.966668
"user_annotation","layer_7/forward/mlp",6068218495274.188477,74.423046
"user_annotation","layer_8/forward/attention",6068218577592.600586,5.031521
"user_annotation","layer_8/forward/mlp",6068218582702.980469,68.050323
"user_annotation","layer_9/forward/attention",6068218658704.787109,4.888996
"user_annotation","layer_9/forward/mlp",6068218663668.375977,68.954950
"user_annotation","layer_10/forward/attention",6068218740514.069336,47.291582
"user_annotation","layer_10/forward/mlp",6068218787882.785156,66.406945
"user_annotation","layer_11/forward/attention",6068218862145.215820,6.455778
"user_annotation","layer_11/forward/mlp",6068218868678.265625,72.310758
"user_annotation","layer_12/forward/attention",6068218948870.737305,5.048819
"user_annotation","layer_12/forward/mlp",6068218953993.168945,70.483811
"user_annotation","layer_13/forward/attention",6068219032260.070312,4.933926
"user_annotation","layer_13/forward/mlp",6068219037268.018555,69.595920
"user_annotation","layer_14/forward/attention",6068219114969.481445,44.612066
"user_annotation","layer_14/forward/mlp",6068219159657.031250,66.461259
"user_annotation","layer_15/forward/attention",6068219234065.038086,4.984573
"user_annotation","layer_15/forward/mlp",6068219239127.125977,83.647309
"user_annotation","layer_16/forward/attention",6068219330688.118164,4.999271
"user_annotation","layer_16/forward/mlp",6068219335764.241211,66.996521
"user_annotation","layer_17/forward/attention",6068219410497.177734,4.964727
"user_annotation","layer_17/forward/mlp",6068219415548.861328,68.054395
"user_annotation","layer_18/forward/attention",6068219491670.350586,48.816773
"user_annotation","layer_18/forward/mlp",6068219540563.087891,66.307212
"user_annotation","layer_19/forward/attention",6068219614804.584961,4.899876
"user_annotation","layer_19/forward/mlp",6068219619780.269531,68.888379
"user_annotation","layer_20/forward/attention",6068219696501.839844,5.028966
"user_annotation","layer_20/forward/mlp",6068219701607.511719,66.957980
"user_annotation","layer_21/forward/attention",6068219776847.998047,5.640653
"user_annotation","layer_21/forward/mlp",6068219782564.740234,70.620087
"user_annotation","layer_22/forward/attention",6068219860939.916992,44.008948
"user_annotation","layer_22/forward/mlp",6068219905024.734375,63.562073
"user_annotation","layer_23/forward/attention",6068219976333.925781,5.048797
"user_annotation","layer_23/forward/mlp",6068219981458.212891,74.209985
"user_annotation","layer_24/forward/attention",6068220063574.317383,5.653311
"user_annotation","layer_24/forward/mlp",6068220069307.030273,67.398021
"user_annotation","layer_25/forward/attention",6068220144478.837891,5.381993
"user_annotation","layer_25/forward/mlp",6068220149936.517578,67.908104
"user_annotation","layer_26/forward/attention",6068220225444.257812,49.769214
"user_annotation","layer_26/forward/mlp",6068220275288.198242,62.239746
"user_annotation","layer_27/forward/attention",6068220346219.616211,5.920731
"user_annotation","layer_27/forward/mlp",6068220352215.785156,71.274197
"user_annotation","layer_28/forward/attention",6068220431480.300781,19.502299
"user_annotation","layer_28/forward/mlp",6068220451237.223633,55.725685
"user_annotation","layer_29/forward/attention",6068220514825.203125,5.266987
"user_annotation","layer_29/forward/mlp",6068220520168.968750,65.745163
"user_annotation","layer_30/forward/attention",6068220593940.726562,45.892469
"user_annotation","layer_30/forward/mlp",6068220639913.709961,65.652973
"user_annotation","layer_31/forward/attention",6068220713697.993164,5.267164
"user_annotation","layer_31/forward/mlp",6068220719045.685547,69.071221
"user_annotation","layer_32/forward/attention",6068220796113.162109,5.185355
"user_annotation","layer_32/forward/mlp",6068220801373.149414,66.132172
"user_annotation","layer_33/forward/attention",6068220876608.535156,5.223784
