k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
0,9.703,9.748,1.005,6,9.49,9.742,9.734,9.745,9.739,9.707,9.748,9.719
1,9.756,9.824,1.007,7,9.552,9.8,9.744,9.753,9.79,9.796,9.787,9.824
2,9.791,10.007,1.022,2,9.576,9.838,10.007,9.817,9.793,9.738,9.805,9.755
3,10.62,11.432,1.077,7,10.486,10.854,10.63,10.824,10.295,10.495,9.94,11.432
4,10.007,10.397,1.039,5,10.102,9.87,9.815,9.872,9.779,10.397,9.942,10.281
5,9.939,10.136,1.02,7,9.968,9.778,9.74,10.082,9.914,9.994,9.898,10.136
6,9.851,10.202,1.036,7,9.59,9.818,9.802,9.878,9.838,9.84,9.841,10.202
7,9.853,10.04,1.019,6,9.532,10.022,9.93,9.834,9.84,9.806,10.04,9.818
8,10.248,12.928,1.261,6,9.601,9.99,9.746,10.31,9.782,9.869,12.928,9.762
9,10.189,11.823,1.16,4,10.081,9.789,9.719,10.071,11.823,9.752,10.464,9.816
10,9.743,9.858,1.012,7,9.472,9.739,9.715,9.774,9.826,9.744,9.816,9.858
11,9.932,10.279,1.035,3,9.542,9.74,10.086,10.279,9.738,10.071,10.153,9.848
12,10.105,11.53,1.141,4,9.554,9.738,9.793,10.7,11.53,9.865,9.836,9.82
13,10.249,11.745,1.146,6,9.469,10.489,10.723,9.894,9.924,9.724,11.745,10.021
14,9.745,10.165,1.043,6,9.455,9.713,9.685,9.712,9.782,9.687,10.165,9.761
15,9.955,10.498,1.055,2,9.453,10.111,10.498,10.052,10.417,9.693,9.704,9.709
16,10.134,11.643,1.149,2,9.451,9.704,11.643,9.71,10.552,9.687,10.55,9.772
17,10.043,11.39,1.134,4,9.452,9.714,9.844,10.083,11.39,9.699,10.117,10.046
18,9.697,9.938,1.025,4,9.455,9.699,9.672,9.704,9.938,9.687,9.717,9.703
19,10.093,12.389,1.228,4,9.448,9.702,9.679,10.371,12.389,9.684,9.766,9.705
20,9.847,10.104,1.026,0,10.104,9.708,10.042,9.796,9.902,9.688,9.821,9.716
21,10.143,11.982,1.181,7,9.942,10.101,9.681,9.742,10.19,9.789,9.718,11.982
22,9.772,9.852,1.008,7,9.544,9.806,9.751,9.791,9.8,9.797,9.84,9.852
