category,kernel,instances_all_gpus,s_per_gpu,median_us,max_ms
gemm,nvjet_sm103_tst_256x112_64x5_2x2_2cta_h_bz_TNT,4,0.0,86.9,0.101
gemm,nvjet_sm103_tst_256x120_64x4_1x4f_h_bz_NNT,34,0.0,84.7,0.134
gemm,nvjet_sm103_tst_256x128_64x5_2x4_2cta_h_bz_NNT,1,0.0,88.9,0.089
gemm,nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_TNT,6,0.0,54.2,0.056
gemm,nvjet_sm103_tst_256x32_64x6_2x1_2cta_v_bz_splitK_NTT,24,0.0,136.2,0.139
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_NNT,1,0.0,63.8,0.064
gemm,nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_TNT,6,0.0,82.8,0.159
gemm,nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_splitK_TNN,64,0.0,14.2,0.015
gemm,nvjet_sm103_tst_32x64_64x16_4x1_v_bz_splitK_NNN,30,0.0,21.4,0.06
gemm,nvjet_sm103_tst_512x112_64x2_2x1_2cta_v_bz_NNT,1,0.0,14.2,0.014
gemm,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT,87,0.0,27.9,0.114
gemm,nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_NNT,6,0.0,27.1,0.037
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_NNT,35,0.0,29.4,0.066
gemm,nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_TNT,8,0.0,36.3,0.059
gemm,nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_splitK_TNT,32,0.0,37.3,0.064
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_NNT,87,0.0,25.1,0.068
gemm,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_splitK_NNT,114,0.0,22.2,0.097
gemm,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT,158,0.0,21.8,0.052
gemm,nvjet_sm103_tst_64x176_64x11_2x2_2cta_h_bz_TNT,26,0.0,37.3,0.086
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT,114,0.0,22.1,0.072
gemm,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_TNT,228,0.0,14.3,0.03
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NNT,14,0.0,23.8,0.044
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NTT,64,0.0,14.3,0.016
gemm,nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_splitK_TNT,28,0.0,43.9,0.133
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_NNT,142,0.0,25.8,0.065
gemm,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_splitK_NNT,113,0.0,21.2,0.062
gemm,nvjet_sm103_tst_64x32_64x16_4x1_2cta_v_bz_TNT,28,0.0,14.7,0.027
gemm,nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT,132,0.0,23.9,0.079
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_TNT,120,0.0,31.9,0.067
gemm,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_splitK_NNT,60,0.0,21.8,0.053
gemm,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_splitK_TNT,20,0.0,32.0,0.07
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT,122,0.0,26.7,0.068
gemm,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_splitK_NNT,159,0.0,21.7,0.091
gemm,nvjet_sm103_tst_64x48_64x16_4x1_2cta_v_bz_NNT,10,0.0,23.1,0.043
gemm,nvjet_sm103_tst_64x56_64x14_4x1_v_bz_NNT,74,0.0,24.2,0.062
gemm,nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_NNT,12,0.0,23.3,0.098
gemm,nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_splitK_NNT,105,0.0,21.5,0.061
gemm,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT,9,0.0,20.7,0.027
gemm,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_NNT,91,0.0,30.4,0.073
gemm,nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT,109,0.0,24.2,0.069
gemm,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_splitK_NNT,142,0.0,19.5,0.065
gemm,nvjet_sm103_tst_96x64_64x10_4x1_v_bz_TNN,14,0.0,34.9,0.067
hybridep_combine,combine_kernel,1800,0.869,3893.0,4.589
hybridep_dispatch,dispatch_kernel,1800,0.889,3998.5,5.098
hybridep_meta,permute_preprocessing_kernel,1200,0.055,360.2,0.522
hybridep_meta,ag_nvl_kernel,1200,0.027,145.9,2.433
hybridep_meta,update_expected_value_kernel,3600,0.001,1.5,0.002
hybridep_sync,device_sync_kernel,7200,2.66,115.8,43.239
moe_permute,unpermute_kernel,1800,0.427,1789.2,4.762
moe_permute,permute_kernel,1800,0.36,1546.5,3.253
nccl,ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL,624,0.46,5577.2,19.998
nccl,ncclDevKernel_AllReduce_Sum_f32_RING_LL,8,0.335,446084.6,446.815
nccl,ncclDevKernel_AllReduce_Sum_u64_RING_LL,1200,0.227,343.0,15.125
nccl,ncclDevKernel_AllGather_RING_LL,1592,0.196,659.8,53.198
nccl,ncclDevKernel_AllReduce_Sum_bf16_RING_LL,8,0.001,1068.0,1.133
nonzero_cub,DeviceCompactInitKernel,989,0.0,1.3,0.002
nonzero_cub,DeviceReduceSingleTileKernel,989,0.0,1.9,0.003
nonzero_cub,DeviceSelectSweepKernel,989,0.0,4.2,0.006
norm,rmsnorm_fwd_general_kernel,2504,0.152,482.9,0.581
norm,rmsnorm_bwd_general_kernel,1256,0.137,862.9,1.049
norm,rmsnorm_fwd_tuned_kernel,2496,0.009,28.9,0.053
norm,rmsnorm_bwd_tuned_kernel,1248,0.007,43.2,0.073
norm,rmsnorm_bwd_finalize_general_kernel,1256,0.001,7.2,0.009
norm,rmsnorm_bwd_finalize_tuned_kernel,1248,0.001,4.0,0.005
other,scan,1200,0.012,76.6,0.108
other,searchsorted_cuda_kernel,4416,0.001,2.2,0.003
other,compute_cuda_kernel,144,0.0,5.7,0.006
other,indexing_backward_kernel,1,0.0,54.6,0.055
other,ln_fwd_general_kernel,336,0.0,8.4,0.012
other,pad_tokens_per_expert_kernel,1200,0.0,2.7,0.004
other,thd_partition_indices_kernel,64,0.0,1.8,0.002
other,triton_poi_fused__to_copy_all_reduce_scalar_tensor_stack_0,1200,0.0,1.3,0.002
other,write_indices,5,0.0,3.1,0.003
topk_router,triton_poi_fused__to_copy_add_cat_mul_rsub_sigmoid_silu_split_0,600,0.151,1750.8,7.733
topk_router,gatherTopK,3600,0.139,436.8,0.714
topk_router,triton_poi_fused_add_cat_mul_rsub_sigmoid_silu_split_0,624,0.061,640.5,4.112
topk_router,online_softmax_kernel,64,0.004,474.8,0.519
topk_router,vectorized_elementwise_kernel,1800,0.002,9.5,0.013
