waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
0,1892131273,9.983,7,0.0,1.032,laggard_gpu_busy,gemm=7.3ms;moe_permute=3.0ms;hybridep_meta=0.0ms,forward|attention|dsa_indexer
0,2030024217,5.322,1,0.001,1.062,laggard_gpu_busy,gemm=3.4ms;moe_permute=2.2ms;hybridep_meta=0.0ms,forward|moe
0,2088335432,14.696,6,0.0,1.042,laggard_gpu_busy,gemm=11.0ms;moe_permute=3.0ms;activation=1.1ms,forward|moe
0,2166321396,8.903,4,0.0,1.036,laggard_gpu_busy,gemm=6.4ms;moe_permute=2.8ms;hybridep_meta=0.0ms,forward|moe
0,2364397290,10.496,2,0.0,1.033,laggard_gpu_busy,gemm=6.4ms;moe_permute=2.6ms;activation=1.6ms,forward|moe
0,2427300116,11.339,3,0.0,1.027,laggard_gpu_busy,gemm=7.7ms;moe_permute=2.7ms;activation=0.9ms,forward|moe
0,2492921217,20.12,6,0.0,1.043,laggard_gpu_busy,gemm=16.4ms;moe_permute=3.2ms;activation=1.2ms,forward|moe
0,2570857549,12.575,6,0.0,1.047,laggard_gpu_busy,gemm=8.9ms;moe_permute=2.9ms;activation=1.0ms,forward|attention|dsa_indexer
0,2709530695,11.706,3,0.0,1.032,laggard_gpu_busy,gemm=8.4ms;moe_permute=2.5ms;activation=0.8ms,forward|moe
0,2769540683,22.099,2,0.0,1.037,laggard_gpu_busy,gemm=16.9ms;moe_permute=3.5ms;activation=2.2ms,forward|moe
0,2851904400,10.764,4,0.0,1.027,laggard_gpu_busy,gemm=7.2ms;moe_permute=3.2ms;activation=0.3ms,forward|moe
0,2915806631,22.578,4,0.0,1.044,laggard_gpu_busy,gemm=18.4ms;moe_permute=3.5ms;activation=1.4ms,forward|attention|dsa_indexer
0,3063346743,19.313,3,0.0,1.037,laggard_gpu_busy,gemm=15.5ms;moe_permute=3.1ms;activation=1.1ms,forward|moe
0,3204835739,20.063,4,0.0,0.877,laggard_gpu_busy,gemm=12.9ms;moe_permute=3.2ms;activation=1.2ms,forward|moe
0,3422144594,16.908,6,0.0,0.928,laggard_gpu_busy,gemm=11.1ms;moe_permute=3.2ms;activation=1.2ms,forward|moe
0,3557591560,6.336,1,0.001,1.054,laggard_gpu_busy,gemm=4.3ms;moe_permute=2.4ms;hybridep_meta=0.0ms,forward|moe
0,3620198673,6.535,5,0.001,1.036,laggard_gpu_busy,gemm=4.2ms;moe_permute=2.5ms;hybridep_meta=0.0ms,forward|attention|dsa_indexer
0,3759096883,6.447,7,0.001,1.019,laggard_gpu_busy,gemm=3.8ms;moe_permute=2.8ms;hybridep_meta=0.0ms,forward|moe
0,3827079073,5.127,6,0.001,1.045,laggard_gpu_busy,moe_permute=2.8ms;gemm=2.5ms;hybridep_meta=0.0ms,forward|moe
0,3886217949,13.859,3,0.0,1.051,laggard_gpu_busy,gemm=10.2ms;moe_permute=3.1ms;activation=1.0ms,forward|moe
0,3955926850,15.492,3,0.0,1.018,laggard_gpu_busy,gemm=11.0ms;moe_permute=3.3ms;activation=1.2ms,forward|attention|dsa_indexer
0,4099447136,13.252,2,0.0,1.051,laggard_gpu_busy,gemm=8.9ms;moe_permute=2.8ms;activation=1.9ms,forward|moe
0,4161320063,17.96,5,0.0,1.062,laggard_gpu_busy,gemm=14.9ms;moe_permute=2.9ms;activation=1.0ms,forward|moe
0,4301431057,14.446,6,0.0,1.061,laggard_gpu_busy,gemm=10.9ms;moe_permute=3.0ms;activation=1.1ms,forward|attention|dsa_indexer
0,4496833197,12.264,6,0.0,0.947,laggard_gpu_busy,gemm=7.9ms;moe_permute=2.6ms;activation=0.8ms,forward|moe
0,4561034699,20.4,5,0.0,1.036,laggard_gpu_busy,gemm=16.3ms;moe_permute=3.3ms;activation=1.2ms,forward|moe
0,4639087035,5.813,1,0.001,1.039,laggard_gpu_busy,gemm=3.4ms;moe_permute=2.6ms;hybridep_meta=0.0ms,forward|attention|dsa_indexer
0,4770985059,7.217,2,0.001,1.043,laggard_gpu_busy,gemm=5.0ms;moe_permute=2.6ms;hybridep_meta=0.0ms,forward|moe
0,4910079944,8.931,5,0.0,1.044,laggard_gpu_busy,gemm=6.2ms;moe_permute=2.8ms;elementwise=0.3ms,forward|moe
0,4976165543,9.179,1,0.0,1.04,laggard_gpu_busy,gemm=6.7ms;moe_permute=2.7ms;elementwise=0.1ms,forward|attention|dsa_indexer
0,5110586797,14.976,6,0.0,1.023,laggard_gpu_busy,gemm=10.9ms;moe_permute=3.1ms;activation=1.0ms,forward|moe
