k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
0,129.943,148.693,1.144,0,148.693,135.921,124.562,97.107,134.396,141.365,121.914,135.59
1,133.858,137.813,1.03,1,135.46,137.813,132.651,137.419,133.006,133.936,130.535,130.042
2,105.827,112.558,1.064,7,103.831,103.482,103.474,103.689,104.621,107.441,107.518,112.558
3,63.72,76.066,1.194,0,76.066,63.457,67.136,57.879,65.643,69.049,58.973,51.558
4,56.124,57.825,1.03,3,57.182,57.534,57.528,57.825,54.569,52.468,56.573,55.31
5,137.388,160.714,1.17,7,152.505,145.656,144.803,58.969,145.234,144.371,146.851,160.714
6,123.042,126.355,1.027,1,122.762,126.355,125.827,121.233,120.426,123.206,124.58,119.949
7,57.478,67.594,1.176,6,55.826,60.27,56.159,58.22,53.917,53.095,67.594,54.739
8,62.551,70.99,1.135,4,64.02,59.132,59.879,60.455,70.99,58.574,65.058,62.298
9,55.988,61.058,1.091,5,56.326,54.837,55.022,53.562,56.208,61.058,53.882,57.013
10,125.964,133.056,1.056,2,124.143,122.139,133.056,126.786,120.18,126.426,130.877,124.103
11,55.976,63.442,1.133,3,53.673,49.622,59.789,63.442,59.11,55.666,55.318,51.19
12,57.522,71.245,1.239,6,53.805,60.573,61.11,47.748,49.492,59.164,71.245,57.037
13,60.442,69.485,1.15,6,59.51,57.926,59.442,56.299,62.733,54.613,69.485,63.529
14,126.026,132.135,1.048,3,122.336,128.105,130.859,132.135,127.545,122.352,122.985,121.891
15,56.9,70.067,1.231,2,50.134,52.347,70.067,54.603,58.917,53.476,63.511,52.141
16,60.078,70.865,1.18,4,62.483,57.367,57.161,58.741,70.865,52.802,62.559,58.645
17,62.513,78.113,1.25,4,57.623,57.864,57.973,60.956,78.113,57.598,64.777,65.201
18,132.288,144.292,1.091,3,128.251,132.032,131.982,144.292,138.752,125.744,124.83,132.421
19,57.045,65.119,1.142,0,65.119,51.296,64.079,54.883,53.676,50.816,56.835,59.658
20,56.77,72.67,1.28,4,53.033,62.907,52.432,46.35,72.67,53.393,48.069,65.304
