layer,gpu,start_ns,wall_ms
layer:1,0,804896438,96.208
layer:1,0,23896782446,96.072
layer:1,1,819822946,82.539
layer:1,1,23897782531,95.515
layer:1,2,827036097,82.793
layer:1,2,23896740302,96.738
layer:1,3,859708101,41.807
layer:1,3,23896802178,96.308
layer:1,4,821620045,82.745
layer:1,4,23896620507,96.661
layer:1,5,817729918,85.673
layer:1,5,23896803055,96.533
layer:1,6,838055090,67.542
layer:1,6,23896810680,96.458
layer:1,7,826721569,75.852
layer:1,7,23896519355,96.572
layer:2,0,901315332,103.557
layer:2,0,23754995109,93.463
layer:2,1,902521650,104.336
layer:2,1,23755370544,93.562
layer:2,2,910015062,97.764
layer:2,2,23754749850,94.122
layer:2,3,901691261,105.351
layer:2,3,23754405494,94.23
layer:2,4,904548440,103.63
layer:2,4,23754623536,94.178
layer:2,5,903571881,104.269
layer:2,5,23754914288,93.968
layer:2,6,905818635,101.708
layer:2,6,23755008076,93.841
layer:2,7,902754780,104.035
layer:2,7,23754294453,94.437
layer:3,0,1005033993,133.218
layer:3,0,23614955554,92.034
layer:3,1,1007010153,132.519
layer:3,1,23615801000,91.442
layer:3,2,1007954389,132.196
layer:3,2,23615753316,91.151
layer:3,3,1007185720,132.819
layer:3,3,23615169334,91.79
layer:3,4,1008362089,133.303
layer:3,4,23615487628,91.898
layer:3,5,1008011033,132.061
layer:3,5,23615923009,91.377
layer:3,6,1007738484,132.125
layer:3,6,23615497586,91.672
layer:3,7,1006960736,133.036
layer:3,7,23615333340,91.691
layer:4,0,1138411672,132.977
layer:4,0,23420407757,114.649
layer:4,1,1139684711,129.748
layer:4,1,23421499636,114.174
layer:4,2,1140320252,131.569
layer:4,2,23421098830,114.49
layer:4,3,1140165909,128.886
layer:4,3,23426765926,109.422
layer:4,4,1141843596,128.274
layer:4,4,23421010848,114.795
layer:4,5,1140212336,128.68
layer:4,5,23421079629,116.276
layer:4,6,1140057627,131.067
layer:4,6,23421099617,114.671
layer:4,7,1140143604,128.804
layer:4,7,23421016285,114.453
layer:5,0,1271549242,62.066
layer:5,0,23243886058,113.511
layer:5,1,1269582922,64.482
layer:5,1,23245431698,112.154
layer:5,2,1272059739,62.421
layer:5,2,23245025575,113.167
layer:5,3,1269197092,64.159
layer:5,3,23245090958,114.798
layer:5,4,1270278255,63.546
layer:5,4,23245032321,113.783
layer:5,5,1269060083,64.22
layer:5,5,23245126496,115.346
layer:5,6,1271334202,62.878
layer:5,6,23245121207,112.257
layer:5,7,1269098602,64.908
layer:5,7,23245419113,111.885
layer:6,0,1333785793,149.9
layer:6,0,23036419069,114.401
layer:6,1,1334211893,149.951
layer:6,1,23037703496,117.594
layer:6,2,1334636783,150.203
layer:6,2,23037423067,114.784
layer:6,3,1333506355,150.534
layer:6,3,23036726075,115.179
layer:6,4,1333985991,150.476
layer:6,4,23036972590,120.941
layer:6,5,1333430252,150.539
layer:6,5,23037089653,114.922
layer:6,6,1334385654,150.641
layer:6,6,23037419334,114.132
layer:6,7,1334161132,149.59
layer:6,7,23036717111,114.611
layer:7,0,1483842570,138.627
layer:7,0,22853984430,116.414
layer:7,1,1484321338,142.417
layer:7,1,22855623864,115.026
layer:7,2,1484987135,139.959
layer:7,2,22854770796,114.96
layer:7,3,1484184848,138.682
layer:7,3,22854679380,115.909
layer:7,4,1484624282,142.487
layer:7,4,22855104841,114.991
layer:7,5,1484126523,139.129
layer:7,5,22854768822,115.157
layer:7,6,1485208635,138.952
layer:7,6,22854963096,114.751
layer:7,7,1483902311,139.205
layer:7,7,22854738134,115.176
layer:8,0,1622616673,60.302
layer:8,0,22655501328,111.451
layer:8,1,1626895319,56.494
layer:8,1,22656914994,111.001
layer:8,2,1625108435,62.519
layer:8,2,22655744986,111.606
layer:8,3,1623020146,62.324
layer:8,3,22656269202,111.228
layer:8,4,1627265191,56.448
layer:8,4,22657204336,110.609
layer:8,5,1623405883,59.594
layer:8,5,22656191062,111.722
layer:8,6,1624342444,63.009
layer:8,6,22655775843,112.612
layer:8,7,1623260359,62.937
layer:8,7,22655758844,112.155
layer:9,0,1683063421,74.156
layer:9,0,22455614416,114.184
layer:9,1,1683536642,73.569
layer:9,1,22456454996,114.354
layer:9,2,1687782622,70.908
layer:9,2,22456413985,113.485
layer:9,3,1685493076,72.343
layer:9,3,22456219031,114.118
layer:9,4,1683860416,74.152
layer:9,4,22456349578,113.629
layer:9,5,1683147937,76.659
layer:9,5,22456578034,113.662
layer:9,6,1687525530,71.278
layer:9,6,22456246909,118.205
layer:9,7,1686343259,70.406
layer:9,7,22456176118,114.0
layer:10,0,1757361724,65.736
layer:10,0,22276773662,106.257
layer:10,1,1757262583,66.71
layer:10,1,22278396925,105.912
layer:10,2,1758847659,65.334
layer:10,2,22277508233,106.391
layer:10,3,1757980945,66.086
layer:10,3,22277844934,107.295
layer:10,4,1758170104,75.575
layer:10,4,22277263654,106.307
layer:10,5,1759962040,64.234
layer:10,5,22277368517,109.629
layer:10,6,1758969775,65.963
layer:10,6,22277313504,106.374
layer:10,7,1756897125,66.706
layer:10,7,22277452438,106.389
layer:11,0,1823234672,132.833
layer:11,0,22079400548,119.503
layer:11,1,1824115074,132.937
layer:11,1,22080972794,118.595
