k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
0,117.394,135.996,1.158,0,135.996,123.183,112.017,84.577,121.875,128.87,109.533,123.101
1,121.287,125.089,1.031,1,122.697,125.089,120.04,124.838,120.463,121.473,118.172,117.526
2,93.236,100.036,1.073,7,90.961,90.703,90.892,91.11,92.06,94.958,95.167,100.036
3,31.513,35.942,1.141,4,34.793,32.971,34.812,32.021,35.942,29.862,27.053,24.647
4,24.537,25.194,1.027,1,24.181,25.194,24.26,24.233,24.701,24.424,24.482,24.818
5,24.786,25.913,1.045,0,25.913,24.879,25.022,24.335,24.607,24.229,25.078,24.224
6,85.965,92.465,1.076,7,83.457,83.306,83.616,83.892,83.967,86.182,90.831,92.465
7,24.616,25.688,1.044,1,24.04,25.688,24.382,24.711,24.264,24.865,24.259,24.718
8,26.834,29.867,1.113,6,25.915,26.777,26.005,27.576,26.019,26.095,29.867,26.417
9,24.828,25.153,1.013,6,24.617,24.718,25.018,24.88,24.897,24.686,25.153,24.651
10,90.484,95.213,1.052,7,86.724,88.179,87.054,90.035,89.559,92.552,94.553,95.213
11,24.402,24.799,1.016,2,24.151,24.352,24.799,24.749,24.219,24.406,24.462,24.078
12,24.69,25.52,1.034,3,24.222,24.38,24.71,25.52,24.91,24.867,24.594,24.314
13,26.232,28.501,1.087,6,25.592,26.361,25.876,26.0,25.782,25.875,28.501,25.868
14,85.972,95.077,1.106,6,82.955,82.742,82.943,83.102,84.313,85.512,95.077,91.129
15,24.661,25.43,1.031,1,24.26,25.43,24.448,25.149,24.665,24.322,24.625,24.389
16,26.183,28.18,1.076,2,25.134,25.665,28.18,25.724,25.997,25.361,28.042,25.364
17,26.557,29.777,1.121,4,25.748,25.947,26.493,26.095,29.777,25.938,26.228,26.233
18,91.434,100.558,1.1,4,87.215,87.248,87.522,87.719,100.558,90.309,96.245,94.657
19,24.318,25.029,1.029,4,23.986,24.799,24.122,24.184,25.029,24.038,24.083,24.305
20,24.704,25.101,1.016,2,24.756,24.444,25.101,24.792,24.605,24.338,24.555,25.043
21,25.894,28.285,1.092,4,25.208,25.994,25.433,25.436,28.285,25.488,25.345,25.962
22,89.065,94.096,1.056,7,92.847,85.467,85.8,85.959,86.789,88.708,92.856,94.096
23,24.453,24.942,1.02,3,24.171,24.329,24.325,24.942,24.439,24.691,24.353,24.376
24,24.594,25.568,1.04,6,24.791,24.583,24.213,24.256,24.827,24.285,25.568,24.226
25,25.466,26.189,1.028,6,25.724,25.394,25.995,24.937,25.532,25.057,26.189,24.902
26,88.489,94.239,1.065,6,87.459,83.52,86.615,89.206,84.111,92.567,94.239,90.194
27,24.039,24.227,1.008,3,24.069,24.004,23.986,24.227,23.996,23.971,23.85,24.205
28,24.818,25.406,1.024,5,25.308,24.637,24.505,24.524,24.876,25.406,24.759,24.527
29,24.81,25.421,1.025,1,24.637,25.421,24.66,24.949,24.439,25.078,24.891,24.405
30,88.986,96.356,1.083,3,85.365,86.84,85.05,96.356,85.246,88.818,92.638,91.577
31,24.789,25.773,1.04,2,24.851,24.688,25.773,24.707,24.637,24.584,24.497,24.576
32,24.98,25.999,1.041,5,24.521,24.686,24.947,25.747,24.706,25.999,24.593,24.641
33,25.479,26.792,1.052,0,26.792,25.164,25.875,25.145,25.275,25.729,24.889,24.964
34,88.981,96.588,1.085,6,87.078,90.195,86.206,85.824,85.747,88.122,96.588,92.09
35,24.406,24.897,1.02,1,24.181,24.897,24.213,24.595,24.264,24.496,24.246,24.353
36,25.192,26.112,1.037,4,24.558,25.38,24.721,25.528,26.112,25.152,25.231,24.858
