k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
0,14.1,22.347,1.585,0,22.347,12.641,14.075,8.778,12.171,19.667,13.671,9.454
1,14.307,16.353,1.143,3,14.753,15.118,15.458,16.353,12.82,11.225,15.213,13.516
2,14.401,25.646,1.781,7,17.051,11.535,10.907,15.348,11.192,10.533,12.999,25.646
3,14.312,17.12,1.196,1,13.547,17.12,16.729,13.305,11.943,14.137,16.245,11.473
4,14.349,24.543,1.71,6,12.709,15.865,13.052,14.96,11.285,10.582,24.543,11.799
5,14.475,22.414,1.548,4,15.409,11.451,12.159,13.104,22.414,11.178,16.045,14.042
6,14.169,18.594,1.312,5,14.463,13.172,13.314,12.439,13.833,18.594,12.658,14.876
7,14.18,20.724,1.461,2,12.043,10.733,20.724,15.349,9.234,14.248,18.978,12.135
8,14.156,21.016,1.485,3,12.042,8.917,16.888,21.016,17.001,13.502,13.747,10.133
9,14.031,26.891,1.917,6,10.808,15.907,16.665,6.622,7.46,14.805,26.891,13.089
10,14.141,22.387,1.583,6,13.244,11.893,13.171,11.209,15.746,9.334,22.387,16.148
11,14.205,19.949,1.404,3,10.791,15.398,18.593,19.949,15.075,10.945,12.174,10.711
12,14.076,26.142,1.857,2,8.356,9.805,26.142,12.094,15.214,10.81,20.432,9.755
13,14.1,23.978,1.701,4,15.725,11.596,11.159,13.36,23.978,8.391,16.102,12.489
14,14.007,27.867,1.99,4,9.89,10.023,10.147,12.863,27.867,9.762,15.89,15.613
15,14.097,25.898,1.837,3,10.369,13.267,13.441,25.898,19.457,8.399,8.341,13.601
16,14.113,21.919,1.553,0,21.919,9.316,19.751,12.307,10.778,8.837,14.161,15.832
17,13.913,27.333,1.965,4,10.428,19.006,9.966,6.007,27.333,10.744,7.332,20.485
18,14.001,25.498,1.821,0,25.498,7.31,17.781,10.624,11.932,7.669,17.946,13.246
19,14.07,26.136,1.858,6,12.751,12.119,11.043,13.63,11.821,19.395,26.136,5.664
20,14.3,18.532,1.296,4,15.387,18.144,11.896,11.979,18.532,12.125,17.242,9.095
21,14.362,17.848,1.243,1,13.529,17.848,15.599,16.007,12.23,14.999,13.458,11.223
22,14.228,19.596,1.377,5,14.519,13.265,13.416,17.76,9.402,19.596,13.42,12.442
23,14.134,20.64,1.46,7,15.522,17.112,12.028,13.341,9.639,13.662,11.126,20.64
24,14.133,19.736,1.396,6,17.215,9.042,9.571,14.354,14.919,18.551,19.736,9.672
25,14.2,23.097,1.627,3,12.3,18.291,13.676,23.097,8.638,20.394,11.528,5.672
26,14.108,26.13,1.852,3,13.874,11.329,12.942,26.13,8.82,14.115,16.081,9.576
27,14.152,23.868,1.687,2,12.908,13.949,23.868,14.845,10.686,10.471,11.382,15.104
28,13.986,23.14,1.655,5,8.203,12.329,10.731,17.368,10.877,23.14,17.845,11.393
29,14.093,21.812,1.548,0,21.812,10.967,16.889,9.835,12.166,19.291,10.167,11.618
30,14.015,24.882,1.775,6,13.595,18.465,8.033,9.869,13.608,10.195,24.882,13.472
31,13.92,17.919,1.287,5,15.811,13.751,10.169,17.367,11.511,17.919,14.137,10.692
32,13.96,17.546,1.257,6,8.909,13.024,15.13,12.8,15.497,14.021,17.546,14.754
33,13.903,27.668,1.99,5,10.552,6.316,12.455,12.232,8.45,27.668,20.266,13.289
34,14.16,20.107,1.42,1,15.203,20.107,16.056,16.884,9.293,10.293,12.76,12.684
35,14.021,20.291,1.447,2,14.29,12.64,20.291,10.535,17.411,9.482,18.009,9.506
36,13.994,25.601,1.829,0,25.601,12.521,12.988,12.844,15.074,11.618,11.865,9.441
37,14.026,20.892,1.489,5,13.409,16.481,11.593,10.198,16.873,20.892,10.695,12.071
38,13.986,21.975,1.571,1,14.962,21.975,11.806,13.09,16.384,9.929,11.006,12.735
39,14.054,23.697,1.686,6,13.178,12.208,13.938,10.283,10.671,11.76,23.697,16.699
40,13.965,23.197,1.661,7,14.307,11.354,12.355,17.064,13.495,9.603,10.342,23.197
41,14.134,19.427,1.374,0,19.427,11.103,15.564,11.674,15.967,16.857,9.966,12.511
42,14.03,23.249,1.657,4,12.913,18.292,6.534,16.311,23.249,10.753,12.667,11.518
43,13.984,22.168,1.585,7,11.466,15.285,16.105,11.763,13.652,11.781,9.65,22.168
44,13.985,24.244,1.734,6,13.832,12.526,9.419,16.611,10.983,9.509,24.244,14.756
45,14.114,21.539,1.526,1,13.26,21.539,10.163,20.56,8.902,14.06,12.38,12.05
46,14.162,33.886,2.393,1,9.451,33.886,16.937,9.572,8.677,10.888,14.173,9.712
47,14.177,20.825,1.469,0,20.825,10.785,18.244,15.935,14.6,11.394,11.376,10.258
48,14.042,25.003,1.781,6,13.39,11.446,14.316,9.246,21.405,8.103,25.003,9.422
49,14.211,23.105,1.626,0,23.105,8.264,19.367,7.982,16.358,11.29,17.701,9.624
50,14.217,29.288,2.06,4,8.821,11.929,15.675,9.239,29.288,12.43,10.933,15.419
51,14.086,21.907,1.555,6,12.283,8.579,13.857,17.018,12.028,16.187,21.907,10.828
52,14.053,19.543,1.391,7,12.482,9.208,16.143,13.476,15.791,14.186,11.595,19.543
53,14.019,20.838,1.486,3,16.597,11.178,8.916,20.838,13.266,13.414,9.507,18.433
54,14.267,21.514,1.508,2,13.075,12.882,21.514,18.053,12.429,8.245,11.233,16.708
55,14.111,24.283,1.721,1,8.52,24.283,17.654,8.376,10.589,10.287,12.224,20.957
56,14.176,24.945,1.76,2,8.752,11.081,24.945,14.939,14.069,14.517,11.521,13.58
