"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6034935863933.375977,494.361034
"user_annotation","layer_0/forward/mlp",6034936358406.571289,1.723636
"user_annotation","layer_1/forward/attention",6034936360528.778320,4.572880
"user_annotation","layer_1/forward/mlp",6034936365177.703125,66.547605
"user_annotation","python_gc/generation_0",6034936400452.017578,2.801234
"user_annotation","python_gc/generation_0",6034936411233.037109,0.100517
"user_annotation","python_gc/generation_0",6034936422450.365234,0.154920
"user_annotation","python_gc/generation_0",6034936426083.071289,0.088084
"user_annotation","layer_2/forward/attention",6034936432038.535156,14.687201
"user_annotation","layer_2/forward/mlp",6034936446808.189453,55.940150
"user_annotation","python_gc/generation_0",6034936471715.578125,0.201906
"user_annotation","python_gc/generation_0",6034936477888.277344,0.089310
"user_annotation","python_gc/generation_0",6034936492167.905273,0.102842
"user_annotation","python_gc/generation_0",6034936495627.321289,0.088639
"user_annotation","layer_2/recompute/attention",6034936594439.611328,23.960718
"user_annotation","layer_2/recompute/mlp",6034936618510.934570,36.292289
"user_annotation","python_gc/generation_0",6034936628125.358398,0.128876
"user_annotation","python_gc/generation_0",6034936635112.785156,0.104650
"user_annotation","python_gc/generation_1",6034936644777.448242,1.624406
"user_annotation","python_gc/generation_0",6034936649982.615234,0.098699
"user_annotation","layer_1/recompute/attention",6034936681990.756836,4.982523
"user_annotation","layer_1/recompute/mlp",6034936687065.718750,72.648868
"user_annotation","python_gc/generation_0",6034936738337.855469,0.116567
"user_annotation","python_gc/generation_0",6034936744562.934570,0.107450
"user_annotation","python_gc/generation_0",6034936752422.976562,0.091638
"user_annotation","python_gc/generation_0",6034936755655.065430,0.098280
"user_annotation","layer_0/recompute/attention",6034936779898.953125,47.018241
"user_annotation","layer_0/recompute/mlp",6034936827027.951172,1.289032
