"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,788.975647,472.082745
"cuda_runtime","cudaEventSynchronize",4,102.070576,46.995988
"user_annotation","python_gc/generation_0",15,4.373612,2.801234
"user_annotation","python_gc/generation_1",1,1.624406,1.624406
