"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,1889.070950,1550.366219
"cuda_runtime","cudaEventSynchronize",4,111.581634,51.769868
"user_annotation","python_gc/generation_0",15,2.329923,0.908182
"user_annotation","python_gc/generation_1",1,1.478714,1.478714
