"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",95,870.414733,629.035238
"cuda_runtime","cudaEventSynchronize",4,94.678380,37.909383
"user_annotation","python_gc/generation_0",15,2.385932,0.955041
"user_annotation","python_gc/generation_1",1,1.264209,1.264209
