"category","name","calls","sum_ms","max_ms"
"user_annotation","python_gc/generation_2",1,591.109435,591.109435
"cuda_runtime","cudaStreamSynchronize",95,408.331164,126.164129
"cuda_runtime","cudaEventSynchronize",4,102.351139,43.655459
"user_annotation","python_gc/generation_0",14,2.992446,1.711587
"user_annotation","python_gc/generation_1",1,0.986771,0.986771
