"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6033240317650.067383,24.926983
"user_annotation","layer_0/forward/mlp",6033240342659.899414,1.507564
"user_annotation","layer_1/forward/attention",6033240344477.057617,4.166275
"user_annotation","layer_1/forward/mlp",6033240348717.790039,69.084912
"user_annotation","python_gc/generation_0",6033240385920.963867,1.711587
"user_annotation","python_gc/generation_0",6033240396691.090820,0.087880
"user_annotation","python_gc/generation_0",6033240407582.436523,0.083755
"user_annotation","python_gc/generation_1",6033240411120.872070,0.986771
"user_annotation","layer_2/forward/attention",6033240418094.111328,18.710664
"user_annotation","layer_2/forward/mlp",6033240436880.378906,652.268678
"user_annotation","python_gc/generation_2",6033240462442.420898,591.109435
"user_annotation","python_gc/generation_0",6033241061349.064453,0.098983
"user_annotation","python_gc/generation_0",6033241076837.345703,0.087456
"user_annotation","python_gc/generation_0",6033241080471.651367,0.081604
"user_annotation","layer_2/recompute/attention",6033241178237.615234,24.080107
"user_annotation","layer_2/recompute/mlp",6033241202419.818359,34.028244
"user_annotation","python_gc/generation_0",6033241212439.767578,0.146880
"user_annotation","python_gc/generation_0",6033241219382.122070,0.116365
"user_annotation","python_gc/generation_0",6033241228209.523438,0.087155
"user_annotation","python_gc/generation_0",6033241231518.408203,0.102516
"user_annotation","layer_1/recompute/attention",6033241263281.111328,4.788176
"user_annotation","layer_1/recompute/mlp",6033241268161.023438,70.462394
"user_annotation","python_gc/generation_0",6033241316779.122070,0.110557
"user_annotation","python_gc/generation_0",6033241323077.271484,0.097866
"user_annotation","python_gc/generation_0",6033241330882.082031,0.085731
"user_annotation","python_gc/generation_0",6033241334178.817383,0.094111
"user_annotation","layer_0/recompute/attention",6033241358943.478516,43.198383
"user_annotation","layer_0/recompute/mlp",6033241402233.539062,1.155958
