"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",95,1086.121678,627.323990
"cuda_runtime","cudaEventSynchronize",4,80.441176,32.989859
"user_annotation","python_gc/generation_0",15,2.291764,0.907041
"user_annotation","python_gc/generation_1",1,1.173268,1.173268
