"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",95,990.134650,632.730436
"cuda_runtime","cudaEventSynchronize",4,98.579105,40.680736
"user_annotation","python_gc/generation_0",14,2.186951,0.889013
"user_annotation","python_gc/generation_1",2,1.401159,1.146023
