"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",95,962.223204,626.384937
"cuda_runtime","cudaEventSynchronize",4,97.678656,40.351470
"user_annotation","python_gc/generation_0",14,2.456872,1.102741
"user_annotation","python_gc/generation_1",2,1.355976,1.127164
