"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",56,1770.560173,496.864904
"cuda_runtime","cudaEventSynchronize",4,1206.321127,393.990850
"user_annotation","python_gc/generation_0",3,0.984870,0.704243
