"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6065071931242.763672,223.984305
"user_annotation","layer_0/forward/mlp",6065072155320.791016,1.643888
"user_annotation","layer_1/forward/attention",6065072158654.095703,73.031576
"user_annotation","layer_1/forward/mlp",6065072231763.852539,1.436349
"user_annotation","layer_2/forward/attention",6065072234721.006836,90.105097
"user_annotation","layer_2/forward/mlp",6065072324907.990234,1.353902
"user_annotation","layer_3/forward/attention",6065072333036.704102,5.083943
"user_annotation","layer_3/forward/mlp",6065072338202.774414,128.084347
"user_annotation","layer_4/forward/attention",6065072477490.648438,5.080791
"user_annotation","layer_4/forward/mlp",6065072482652.350586,71.400258
"user_annotation","layer_5/forward/attention",6065072561953.397461,5.130132
"user_annotation","layer_5/forward/mlp",6065072567163.541016,69.732663
"user_annotation","layer_6/forward/attention",6065072645046.242188,45.866985
"user_annotation","layer_6/forward/mlp",6065072690992.441406,67.534850
"user_annotation","layer_7/forward/attention",6065072766471.651367,5.457353
"user_annotation","layer_7/forward/mlp",6065072772005.681641,69.788831
"user_annotation","layer_8/forward/attention",6065072849714.734375,5.219430
"user_annotation","layer_8/forward/mlp",6065072855011.917969,68.187657
"user_annotation","layer_9/forward/attention",6065072931125.989258,5.253711
"user_annotation","layer_9/forward/mlp",6065072936459.018555,71.433127
"user_annotation","layer_10/forward/attention",6065073015724.436523,49.065970
"user_annotation","layer_10/forward/mlp",6065073064870.055664,67.128339
"user_annotation","layer_11/forward/attention",6065073139766.751953,5.782328
"user_annotation","layer_11/forward/mlp",6065073145631.130859,72.661737
"user_annotation","layer_12/forward/attention",6065073226388.725586,5.274340
"user_annotation","layer_12/forward/mlp",6065073231742.029297,68.155591
"user_annotation","layer_13/forward/attention",6065073307868.519531,5.252713
"user_annotation","layer_13/forward/mlp",6065073313200.352539,70.552305
"user_annotation","layer_14/forward/attention",6065073391641.675781,45.676552
"user_annotation","layer_14/forward/mlp",6065073437394.364258,63.419365
"user_annotation","layer_15/forward/attention",6065073508632.126953,5.162061
"user_annotation","layer_15/forward/mlp",6065073513872.791016,70.323978
"user_annotation","layer_16/forward/attention",6065073592111.493164,5.130523
"user_annotation","layer_16/forward/mlp",6065073597320.108398,69.281985
"user_annotation","layer_17/forward/attention",6065073674504.488281,5.218738
"user_annotation","layer_17/forward/mlp",6065073679803.333984,67.480653
"user_annotation","layer_18/forward/attention",6065073755183.917969,45.251404
"user_annotation","layer_18/forward/mlp",6065073800526.445312,66.225927
"user_annotation","layer_19/forward/attention",6065073874584.118164,5.222436
"user_annotation","layer_19/forward/mlp",6065073879888.538086,69.719193
"user_annotation","layer_20/forward/attention",6065073957409.286133,5.096262
"user_annotation","layer_20/forward/mlp",6065073962583.492188,67.570232
"user_annotation","layer_21/forward/attention",6065074038899.031250,5.180809
"user_annotation","layer_21/forward/mlp",6065074044161.075195,67.484274
"user_annotation","layer_22/forward/attention",6065074119490.640625,45.537440
"user_annotation","layer_22/forward/mlp",6065074165107.325195,64.786981
"user_annotation","layer_23/forward/attention",6065074237823.896484,5.074999
"user_annotation","layer_23/forward/mlp",6065074242979.094727,68.405946
"user_annotation","layer_24/forward/attention",6065074319362.107422,5.445589
"user_annotation","layer_24/forward/mlp",6065074324887.646484,70.619313
"user_annotation","layer_25/forward/attention",6065074403463.259766,5.456566
"user_annotation","layer_25/forward/mlp",6065074408997.423828,66.802659
"user_annotation","layer_26/forward/attention",6065074483692.503906,45.972628
"user_annotation","layer_26/forward/mlp",6065074529746.683594,63.397192
"user_annotation","layer_27/forward/attention",6065074600984.952148,5.396164
"user_annotation","layer_27/forward/mlp",6065074606462.125977,69.788059
"user_annotation","layer_28/forward/attention",6065074683990.084961,5.407556
"user_annotation","layer_28/forward/mlp",6065074689489.782227,73.337621
"user_annotation","layer_29/forward/attention",6065074770576.879883,5.875210
"user_annotation","layer_29/forward/mlp",6065074776541.887695,73.436386
"user_annotation","layer_30/forward/attention",6065074857770.625977,47.457543
"user_annotation","layer_30/forward/mlp",6065074905310.917969,65.284517
"user_annotation","layer_31/forward/attention",6065074978649.369141,5.451952
"user_annotation","layer_31/forward/mlp",6065074984180.871094,68.130970
"user_annotation","layer_32/forward/attention",6065075060067.170898,5.197771
"user_annotation","layer_32/forward/mlp",6065075065341.978516,67.484361
"user_annotation","layer_33/forward/attention",6065075140511.918945,5.280155
"user_annotation","layer_33/forward/mlp",6065075145871.331055,66.825873
"user_annotation","layer_34/forward/attention",6065075220536.849609,45.782942
"user_annotation","layer_34/forward/mlp",6065075266396.833008,64.404185
"user_annotation","layer_35/forward/attention",6065075338799.496094,5.310609
"user_annotation","layer_35/forward/mlp",6065075344189.869141,71.492657
"user_annotation","layer_36/forward/attention",6065075423642.701172,5.302491
"user_annotation","layer_36/forward/mlp",6065075429023.039062,65.236190
"user_annotation","layer_37/forward/attention",6065075502009.956055,5.601831
"user_annotation","layer_37/forward/mlp",6065075507690.101562,66.877434
"user_annotation","layer_38/forward/attention",6065075583336.840820,56.012777
"user_annotation","layer_38/forward/mlp",6065075639428.480469,64.804575
"user_annotation","layer_39/forward/attention",6065075712336.560547,5.488410
"user_annotation","layer_39/forward/mlp",6065075717906.007812,72.502561
"user_annotation","layer_40/forward/attention",6065075798181.208984,5.361428
"user_annotation","layer_40/forward/mlp",6065075803623.182617,70.562586
"user_annotation","layer_41/forward/attention",6065075882048.003906,5.461674
"user_annotation","layer_41/forward/mlp",6065075887587.061523,65.801945
"user_annotation","layer_42/forward/attention",6065075961501.368164,44.580509
"user_annotation","layer_42/forward/mlp",6065076006166.350586,64.917200
"user_annotation","layer_43/forward/attention",6065076079045.243164,5.404464
"user_annotation","layer_43/forward/mlp",6065076084538.548828,68.525820
"user_annotation","layer_44/forward/attention",6065076160875.208984,5.325472
"user_annotation","layer_44/forward/mlp",6065076166280.917969,69.636098
"user_annotation","layer_45/forward/attention",6065076243745.807617,6.052134
"user_annotation","layer_45/forward/mlp",6065076249876.531250,63.527493
"user_annotation","layer_46/forward/attention",6065076321238.052734,46.113048
"user_annotation","layer_46/forward/mlp",6065076367431.998047,63.227420
"user_annotation","layer_47/forward/attention",6065076438623.216797,5.466512
"user_annotation","layer_47/forward/mlp",6065076444171.250977,68.231832
"user_annotation","layer_48/forward/attention",6065076520236.386719,5.686047
"user_annotation","layer_48/forward/mlp",6065076526006.191406,67.530250
"user_annotation","layer_49/forward/attention",6065076601366.669922,5.507240
"user_annotation","layer_49/forward/mlp",6065076606954.975586,64.764040
"user_annotation","layer_50/forward/attention",6065076679563.862305,46.612436
"user_annotation","layer_50/forward/mlp",6065076726253.144531,64.907693
"user_annotation","layer_51/forward/attention",6065076799154.724609,5.430026
"user_annotation","layer_51/forward/mlp",6065076804661.946289,74.052009
"user_annotation","layer_52/forward/attention",6065076886794.073242,5.520354
