"scope","id","ts_us","dur_us","name","track_id"
"layer_0/forward/attention",347,6035294948281.081055,245.218000,"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 8192u, 1u, 1u, 4u, 16u, transformer_engine::normalization::Kernel_traits_base<8192u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",4
"layer_0/forward/attention",352,6035294948646.396484,209.410000,"nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT",4
"layer_0/forward/attention",361,6035294948888.253906,12.865000,"nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT",4
"layer_0/forward/attention",363,6035294948907.775391,20.096000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",368,6035294948948.063477,33.953000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
"layer_0/forward/attention",372,6035294949033.887695,77.537000,"nvjet_sm103_tst_144x128_64x8_2x2f_2cta_h_bz_TNN",4
"layer_0/forward/attention",380,6035294949179.840820,8.481000,"nvjet_sm103_tst_144x64_64x12_1x2_2cta_h_bz_TNN",4
"layer_0/forward/attention",383,6035294949205.185547,6.368000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",388,6035294949227.458008,7.232000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
"layer_0/forward/attention",404,6035294949423.139648,24.352000,"void transformer_engine::normalization::rmsnorm_fwd_tuned_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 2048u, 1u, 4u, 1u, 16u, transformer_engine::normalization::Kernel_traits_base<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",4
