"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6035294952140.195312,28.673538
"user_annotation","layer_0/forward/mlp",6035294980905.560547,1.696666
"user_annotation","layer_1/forward/attention",6035294982911.863281,4.178013
"user_annotation","layer_1/forward/mlp",6035294987165.683594,43.008233
"user_annotation","layer_2/forward/attention",6035295030476.893555,24.803350
"user_annotation","layer_2/forward/mlp",6035295055352.883789,31.434437
"user_annotation","layer_2/recompute/attention",6035295182391.175781,29.673621
"user_annotation","layer_2/recompute/mlp",6035295212193.547852,14.482391
"user_annotation","python_gc/generation_0",6035295212652.924805,1.099394
"user_annotation","layer_1/recompute/attention",6035295237422.995117,4.799320
"user_annotation","layer_1/recompute/mlp",6035295242312.500000,67.902835
"user_annotation","layer_0/recompute/attention",6035295319539.522461,72.649401
"user_annotation","layer_0/recompute/mlp",6035295392278.559570,1.204253
