"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,280.784068,89.593892
"cuda_runtime","cudaEventSynchronize",4,106.216251,45.869652
"user_annotation","python_gc/generation_0",2,1.226910,1.075038
