"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,389.033589,112.971150
"cuda_runtime","cudaEventSynchronize",4,101.817163,43.535515
"user_annotation","python_gc/generation_0",2,1.118326,0.932619
