"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,604.426463,309.619622
"cuda_runtime","cudaEventSynchronize",4,106.573958,46.103152
"user_annotation","python_gc/generation_0",2,1.062526,0.903177
