"scope","id","ts_us","dur_us","name","track_id"
"layer_0/forward/attention",347,6052770236817.890625,246.210000,"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 8192u, 1u, 1u, 4u, 16u, transformer_engine::normalization::Kernel_traits_base<8192u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",4
"layer_0/forward/attention",352,6052770237162.022461,208.610000,"nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT",4
"layer_0/forward/attention",359,6052770237367.528320,36.576000,"nvjet_sm103_tst_32x128_64x12_1x4_2cta_h_bz_TNN",6
"layer_0/forward/attention",361,6052770237402.697266,13.504000,"nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT",4
"layer_0/forward/attention",363,6052770237417.161133,20.064000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",368,6052770237458.600586,34.177000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
"layer_0/forward/attention",372,6052770237553.417969,76.833000,"nvjet_sm103_tst_144x128_64x8_2x2f_2cta_h_bz_TNN",4
"layer_0/forward/attention",376,6052770237633.739258,31.520000,"nvjet_sm103_tst_32x128_64x12_1x4_2cta_h_bz_TNN",4
"layer_0/forward/attention",380,6052770237699.883789,8.543000,"nvjet_sm103_tst_144x64_64x12_1x2_2cta_h_bz_TNN",4
"layer_0/forward/attention",383,6052770237724.459961,6.240000,"void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",4
"layer_0/forward/attention",388,6052770237746.284180,7.360000,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",4
