"category","name","calls","sum_ms","max_ms"
"cuda_runtime","cudaStreamSynchronize",91,411.489519,121.744860
"cuda_runtime","cudaEventSynchronize",4,103.575430,44.591204
"user_annotation","python_gc/generation_0",2,0.961859,0.810721
