"category","name","ts_us","ms"
"user_annotation","layer_0/forward/attention",6061442530305.262695,1193.379814
"user_annotation","layer_0/forward/mlp",6061443723787.223633,1.694980
"user_annotation","layer_1/forward/attention",6061443727251.798828,38.152194
"user_annotation","layer_1/forward/mlp",6061443765491.488281,1.314776
"user_annotation","layer_2/forward/attention",6061443773861.483398,40.620258
"user_annotation","layer_2/forward/mlp",6061443814558.261719,1.321409
"user_annotation","layer_3/forward/attention",6061443822361.045898,4.924942
"user_annotation","layer_3/forward/mlp",6061443827368.833008,62.924461
"user_annotation","layer_4/forward/attention",6061443898474.724609,4.928386
"user_annotation","layer_4/forward/mlp",6061443903491.580078,50.683700
"user_annotation","layer_5/forward/attention",6061443962057.351562,4.855818
"user_annotation","layer_5/forward/mlp",6061443966992.578125,36.948390
"user_annotation","layer_6/forward/attention",6061444011726.314453,19.821728
"user_annotation","layer_6/forward/mlp",6061444031623.744141,41.809185
"user_annotation","layer_7/forward/attention",6061444081212.002930,4.908571
"user_annotation","layer_7/forward/mlp",6061444086196.744141,33.577082
"user_annotation","layer_8/forward/attention",6061444127342.056641,4.977900
"user_annotation","layer_8/forward/mlp",6061444132398.239258,34.894435
"user_annotation","layer_9/forward/attention",6061444175095.340820,6.810246
"user_annotation","layer_9/forward/mlp",6061444181983.918945,31.951236
"user_annotation","layer_10/forward/attention",6061444221696.975586,18.638067
"user_annotation","layer_10/forward/mlp",6061444240408.128906,42.847411
"user_annotation","layer_11/forward/attention",6061444290987.789062,4.952930
"user_annotation","layer_11/forward/mlp",6061444296015.473633,34.527290
"user_annotation","layer_12/forward/attention",6061444338182.301758,4.890079
"user_annotation","layer_12/forward/mlp",6061444343147.421875,32.582535
"user_annotation","layer_13/forward/attention",6061444383785.295898,5.040609
"user_annotation","layer_13/forward/mlp",6061444388902.205078,33.055388
"user_annotation","layer_14/forward/attention",6061444429655.452148,18.224259
"user_annotation","layer_14/forward/mlp",6061444447955.107422,41.134475
"user_annotation","layer_15/forward/attention",6061444496875.519531,4.894645
"user_annotation","layer_15/forward/mlp",6061444501847.191406,32.029407
"user_annotation","layer_16/forward/attention",6061444541498.786133,4.981040
"user_annotation","layer_16/forward/mlp",6061444546558.155273,33.884753
"user_annotation","layer_17/forward/attention",6061444588206.660156,4.943727
"user_annotation","layer_17/forward/mlp",6061444593227.842773,32.606543
"user_annotation","layer_18/forward/attention",6061444633461.371094,20.874745
"user_annotation","layer_18/forward/mlp",6061444654414.440430,41.339423
"user_annotation","layer_19/forward/attention",6061444703543.181641,5.006390
"user_annotation","layer_19/forward/mlp",6061444708634.133789,35.604003
"user_annotation","layer_20/forward/attention",6061444752047.820312,4.880435
"user_annotation","layer_20/forward/mlp",6061444757005.206055,36.134895
"user_annotation","layer_21/forward/attention",6061444800981.302734,4.875137
"user_annotation","layer_21/forward/mlp",6061444805932.977539,33.452398
"user_annotation","layer_22/forward/attention",6061444847011.056641,26.316837
"user_annotation","layer_22/forward/mlp",6061444873405.178711,40.914464
"user_annotation","layer_23/forward/attention",6061444922144.927734,5.138166
"user_annotation","layer_23/forward/mlp",6061444927378.917969,58.717616
"user_annotation","layer_24/forward/attention",6061444994964.375000,5.353775
"user_annotation","layer_24/forward/mlp",6061445000398.251953,50.970975
"user_annotation","layer_25/forward/attention",6061445059118.544922,5.420312
"user_annotation","layer_25/forward/mlp",6061445064618.712891,33.864164
"user_annotation","layer_26/forward/attention",6061445106375.716797,18.414159
"user_annotation","layer_26/forward/mlp",6061445124869.172852,40.715552
"user_annotation","layer_27/forward/attention",6061445173894.215820,6.113401
"user_annotation","layer_27/forward/mlp",6061445180091.445312,30.871647
"user_annotation","layer_28/forward/attention",6061445218696.695312,5.308984
"user_annotation","layer_28/forward/mlp",6061445224083.671875,33.802871
"user_annotation","layer_29/forward/attention",6061445265798.244141,5.623007
"user_annotation","layer_29/forward/mlp",6061445271509.602539,31.445242
"user_annotation","layer_30/forward/attention",6061445310779.142578,19.781255
"user_annotation","layer_30/forward/mlp",6061445330639.280273,37.834647
"user_annotation","layer_31/forward/attention",6061445376859.589844,5.560049
"user_annotation","layer_31/forward/mlp",6061445382506.261719,34.739065
"user_annotation","layer_32/forward/attention",6061445425166.148438,5.163646
"user_annotation","layer_32/forward/mlp",6061445430407.046875,33.420355
"user_annotation","layer_33/forward/attention",6061445471828.929688,5.184620
"user_annotation","layer_33/forward/mlp",6061445477091.545898,32.645468
"user_annotation","layer_34/forward/attention",6061445517503.992188,18.125031
"user_annotation","layer_34/forward/mlp",6061445535706.701172,40.308032
"user_annotation","layer_35/forward/attention",6061445583839.143555,5.255566
"user_annotation","layer_35/forward/mlp",6061445589170.664062,32.978041
"user_annotation","layer_36/forward/attention",6061445629790.571289,5.357807
"user_annotation","layer_36/forward/mlp",6061445635226.364258,31.487676
"user_annotation","layer_37/forward/attention",6061445674453.996094,5.305248
"user_annotation","layer_37/forward/mlp",6061445679837.136719,31.251260
"user_annotation","layer_38/forward/attention",6061445718905.710938,17.780841
"user_annotation","layer_38/forward/mlp",6061445736761.061523,40.536821
"user_annotation","layer_39/forward/attention",6061445784999.541992,5.186778
"user_annotation","layer_39/forward/mlp",6061445790264.898438,32.309720
"user_annotation","layer_40/forward/attention",6061445831997.667969,5.864822
"user_annotation","layer_40/forward/mlp",6061445837940.383789,30.433578
"user_annotation","layer_41/forward/attention",6061445876263.791992,5.212640
"user_annotation","layer_41/forward/mlp",6061445881552.577148,32.740659
"user_annotation","layer_42/forward/attention",6061445922123.405273,22.709040
"user_annotation","layer_42/forward/mlp",6061445944906.397461,40.383578
"user_annotation","layer_43/forward/attention",6061445993171.668945,5.237783
"user_annotation","layer_43/forward/mlp",6061445998496.976562,32.729487
"user_annotation","layer_44/forward/attention",6061446038924.049805,7.006091
"user_annotation","layer_44/forward/mlp",6061446046005.484375,31.839571
"user_annotation","layer_45/forward/attention",6061446085625.755859,5.194656
"user_annotation","layer_45/forward/mlp",6061446090898.464844,33.021949
"user_annotation","layer_46/forward/attention",6061446131556.164062,17.477189
"user_annotation","layer_46/forward/mlp",6061446149110.514648,39.980822
"user_annotation","layer_47/forward/attention",6061446196941.637695,5.184683
"user_annotation","layer_47/forward/mlp",6061446202204.753906,30.967925
"user_annotation","layer_48/forward/attention",6061446240871.805664,5.215668
"user_annotation","layer_48/forward/mlp",6061446246165.752930,30.571617
"user_annotation","layer_49/forward/attention",6061446284393.590820,5.180349
"user_annotation","layer_49/forward/mlp",6061446289651.462891,35.702185
"user_annotation","layer_50/forward/attention",6061446333255.489258,16.879520
"user_annotation","layer_50/forward/mlp",6061446350213.056641,40.669390
"user_annotation","layer_51/forward/attention",6061446398713.375977,5.199599
"user_annotation","layer_51/forward/mlp",6061446403990.995117,30.677021
"user_annotation","layer_52/forward/attention",6061446442316.213867,5.206886
"user_annotation","layer_52/forward/mlp",6061446447601.945312,32.072813
"user_annotation","layer_53/forward/attention",6061446487603.566406,5.292594
"user_annotation","layer_53/forward/mlp",6061446492976.493164,32.847490
"user_annotation","layer_54/forward/attention",6061446533612.660156,17.492868
"user_annotation","layer_54/forward/mlp",6061446551179.257812,39.725401
"user_annotation","layer_55/forward/attention",6061446598514.628906,5.161516
"user_annotation","layer_55/forward/mlp",6061446603754.028320,32.984114
