"id","ts","dur","kind","gemm","pg","collective","marker"
15,6061443617153625,6177,"comm",0,"default_pg","broadcast",""
25,6061443617352698,13204413999,"marker",0,"","","ProfilerStep#0"
26,6061443617352699,2976,"compute",0,"","",""
31,6061443617408379,3392,"memory",0,"","",""
45,6061443617553820,15968,"comm",0,"default_pg","broadcast",""
54,6061443617679005,1920,"compute",0,"","",""
59,6061443617699709,3168,"memory",0,"","",""
65,6061443617754045,1920,"compute",0,"","",""
72,6061443617841758,13792,"memory",0,"","",""
83,6061443618037343,3456,"memory",0,"","",""
92,6061443633592476,22656,"memory",0,"","",""
106,6061443633841309,21728,"memory",0,"","",""
117,6061443639221565,21664,"memory",0,"","",""
131,6061443645401090,6432,"memory",0,"","",""
145,6061443645459074,1728,"memory",0,"","",""
157,6061443645495043,1664,"memory",0,"","",""
169,6061443647004139,897,"memory",0,"","",""
175,6061443647083340,1888,"compute",0,"","",""
182,6061443647140972,1568,"compute",0,"","",""
186,6061443647174893,1728,"compute",0,"","",""
192,6061443647217133,1248,"compute",0,"","",""
202,6061443647271405,2144,"compute",0,"","",""
207,6061443647293549,1632,"compute",0,"","",""
212,6061443647307022,2143,"compute",0,"","",""
219,6061443647334573,3777,"memory",0,"","",""
222,6061443647378574,1920,"compute",0,"","",""
226,6061443647409742,2688,"compute",0,"","",""
231,6061443647421550,3712,"memory",0,"","",""
234,6061443647452846,15936,"compute",0,"","",""
245,6061443647520367,5504,"compute",0,"","",""
251,6061443647554863,2368,"compute",0,"","",""
256,6061443647618127,1952,"compute",0,"","",""
268,6061443647649776,7040,"compute",0,"","",""
272,6061443647664304,2015,"compute",0,"","",""
283,6061443647686287,7425,"compute",0,"","",""
288,6061443647699120,1984,"compute",0,"","",""
298,6061443647720240,6752,"compute",0,"","",""
303,6061443647737264,1600,"compute",0,"","",""
313,6061443647763824,9024,"compute",0,"","",""
319,6061443647991793,1280,"compute",0,"","",""
337,6061443648754869,4118661770,"marker",0,"","","CustomFSDP.forward"
338,6061443648754870,78529,"compute",0,"","",""
492,6061443650042398,40495601,"comm",0,"DATA_PARALLEL_GROUP_WITH_CP","allgather_into_tensor_coalesced",""
1142,6061443690543119,249186,"compute",0,"","",""
1144,6061443690781585,1447656,"comm",0,"DATA_PARALLEL_GROUP_WITH_CP","allgather_into_tensor_coalesced",""
1145,6061443690792497,273473,"compute",1,"","",""
1146,6061443691063282,53376,"compute",1,"","",""
1147,6061443691114994,17345,"compute",1,"","",""
1148,6061443691133939,32736,"compute",0,"","",""
1149,6061443691169331,44736,"compute",0,"","",""
1150,6061443691214643,114017,"compute",1,"","",""
1151,6061443691322772,59424,"compute",1,"","",""
1152,6061443691378388,15808,"compute",1,"","",""
1153,6061443691396692,15200,"compute",0,"","",""
1154,6061443691414708,13376,"compute",0,"","",""
1155,6061443691430772,40896,"compute",0,"","",""
1156,6061443691474485,30688,"compute",0,"","",""
1157,6061443691506837,8992,"compute",0,"","",""
1158,6061443691516181,679652,"compute",1,"","",""
1159,6061443692192825,17088,"compute",1,"","",""
1160,6061443692208185,91329,"compute",1,"","",""
1161,6061443692301562,166432,"compute",0,"","",""
1162,6061443692469594,239842,"compute",0,"","",""
1163,6061443692709724,225569,"compute",1,"","",""
1164,6061443692937245,1267368,"compute",0,"","",""
1165,6061443694206917,1600,"compute",0,"","",""
1166,6061443694210693,1952,"compute",0,"","",""
1167,6061443694215077,2240,"compute",0,"","",""
1168,6061443694219173,2720,"compute",0,"","",""
1169,6061443694223301,1664,"compute",0,"","",""
1170,6061443694227397,1632,"compute",0,"","",""
1171,6061443694231173,2304,"compute",0,"","",""
1172,6061443694235301,1504,"memory",0,"","",""
1173,6061443694239365,2208,"compute",0,"","",""
1174,6061443694243461,1536,"compute",0,"","",""
1175,6061443694247845,1920,"compute",0,"","",""
1176,6061443694251941,6304,"compute",0,"","",""
1177,6061443694260485,1952,"compute",0,"","",""
1178,6061443694264261,3072,"compute",0,"","",""
1179,6061443694270085,3168,"compute",0,"","",""
1180,6061443694274181,2848,"compute",0,"","",""
1181,6061443694278278,1503,"compute",0,"","",""
1182,6061443694282373,1536,"compute",0,"","",""
1183,6061443694286758,1888,"compute",0,"","",""
1184,6061443694290853,1953,"compute",0,"","",""
1185,6061443694294981,1856,"compute",0,"","",""
1186,6061443694299077,1889,"compute",0,"","",""
1187,6061443694302854,1503,"compute",0,"","",""
1188,6061443694306949,1505,"compute",0,"","",""
1189,6061443694311046,1695,"compute",0,"","",""
1190,6061443694315142,1600,"compute",0,"","",""
1191,6061443694319526,10111,"compute",0,"","",""
1192,6061443694331814,344290,"compute",0,"","",""
1193,6061443694679304,3552,"compute",0,"","",""
1194,6061443694685128,2208,"compute",0,"","",""
1195,6061443694688904,2112,"compute",0,"","",""
1196,6061443694693000,2944,"compute",0,"","",""
1197,6061443694697096,2112,"compute",0,"","",""
1198,6061443694701192,2112,"compute",0,"","",""
1199,6061443694705608,171329,"compute",0,"","",""
1200,6061443694880201,82017,"compute",0,"","",""
1201,6061443694964201,338754,"compute",0,"","",""
1202,6061443695306123,171809,"compute",0,"","",""
1203,6061443695479757,62400,"compute",0,"","",""
1204,6061443695543309,40256,"compute",0,"","",""
1205,6061443695586285,1568,"compute",0,"","",""
1206,6061443695590029,1984,"compute",0,"","",""
1207,6061443695594445,1984,"compute",0,"","",""
1208,6061443695598509,2528,"compute",0,"","",""
1209,6061443695602637,1664,"compute",0,"","",""
1210,6061443695606733,1632,"compute",0,"","",""
1211,6061443695610509,2304,"compute",0,"","",""
1212,6061443695614605,1536,"memory",0,"","",""
1213,6061443695618701,2240,"compute",0,"","",""
1214,6061443695622797,1504,"compute",0,"","",""
1215,6061443695627213,1888,"compute",0,"","",""
1216,6061443695631278,6048,"compute",0,"","",""
1217,6061443695639886,1920,"compute",0,"","",""
1218,6061443695643566,3103,"compute",0,"","",""
1219,6061443695649421,3168,"compute",0,"","",""
1220,6061443695653518,2848,"compute",0,"","",""
1221,6061443695657614,1535,"compute",0,"","",""
1222,6061443695661709,1537,"compute",0,"","",""
1223,6061443695666094,1888,"compute",0,"","",""
1224,6061443695670189,1953,"compute",0,"","",""
1225,6061443695674317,1857,"compute",0,"","",""
1226,6061443695678382,1952,"compute",0,"","",""
1227,6061443695682190,1504,"compute",0,"","",""
1228,6061443695686286,1536,"compute",0,"","",""
1229,6061443695690382,1696,"compute",0,"","",""
1230,6061443695694478,1600,"compute",0,"","",""
1231,6061443695698862,10112,"compute",0,"","",""
1232,6061443695711150,7808,"compute",0,"","",""
1233,6061443695721390,3040,"compute",0,"","",""
1234,6061443695727566,2176,"compute",0,"","",""
1235,6061443695731342,2080,"compute",0,"","",""
1236,6061443695735438,2944,"compute",0,"","",""
1237,6061443695739534,2080,"compute",0,"","",""
1238,6061443695743630,2016,"compute",0,"","",""
1239,6061443695748014,2080,"compute",0,"","",""
1240,6061443695752110,2944,"compute",0,"","",""
1241,6061443695756366,7648,"compute",0,"","",""
1242,6061443695766446,2016,"compute",0,"","",""
1243,6061443695770254,2080,"compute",0,"","",""
1244,6061443695774350,2656,"compute",0,"","",""
1245,6061443695778446,365730,"compute",0,"","",""
1246,6061443696145392,9920,"compute",0,"","",""
1247,6061443696157617,22080,"compute",0,"","",""
1248,6061443696182160,2497,"compute",0,"","",""
1249,6061443696186321,1792,"compute",0,"","",""
1250,6061443696190385,2080,"compute",0,"","",""
1251,6061443696194193,2048,"compute",0,"","",""
1252,6061443696199825,3520,"memory",0,"","",""
1257,6061443696244625,1344,"compute",0,"","",""
1261,6061443696254097,2272,"compute",0,"","",""
1273,6061443696299665,3040,"compute",0,"","",""
1280,6061443696323634,2047,"compute",0,"","",""
1282,6061443696335154,3168,"memory",0,"","",""
1288,6061443696362130,1632,"compute",0,"","",""
1294,6061443696366418,2464,"compute",0,"","",""
1303,6061443696383154,2304,"compute",0,"","",""
1310,6061443696396914,1664,"compute",0,"","",""
1312,6061443696404914,3264,"memory",0,"","",""
1318,6061443696427346,1088,"compute",0,"","",""
1323,6061443696431602,2080,"compute",0,"","",""
1333,6061443696450226,2112,"compute",0,"","",""
1337,6061443696491026,2145,"compute",0,"","",""
1341,6061443696505363,2208,"compute",0,"","",""
1344,6061443696519443,2176,"compute",0,"","",""
1347,6061443696534003,2272,"compute",0,"","",""
1351,6061443696544243,1632,"compute",0,"","",""
1353,6061443696554451,1344,"compute",0,"","",""
1361,6061443696591475,1888,"compute",0,"","",""
1373,6061443696615155,1568,"compute",0,"","",""
1376,6061443696637875,1952,"compute",0,"","",""
1383,6061443696652755,2209,"compute",0,"","",""
1385,6061443696660787,3713,"memory",0,"","",""
1391,6061443696688052,1632,"compute",0,"","",""
1397,6061443696693076,2720,"compute",0,"","",""
1406,6061443696710868,2560,"compute",0,"","",""
1413,6061443696725556,1504,"compute",0,"","",""
1415,6061443696731924,3168,"memory",0,"","",""
1421,6061443696753748,1248,"compute",0,"","",""
1426,6061443696758196,1952,"compute",0,"","",""
1436,6061443696776276,2144,"compute",0,"","",""
1442,6061443696798356,1505,"compute",0,"","",""
1452,6061443696829621,1471,"compute",0,"","",""
1457,6061443696839765,1984,"compute",0,"","",""
1460,6061443696854485,3712,"compute",0,"","",""
1471,6061443696893013,5312,"compute",0,"","",""
1477,6061443696909493,1312,"compute",0,"","",""
1486,6061443696927157,1088,"compute",0,"","",""
1489,6061443696933429,1824,"compute",0,"","",""
1493,6061443696944085,1728,"compute",0,"","",""
1504,6061443696960917,1472,"compute",0,"","",""
1508,6061443696966389,1760,"compute",0,"","",""
1512,6061443696975061,3680,"compute",0,"","",""
1521,6061443696995734,5152,"compute",0,"","",""
1524,6061443697014229,1760,"compute",0,"","",""
1536,6061443697034998,3840,"compute",0,"","",""
1538,6061443697045590,1952,"compute",0,"","",""
1544,6061443697077494,1984,"compute",0,"","",""
1552,6061443697100246,1664,"compute",0,"","",""
1555,6061443697112790,1888,"compute",0,"","",""
1561,6061443697125046,1952,"compute",0,"","",""
1563,6061443697133687,3680,"memory",0,"","",""
1569,6061443697157558,1280,"compute",0,"","",""
1574,6061443697162070,2400,"compute",0,"","",""
1584,6061443697182135,2271,"compute",0,"","",""
1591,6061443697195319,2080,"compute",0,"","",""
1593,6061443697201559,2240,"memory",0,"","",""
1599,6061443697222519,1664,"compute",0,"","",""
1607,6061443697226647,2464,"compute",0,"","",""
