"id","ts","dur","kind","gemm","pg","collective","marker"
15,6061441986336994,1630823672,"comm",0,"default_pg","broadcast",""
81,6061443617161657,13204642418,"marker",0,"","","ProfilerStep#0"
82,6061443617161658,2848,"compute",0,"","",""
83,6061443617167643,3488,"memory",0,"","",""
95,6061443621370161,12640,"comm",0,"default_pg","broadcast",""
106,6061443621951705,1664,"compute",0,"","",""
111,6061443622144859,3136,"memory",0,"","",""
117,6061443622224284,1696,"compute",0,"","",""
124,6061443623053127,13888,"memory",0,"","",""
135,6061443624429465,3232,"memory",0,"","",""
144,6061443661532603,22848,"memory",0,"","",""
158,6061443661846239,22848,"memory",0,"","",""
169,6061443667381479,22944,"memory",0,"","",""
183,6061443673981212,6304,"memory",0,"","",""
197,6061443674101950,1760,"memory",0,"","",""
208,6061443674141758,1632,"memory",0,"","",""
221,6061443675833076,1888,"memory",0,"","",""
227,6061443675968278,1664,"compute",0,"","",""
234,6061443676088344,1536,"compute",0,"","",""
238,6061443676171577,1984,"compute",0,"","",""
244,6061443676253786,1056,"compute",0,"","",""
254,6061443676369435,2016,"compute",0,"","",""
258,6061443676458108,1440,"compute",0,"","",""
264,6061443676502429,2080,"compute",0,"","",""
271,6061443676584062,3456,"memory",0,"","",""
274,6061443676645183,1696,"compute",0,"","",""
280,6061443676720672,2240,"compute",0,"","",""
283,6061443676738048,2528,"memory",0,"","",""
286,6061443676799297,15488,"compute",0,"","",""
297,6061443676937923,5632,"compute",0,"","",""
303,6061443677039396,2528,"compute",0,"","",""
308,6061443677737677,1888,"compute",0,"","",""
320,6061443677852591,8160,"compute",0,"","",""
324,6061443677887855,1888,"compute",0,"","",""
335,6061443677926735,8000,"compute",0,"","",""
339,6061443677941904,1631,"compute",0,"","",""
350,6061443678012465,7616,"compute",0,"","",""
353,6061443678051697,1664,"compute",0,"","",""
365,6061443678118226,9216,"compute",0,"","",""
371,6061443679839432,1440,"compute",0,"","",""
389,6061443683735258,4083679416,"marker",0,"","","CustomFSDP.forward"
390,6061443683735259,79105,"compute",0,"","",""
542,6061443689401028,1152975,"comm",0,"DATA_PARALLEL_GROUP_WITH_CP","allgather_into_tensor_coalesced",""
689,6061443690595796,1630677,"comm",0,"DATA_PARALLEL_GROUP_WITH_CP","allgather_into_tensor_coalesced",""
710,6061443692096648,355652,"compute",0,"","",""
725,6061443694410053,214371,"compute",1,"","",""
729,6061443695024078,35136,"compute",1,"","",""
733,6061443695224080,13024,"compute",1,"","",""
736,6061443695313617,20609,"compute",0,"","",""
741,6061443695389842,33792,"compute",0,"","",""
745,6061443695639158,77601,"compute",1,"","",""
749,6061443695839480,32225,"compute",1,"","",""
753,6061443696019162,8609,"compute",1,"","",""
756,6061443696067611,6432,"compute",0,"","",""
761,6061443696110172,7456,"compute",0,"","",""
777,6061443696478720,25248,"compute",0,"","",""
785,6061443696620194,21825,"compute",0,"","",""
792,6061443696677475,5920,"compute",0,"","",""
797,6061443697011655,565704,"compute",1,"","",""
808,6061443698029493,15072,"compute",1,"","",""
822,6061443698358489,88993,"compute",1,"","",""
825,6061443698449818,167234,"compute",0,"","",""
840,6061443698619356,240227,"compute",0,"","",""
864,6061443698893728,226882,"compute",1,"","",""
886,6061443699122243,1267696,"compute",0,"","",""
914,6061443700392179,1440,"compute",0,"","",""
915,6061443700395411,2240,"compute",0,"","",""
916,6061443700399507,2016,"compute",0,"","",""
917,6061443700403635,2433,"compute",0,"","",""
918,6061443700407731,1312,"compute",0,"","",""
919,6061443700412116,1023,"compute",0,"","",""
920,6061443700416179,1920,"compute",0,"","",""
921,6061443700420308,1663,"memory",0,"","",""
926,6061443700456116,2240,"compute",0,"","",""
929,6061443700526101,1760,"compute",0,"","",""
933,6061443700559062,1791,"compute",0,"","",""
939,6061443701021819,6432,"compute",0,"","",""
942,6061443701066972,1792,"compute",0,"","",""
948,6061443701111644,3168,"compute",0,"","",""
954,6061443701131709,3072,"compute",0,"","",""
958,6061443701166493,2784,"compute",0,"","",""
961,6061443701193437,1505,"compute",0,"","",""
964,6061443701242942,1728,"compute",0,"","",""
967,6061443701269118,1697,"compute",0,"","",""
970,6061443701288735,1792,"compute",0,"","",""
974,6061443701301343,1696,"compute",0,"","",""
977,6061443701311775,1536,"compute",0,"","",""
979,6061443701320831,1536,"compute",0,"","",""
982,6061443701338688,1535,"compute",0,"","",""
987,6061443701376992,1696,"compute",0,"","",""
991,6061443701413984,1728,"compute",0,"","",""
997,6061443701453057,10304,"compute",0,"","",""
1009,6061443701558018,345189,"compute",0,"","",""
1039,6061443701906183,3552,"compute",0,"","",""
1040,6061443701912295,2176,"compute",0,"","",""
1041,6061443701916359,2048,"compute",0,"","",""
1042,6061443701920487,3072,"compute",0,"","",""
1043,6061443701926631,2112,"compute",0,"","",""
1044,6061443701930407,2016,"compute",0,"","",""
1045,6061443701934503,171682,"compute",0,"","",""
1047,6061443703608285,83329,"compute",0,"","",""
1051,6061443703693790,338468,"compute",0,"","",""
1077,6061443704034466,172067,"compute",0,"","",""
1103,6061443704208453,62433,"compute",0,"","",""
1109,6061443704273990,40256,"compute",0,"","",""
1115,6061443704317254,1440,"compute",0,"","",""
1116,6061443704320454,2272,"compute",0,"","",""
1118,6061443704324550,2016,"compute",0,"","",""
1120,6061443704328678,2433,"compute",0,"","",""
1121,6061443704332774,1312,"compute",0,"","",""
1123,6061443704337158,1024,"compute",0,"","",""
1126,6061443704341254,1888,"compute",0,"","",""
1127,6061443704345351,1535,"memory",0,"","",""
1128,6061443704349446,2240,"compute",0,"","",""
1130,6061443704353223,1696,"compute",0,"","",""
1132,6061443704357319,1792,"compute",0,"","",""
1133,6061443704361447,6240,"compute",0,"","",""
1138,6061443704369895,1792,"compute",0,"","",""
1140,6061443704373991,3232,"compute",0,"","",""
1141,6061443704378951,3040,"compute",0,"","",""
1145,6061443704419752,2815,"compute",0,"","",""
1148,6061443704436487,1505,"compute",0,"","",""
1151,6061443704458824,1696,"compute",0,"","",""
1155,6061443704492872,1696,"compute",0,"","",""
1157,6061443704503657,1791,"compute",0,"","",""
1160,6061443704514345,1728,"compute",0,"","",""
1164,6061443704528521,1536,"compute",0,"","",""
1167,6061443704538153,1536,"compute",0,"","",""
1169,6061443704547273,1536,"compute",0,"","",""
1174,6061443704572809,1697,"compute",0,"","",""
1178,6061443704590986,1760,"compute",0,"","",""
1184,6061443704627946,10240,"compute",0,"","",""
1196,6061443704677067,7872,"compute",0,"","",""
1199,6061443704701387,3040,"compute",0,"","",""
1202,6061443704734475,2209,"compute",0,"","",""
1208,6061443704783340,2048,"compute",0,"","",""
1212,6061443704804588,3072,"compute",0,"","",""
1214,6061443704816653,2112,"compute",0,"","",""
1221,6061443704829613,2016,"compute",0,"","",""
1223,6061443704854541,2112,"compute",0,"","",""
1235,6061443704898286,3104,"compute",0,"","",""
1237,6061443704911566,7584,"compute",0,"","",""
1241,6061443704926254,1984,"compute",0,"","",""
1243,6061443704937390,2048,"compute",0,"","",""
1246,6061443704950862,2689,"compute",0,"","",""
1251,6061443705002127,364709,"compute",0,"","",""
1275,6061443705369396,10240,"compute",0,"","",""
1278,6061443705381332,22016,"compute",0,"","",""
1282,6061443705405940,2272,"compute",0,"","",""
1284,6061443705419733,1983,"compute",0,"","",""
1287,6061443705482069,1792,"compute",0,"","",""
1291,6061443705577527,1567,"compute",0,"","",""
1296,6061443705609015,2688,"memory",0,"","",""
1301,6061443705664792,1023,"compute",0,"","",""
1303,6061443705693528,2176,"compute",0,"","",""
1317,6061443705744057,3040,"compute",0,"","",""
1324,6061443705763193,1824,"compute",0,"","",""
1326,6061443705774393,3136,"memory",0,"","",""
1332,6061443705804986,1440,"compute",0,"","",""
1336,6061443705810809,2240,"compute",0,"","",""
1347,6061443705838490,2048,"compute",0,"","",""
1353,6061443705853562,1408,"compute",0,"","",""
1356,6061443705866234,3072,"memory",0,"","",""
1362,6061443705898427,1056,"compute",0,"","",""
1367,6061443705903611,1824,"compute",0,"","",""
1377,6061443705941019,2048,"compute",0,"","",""
1381,6061443705976220,2272,"compute",0,"","",""
1385,6061443705994748,2176,"compute",0,"","",""
1389,6061443706015388,1728,"compute",0,"","",""
1391,6061443706028636,1504,"compute",0,"","",""
1395,6061443706043516,1312,"compute",0,"","",""
1397,6061443706053725,1504,"compute",0,"","",""
1405,6061443706109821,1568,"compute",0,"","",""
1417,6061443706161918,1664,"compute",0,"","",""
1420,6061443706661605,2111,"compute",0,"","",""
1424,6061443706706181,2144,"compute",0,"","",""
1429,6061443706732261,3520,"memory",0,"","",""
1434,6061443706790086,1408,"compute",0,"","",""
1438,6061443706801574,2016,"compute",0,"","",""
1450,6061443706856039,2720,"compute",0,"","",""
1457,6061443706880583,1440,"compute",0,"","",""
1459,6061443706889352,3103,"memory",0,"","",""
1465,6061443706912968,1056,"compute",0,"","",""
1466,6061443706917768,2240,"compute",0,"","",""
1480,6061443706951433,2271,"compute",0,"","",""
1486,6061443706992201,1440,"compute",0,"","",""
1496,6061443707037961,1440,"compute",0,"","",""
1499,6061443707054058,1920,"compute",0,"","",""
1504,6061443707095274,3648,"compute",0,"","",""
1515,6061443707170219,5120,"compute",0,"","",""
1521,6061443707192780,1408,"compute",0,"","",""
1527,6061443707210028,1440,"compute",0,"","",""
1533,6061443707220652,1792,"compute",0,"","",""
1536,6061443707240716,1888,"compute",0,"","",""
1546,6061443707264844,1409,"compute",0,"","",""
1552,6061443707280205,1471,"compute",0,"","",""
1556,6061443707294669,3648,"compute",0,"","",""
1565,6061443707336621,4993,"compute",0,"","",""
1568,6061443707362318,1760,"compute",0,"","",""
1579,6061443707385934,3744,"compute",0,"","",""
1582,6061443707399022,1824,"compute",0,"","",""
1588,6061443707463535,2016,"compute",0,"","",""
1595,6061443707503440,1823,"compute",0,"","",""
1598,6061443707525040,1536,"compute",0,"","",""
1605,6061443707539728,1504,"compute",0,"","",""
1607,6061443707549232,2336,"memory",0,"","",""
1610,6061443707571793,1023,"compute",0,"","",""
1619,6061443707581296,2209,"compute",0,"","",""
1628,6061443707617617,2528,"compute",0,"","",""
1635,6061443707631793,1824,"compute",0,"","",""
1637,6061443707644401,3136,"memory",0,"","",""
1643,6061443707670738,1440,"compute",0,"","",""
1649,6061443707675506,2240,"compute",0,"","",""
1658,6061443707697106,1888,"compute",0,"","",""
1664,6061443707710546,1376,"compute",0,"","",""
1667,6061443707721107,3423,"memory",0,"","",""
1673,6061443707744467,1024,"compute",0,"","",""
1680,6061443707749363,1824,"compute",0,"","",""
1688,6061443707771507,2080,"compute",0,"","",""
1692,6061443707803603,2368,"compute",0,"","",""
1696,6061443707820596,2176,"compute",0,"","",""
1700,6061443707837204,1728,"compute",0,"","",""
1703,6061443707848500,1472,"compute",0,"","",""
1706,6061443707858996,1344,"compute",0,"","",""
1708,6061443707867796,1504,"compute",0,"","",""
1716,6061443707899253,1408,"compute",0,"","",""
1728,6061443707960757,1664,"compute",0,"","",""
1732,6061443707977718,1920,"compute",0,"","",""
1738,6061443707994806,2016,"compute",0,"","",""
1740,6061443708003222,3296,"memory",0,"","",""
1746,6061443708026390,1440,"compute",0,"","",""
