"name","ts","en"
"layer_0/forward/attention",6061443690543118,6061443745132053
"layer_0/forward/mlp",6061443745138707,6061443751088505
"layer_1/forward/attention",6061443751101367,6061443791005447
"layer_1/forward/mlp",6061443791013349,6061443796986219
"layer_2/forward/attention",6061443796998729,6061443839149958
"layer_2/forward/mlp",6061443839157316,6061443845090953
"layer_3/forward/attention",6061443845104007,6061443865084768
"layer_3/forward/mlp",6061443865109406,6061443889750580
"layer_4/forward/attention",6061443897368767,6061443935644485
"layer_4/forward/mlp",6061443935664451,6061443954946104
"layer_5/forward/attention",6061443962421699,6061443986859606
"layer_5/forward/mlp",6061443986884980,6061444005389381
"layer_6/forward/attention",6061444012666862,6061444055135277
"layer_6/forward/mlp",6061444055143916,6061444071959282
"layer_7/forward/attention",6061444080131104,6061444101767875
"layer_7/forward/mlp",6061444101793506,6061444119910032
"layer_8/forward/attention",6061444127114265,6061444148788667
"layer_8/forward/mlp",6061444148819322,6061444167883565
"layer_9/forward/attention",6061444175050230,6061444196406360
"layer_9/forward/mlp",6061444196429558,6061444215457065
"layer_10/forward/attention",6061444222590546,6061444264839183
"layer_10/forward/mlp",6061444264845773,6061444281392211
"layer_11/forward/attention",6061444288627612,6061444310738594
"layer_11/forward/mlp",6061444310756000,6061444331608190
"layer_12/forward/attention",6061444338719142,6061444357134806
"layer_12/forward/mlp",6061444357161204,6061444376427049
"layer_13/forward/attention",6061444383451089,6061444404919635
"layer_13/forward/mlp",6061444404946257,6061444422216762
"layer_14/forward/attention",6061444429318338,6061444471000701
"layer_14/forward/mlp",6061444471007963,6061444487916993
"layer_15/forward/attention",6061444495033674,6061444516144426
"layer_15/forward/mlp",6061444516175624,6061444534740729
"layer_16/forward/attention",6061444541810657,6061444562625695
"layer_16/forward/mlp",6061444562646781,6061444580660074
"layer_17/forward/attention",6061444587758899,6061444608899411
"layer_17/forward/mlp",6061444608926321,6061444626296250
"layer_18/forward/attention",6061444633262370,6061444678179760
"layer_18/forward/mlp",6061444678187342,6061444695609208
"layer_19/forward/attention",6061444702685824,6061444726457359
"layer_19/forward/mlp",6061444726488782,6061444744685756
"layer_20/forward/attention",6061444751747812,6061444775106321
"layer_20/forward/mlp",6061444775126096,6061444793613536
"layer_21/forward/attention",6061444800763081,6061444822252043
"layer_21/forward/mlp",6061444822272617,6061444839633522
"layer_22/forward/attention",6061444846553914,6061444896298020
"layer_22/forward/mlp",6061444896305858,6061444923127076
"layer_23/forward/attention",6061444937213398,6061444968369106
"layer_23/forward/mlp",6061444968397552,6061444995575188
"layer_24/forward/attention",6061445012639352,6061445033678392
"layer_24/forward/mlp",6061445033693398,6061445052336551
"layer_25/forward/attention",6061445059782321,6061445080940977
"layer_25/forward/mlp",6061445080973647,6061445098950716
"layer_26/forward/attention",6061445106188454,6061445147315037
"layer_26/forward/mlp",6061445147322363,6061445164053952
"layer_27/forward/attention",6061445171292170,6061445193110478
"layer_27/forward/mlp",6061445193138764,6061445210876599
"layer_28/forward/attention",6061445218068321,6061445239974437
"layer_28/forward/mlp",6061445239994659,6061445257865808
"layer_29/forward/attention",6061445265176985,6061445285887095
"layer_29/forward/mlp",6061445285906005,6061445303461183
"layer_30/forward/attention",6061445310609128,6061445352089249
"layer_30/forward/mlp",6061445352097408,6061445369044710
"layer_31/forward/attention",6061445376332912,6061445401317479
"layer_31/forward/mlp",6061445401353925,6061445418394029
"layer_32/forward/attention",6061445425808119,6061445446992183
"layer_32/forward/mlp",6061445447008053,6061445464859394
"layer_33/forward/attention",6061445472309260,6061445492741736
"layer_33/forward/mlp",6061445492765446,6061445510343153
"layer_34/forward/attention",6061445517637786,6061445558911122
"layer_34/forward/mlp",6061445558919184,6061445575897175
"layer_35/forward/attention",6061445583283777,6061445605222983
"layer_35/forward/mlp",6061445605249509,6061445622475918
"layer_36/forward/attention",6061445629635542,6061445650212339
"layer_36/forward/mlp",6061445650238513,6061445667489946
"layer_37/forward/attention",6061445674697667,6061445694284570
"layer_37/forward/mlp",6061445694309272,6061445712316453
"layer_38/forward/attention",6061445719443246,6061445760321251
"layer_38/forward/mlp",6061445760327874,6061445777217000
"layer_39/forward/attention",6061445784256720,6061445805263023
"layer_39/forward/mlp",6061445805290189,6061445822921368
"layer_40/forward/attention",6061445830183522,6061445851318338
"layer_40/forward/mlp",6061445851342176,6061445869740496
"layer_41/forward/attention",6061445876951064,6061445897448021
"layer_41/forward/mlp",6061445897467699,6061445914941053
"layer_42/forward/attention",6061445922048293,6061445968651581
"layer_42/forward/mlp",6061445968658779,6061445985682595
"layer_43/forward/attention",6061445993092301,6061446013879403
"layer_43/forward/mlp",6061446013898249,6061446032557178
"layer_44/forward/attention",6061446039874532,6061446059885277
"layer_44/forward/mlp",6061446059908923,6061446078904206
"layer_45/forward/attention",6061446086118359,6061446107085846
"layer_45/forward/mlp",6061446107103797,6061446124542686
"layer_46/forward/attention",6061446131809928,6061446172777630
"layer_46/forward/mlp",6061446172784316,6061446191053771
"layer_47/forward/attention",6061446198354420,6061446216917701
"layer_47/forward/mlp",6061446216948099,6061446233985131
"layer_48/forward/attention",6061446241308373,6061446260859275
"layer_48/forward/mlp",6061446260879881,6061446277852657
"layer_49/forward/attention",6061446286388514,6061446306832062
"layer_49/forward/mlp",6061446306857212,6061446323996260
"layer_50/forward/attention",6061446332943159,6061446373890733
"layer_50/forward/mlp",6061446373899403,6061446390430736
"layer_51/forward/attention",6061446397644153,6061446418363382
"layer_51/forward/mlp",6061446418383796,6061446435584669
"layer_52/forward/attention",6061446442745958,6061446463898790
"layer_52/forward/mlp",6061446463932708,6061446481570191
"layer_53/forward/attention",6061446488703863,6061446509786775
"layer_53/forward/mlp",6061446509807030,6061446526820797
"layer_54/forward/attention",6061446533306242,6061446575154653
"layer_54/forward/mlp",6061446575161115,6061446592138594
"layer_55/forward/attention",6061446599404555,6061446620221001
"layer_55/forward/mlp",6061446620240392,6061446637894483
"layer_56/forward/attention",6061446645286205,6061446666045403
"layer_56/forward/mlp",6061446666063321,6061446684014886
"layer_57/forward/attention",6061446691319087,6061446712082669
"layer_57/forward/mlp",6061446712105387,6061446730155289
"layer_58/forward/attention",6061446737612355,6061446779951426
"layer_58/forward/mlp",6061446779958528,6061446795570399
"layer_59/forward/attention",6061446802928841,6061446823737031
"layer_59/forward/mlp",6061446823759621,6061446844154757
"layer_60/forward/attention",6061446851724785,6061446875917349
"layer_60/forward/mlp",6061446875938819,6061446894846455
"layer_61/forward/attention",6061446902243489,6061446921634680
"layer_61/forward/mlp",6061446921663926,6061446939773190
"layer_62/forward/attention",6061446947203920,6061446987366820
"layer_62/forward/mlp",6061446987374947,6061447003821672
"layer_63/forward/attention",6061447011375667,6061447031295629
"layer_63/forward/mlp",6061447031322411,6061447049115993
"layer_64/forward/attention",6061447056779237,6061447079563984
"layer_64/forward/mlp",6061447079589390,6061447097565437
"layer_65/forward/attention",6061447105072648,6061447125992520
"layer_65/forward/mlp",6061447126015110,6061447144005653
"layer_66/forward/attention",6061447151564288,6061447192054870
"layer_66/forward/mlp",6061447192061908,6061447207637684
"layer_67/forward/attention",6061447215249088,6061447236242113
"layer_67/forward/mlp",6061447236268191,6061447254025868
"layer_68/forward/attention",6061447261355190,6061447291017355
"layer_68/forward/mlp",6061447291046729,6061447308518549
"layer_69/forward/attention",6061447316050464,6061447338263048
"layer_69/forward/mlp",6061447338287398,6061447355265006
"layer_70/forward/attention",6061447362793081,6061447413176047
"layer_70/forward/mlp",6061447413184749,6061447429295857
"layer_71/forward/attention",6061447436804797,6061447458797605
"layer_71/forward/mlp",6061447458819875,6061447476401648
"layer_72/forward/attention",6061447483722555,6061447506649161
"layer_72/forward/mlp",6061447506673863,6061447524007603
"layer_73/forward/attention",6061447531585631,6061447552414528
"layer_73/forward/mlp",6061447552439070,6061447569792938
"layer_74/forward/attention",6061447577158933,6061447620760545
"layer_74/forward/mlp",6061447620768031,6061447637472871
"layer_75/forward/attention",6061447645026707,6061447665932244
"layer_75/forward/mlp",6061447665965107,6061447683006109
"layer_76/forward/attention",6061447690251335,6061447712838579
"layer_76/forward/mlp",6061447712861521,6061447730125468
"layer_77/forward/attention",6061447732899051,6061447747801960
"layer_77/forward/mlp",6061447747810374,6061447763085221
"layer_77/recompute/attention",6061448322495538,6061448335590019
"layer_77/recompute/mlp",6061448335598337,6061448350104571
"block_77/backward_including_recompute",6061448356890049,6061448420804613
"layer_76/recompute/attention",6061448421452647,6061448434033109
"layer_76/recompute/mlp",6061448434039954,6061448447880136
"block_76/backward_including_recompute",6061448454584782,6061448515690177
"layer_75/recompute/attention",6061448516341411,6061448528933872
"layer_75/recompute/mlp",6061448528941359,6061448542494562
"block_75/backward_including_recompute",6061448548829543,6061448610494620
"layer_74/recompute/attention",6061448611163486,6061448626699454
"layer_74/recompute/mlp",6061448626707388,6061448640526001
"block_74/backward_including_recompute",6061448647056567,6061448709133519
"layer_73/recompute/attention",6061448709765969,6061448722372767
"layer_73/recompute/mlp",6061448722380861,6061448736322291
"block_73/backward_including_recompute",6061448742746168,6061448803934474
"layer_72/recompute/attention",6061448804561004,6061448817159322
"layer_72/recompute/mlp",6061448817167320,6061448831354864
"block_72/backward_including_recompute",6061448838050134,6061448899804844
"layer_71/recompute/attention",6061448900448814,6061448913091612
"layer_71/recompute/mlp",6061448913099354,6061448927046000
"block_71/backward_including_recompute",6061448933529590,6061448994752713
"layer_70/recompute/attention",6061448995421738,6061449010587720
"layer_70/recompute/mlp",6061449010595238,6061449024669245
"block_70/backward_including_recompute",6061449030957153,6061449092736663
"layer_69/recompute/attention",6061449093386489,6061449105983527
"layer_69/recompute/mlp",6061449105990373,6061449119949787
"block_69/backward_including_recompute",6061449126218975,6061449187842037
"layer_68/recompute/attention",6061449188488342,6061449201106116
"layer_68/recompute/mlp",6061449201112899,6061449215057368
"block_68/backward_including_recompute",6061449221259420,6061449283120307
"layer_67/recompute/attention",6061449283745621,6061449296377891
"layer_67/recompute/mlp",6061449296386721,6061449310454167
"block_67/backward_including_recompute",6061449317153214,6061449378963637
"layer_66/recompute/attention",6061449379646071,6061449394795028
"layer_66/recompute/mlp",6061449394803282,6061449409198635
"block_66/backward_including_recompute",6061449416018258,6061449477913481
"layer_65/recompute/attention",6061449478558283,6061449491167993
"layer_65/recompute/mlp",6061449491175479,6061449505282798
"block_65/backward_including_recompute",6061449512029653,6061449576193593
"layer_64/recompute/attention",6061449576845659,6061449589485866
"layer_64/recompute/mlp",6061449589492807,6061449603515646
"block_64/backward_including_recompute",6061449610202053,6061449672089243
"layer_63/recompute/attention",6061449672744190,6061449685392428
"layer_63/recompute/mlp",6061449685399274,6061449699460256
"block_63/backward_including_recompute",6061449706173895,6061449767953213
"layer_62/recompute/attention",6061449768609503,6061449784018942
"layer_62/recompute/mlp",6061449784027388,6061449798052243
"block_62/backward_including_recompute",6061449804878458,6061449866954898
"layer_61/recompute/attention",6061449867591604,6061449880210242
"layer_61/recompute/mlp",6061449880218048,6061449894293655
"block_61/backward_including_recompute",6061449900789692,6061449962296369
"layer_60/recompute/attention",6061449962936819,6061449975557057
"layer_60/recompute/mlp",6061449975565215,6061449990578299
"block_60/backward_including_recompute",6061449997251489,6061450059241241
"layer_59/recompute/attention",6061450059891899,6061450072510729
"layer_59/recompute/mlp",6061450072518343,6061450086505086
"block_59/backward_including_recompute",6061450093000675,6061450154907706
"layer_58/recompute/attention",6061450155571068,6061450170737753
"layer_58/recompute/mlp",6061450170745303,6061450184771470
"block_58/backward_including_recompute",6061450190915185,6061450253370059
"layer_57/recompute/attention",6061450254023149,6061450266635451
"layer_57/recompute/mlp",6061450266643129,6061450280697168
"block_57/backward_including_recompute",6061450287066516,6061450349124877
"layer_56/recompute/attention",6061450349773327,6061450362465469
"layer_56/recompute/mlp",6061450362473915,6061450376465394
"block_56/backward_including_recompute",6061450382650293,6061450446187318
"layer_55/recompute/attention",6061450446821591,6061450459439429
"layer_55/recompute/mlp",6061450459446531,6061450473455290
"block_55/backward_including_recompute",6061450479733022,6061450541377075
"layer_54/recompute/attention",6061450542049557,6061450557141234
"layer_54/recompute/mlp",6061450557148752,6061450571184359
"block_54/backward_including_recompute",6061450577656364,6061450640068422
"layer_53/recompute/attention",6061450640712392,6061450653426871
"layer_53/recompute/mlp",6061450653435189,6061450667433835
"block_53/backward_including_recompute",6061450673792304,6061450735195779
"layer_52/recompute/attention",6061450735837158,6061450748475956
"layer_52/recompute/mlp",6061450748484114,6061450762511176
"block_52/backward_including_recompute",6061450768583307,6061450830528418
"layer_51/recompute/attention",6061450831162052,6061450843907315
"layer_51/recompute/mlp",6061450843915217,6061450857958535
"block_51/backward_including_recompute",6061450864153067,6061450925852417
"layer_50/recompute/attention",6061450926520163,6061450941767969
"layer_50/recompute/mlp",6061450941774623,6061450955677396
"block_50/backward_including_recompute",6061450961688247,6061451024903382
"layer_49/recompute/attention",6061451025550072,6061451038271590
"layer_49/recompute/mlp",6061451038278756,6061451052191834
"block_49/backward_including_recompute",6061451058528287,6061451119527792
"layer_48/recompute/attention",6061451120162674,6061451132901697
"layer_48/recompute/mlp",6061451132908447,6061451146704852
"block_48/backward_including_recompute",6061451153184761,6061451214534317
"layer_47/recompute/attention",6061451215184399,6061451227845309
"layer_47/recompute/mlp",6061451227852187,6061451243389460
"block_47/backward_including_recompute",6061451250183675,6061451311569299
"layer_46/recompute/attention",6061451312240150,6061451327444628
"layer_46/recompute/mlp",6061451327452402,6061451341376713
"block_46/backward_including_recompute",6061451347531213,6061451409769226
"layer_45/recompute/attention",6061451410415692,6061451423165212
"layer_45/recompute/mlp",6061451423172443,6061451436972177
"block_45/backward_including_recompute",6061451443132276,6061451505573235
"layer_44/recompute/attention",6061451506202229,6061451518958085
"layer_44/recompute/mlp",6061451518965955,6061451532797658
"block_44/backward_including_recompute",6061451539195327,6061451601292315
"layer_43/recompute/attention",6061451601932669,6061451614686093
"layer_43/recompute/mlp",6061451614694411,6061451628586434
"block_43/backward_including_recompute",6061451634943623,6061451697172100
"layer_42/recompute/attention",6061451697834822,6061451713081477
"layer_42/recompute/mlp",6061451713088995,6061451729158279
"block_42/backward_including_recompute",6061451735888206,6061451797828970
"layer_41/recompute/attention",6061451798472844,6061451811215292
"layer_41/recompute/mlp",6061451811223962,6061451825032784
"block_41/backward_including_recompute",6061451831140499,6061451893843828
"layer_40/recompute/attention",6061451894487990,6061451907221765
"layer_40/recompute/mlp",6061451907229251,6061451921206715
"block_40/backward_including_recompute",6061451927462879,6061451989951518
"layer_39/recompute/attention",6061451990587840,6061452003399088
"layer_39/recompute/mlp",6061452003407278,6061452017279845
"block_39/backward_including_recompute",6061452023559049,6061452085806119
"layer_38/recompute/attention",6061452086478057,6061452101783112
"layer_38/recompute/mlp",6061452101790438,6061452115580284
"block_38/backward_including_recompute",6061452121939393,6061452184900867
"layer_37/recompute/attention",6061452185550181,6061452198320309
"layer_37/recompute/mlp",6061452198327635,6061452213945493
"block_37/backward_including_recompute",6061452220673211,6061452283770302
"layer_36/recompute/attention",6061452284402944,6061452297174128
"layer_36/recompute/mlp",6061452297182126,6061452311073317
"block_36/backward_including_recompute",6061452317765196,6061452380082506
"layer_35/recompute/attention",6061452380727116,6061452393483451
"layer_35/recompute/mlp",6061452393490009,6061452407362384
"block_35/backward_including_recompute",6061452413667381,6061452475546288
"layer_34/recompute/attention",6061452476218770,6061452491992437
"layer_34/recompute/mlp",6061452491999635,6061452506486093
"block_34/backward_including_recompute",6061452513218132,6061452580010925
"layer_33/recompute/attention",6061452580653807,6061452593328798
"layer_33/recompute/mlp",6061452593337181,6061452607819511
"block_33/backward_including_recompute",6061452614727071,6061452675916470
"layer_32/recompute/attention",6061452676562424,6061452689249128
"layer_32/recompute/mlp",6061452689257062,6061452703734816
"block_32/backward_including_recompute",6061452710528583,6061452774552624
"layer_31/recompute/attention",6061452775196146,6061452787884033
"layer_31/recompute/mlp",6061452787891935,6061452802053592
"block_31/backward_including_recompute",6061452808869727,6061452870725147
"layer_30/recompute/attention",6061452871406813,6061452886694844
"layer_30/recompute/mlp",6061452886702778,6061452900930739
"block_30/backward_including_recompute",6061452907763515,6061452971646403
"layer_29/recompute/attention",6061452972297476,6061452985026804
"layer_29/recompute/mlp",6061452985033618,6061452999301963
"block_29/backward_including_recompute",6061453006031218,6061453068572401
"layer_28/recompute/attention",6061453069223156,6061453081959171
"layer_28/recompute/mlp",6061453081966497,6061453096389883
"block_28/backward_including_recompute",6061453103146819,6061453166091780
"layer_27/recompute/attention",6061453166735174,6061453179471542
"layer_27/recompute/mlp",6061453179478196,6061453194926325
"block_27/backward_including_recompute",6061453201611163,6061453263313302
"layer_26/recompute/attention",6061453263983863,6061453279331703
"layer_26/recompute/mlp",6061453279339157,6061453295708059
"block_26/backward_including_recompute",6061453302639235,6061453364423742
"layer_25/recompute/attention",6061453365071200,6061453377814544
"layer_25/recompute/mlp",6061453377822382,6061453393408495
"block_25/backward_including_recompute",6061453400315799,6061453462622262
"layer_24/recompute/attention",6061453463270584,6061453476131528
"layer_24/recompute/mlp",6061453476139302,6061453492641741
"block_24/backward_including_recompute",6061453499345940,6061453561016846
"layer_23/recompute/attention",6061453561663664,6061453574443392
"layer_23/recompute/mlp",6061453574449982,6061453590460130
"block_23/backward_including_recompute",6061453597287049,6061453661090737
"layer_22/recompute/attention",6061453661750802,6061453677034578
"layer_22/recompute/mlp",6061453677042768,6061453693118900
"block_22/backward_including_recompute",6061453699940955,6061453761322068
"layer_21/recompute/attention",6061453761951062,6061453774662501
"layer_21/recompute/mlp",6061453774669667,6061453790733575
"block_21/backward_including_recompute",6061453797364974,6061453859006888
"layer_20/recompute/attention",6061453859645162,6061453872345913
"layer_20/recompute/mlp",6061453872352791,6061453887696791
"block_20/backward_including_recompute",6061453894348797,6061453955266739
"layer_19/recompute/attention",6061453955914965,6061453968577572
"layer_19/recompute/mlp",6061453968584834,6061453984926664
"block_19/backward_including_recompute",6061453991595119,6061454054477712
"layer_18/recompute/attention",6061454055172146,6061454070446546
"layer_18/recompute/mlp",6061454070454000,6061454087360409
"block_18/backward_including_recompute",6061454094204992,6061454154720628
"layer_17/recompute/attention",6061454155367478,6061454168083333
"layer_17/recompute/mlp",6061454168090403,6061454183641156
"block_17/backward_including_recompute",6061454190336171,6061454254237939
"layer_16/recompute/attention",6061454254878869,6061454267580420
"layer_16/recompute/mlp",6061454267587490,6061454284250762
"block_16/backward_including_recompute",6061454290901520,6061454356367169
"layer_15/recompute/attention",6061454357012099,6061454369748915
"layer_15/recompute/mlp",6061454369755601,6061454386939004
"block_15/backward_including_recompute",6061454393739876,6061454455544639
"layer_14/recompute/attention",6061454456218177,6061454471484704
"layer_14/recompute/mlp",6061454471491550,6061454488633192
"block_14/backward_including_recompute",6061454495323951,6061454556048260
"layer_13/recompute/attention",6061454556695558,6061454569481461
"layer_13/recompute/mlp",6061454569487699,6061454584910804
"block_13/backward_including_recompute",6061454591658715,6061454654124218
"layer_12/recompute/attention",6061454654776796,6061454667517964
"layer_12/recompute/mlp",6061454667526058,6061454684292050
"block_12/backward_including_recompute",6061454691126457,6061454754162428
"layer_11/recompute/attention",6061454754802750,6061454767544078
"layer_11/recompute/mlp",6061454767551148,6061454784708631
"block_11/backward_including_recompute",6061454791531358,6061454853042359
"layer_10/recompute/attention",6061454853705273,6061454868983833
"layer_10/recompute/mlp",6061454868990295,6061454885564670
"block_10/backward_including_recompute",6061454892395909,6061454953812830
"layer_9/recompute/attention",6061454954468032,6061454967251120
"layer_9/recompute/mlp",6061454967257934,6061454983509939
"block_9/backward_including_recompute",6061454990584444,6061455054066626
"layer_8/recompute/attention",6061455054722180,6061455067465011
"layer_8/recompute/mlp",6061455067471569,6061455083768279
"block_8/backward_including_recompute",6061455090483614,6061455153257694
"layer_7/recompute/attention",6061455153891745,6061455166677968
"layer_7/recompute/mlp",6061455166686095,6061455181954286
"block_7/backward_including_recompute",6061455188756064,6061455251921165
"layer_6/recompute/attention",6061455252600591,6061455267944529
"layer_6/recompute/mlp",6061455267951695,6061455284787130
"block_6/backward_including_recompute",6061455291522082,6061455353164006
"layer_5/recompute/attention",6061455353816008,6061455366645882
"layer_5/recompute/mlp",6061455366652793,6061455382358205
"block_5/backward_including_recompute",6061455389052485,6061455467550801
"layer_4/recompute/attention",6061455468185491,6061455480994598
"layer_4/recompute/mlp",6061455481001699,6061455497069642
"block_4/backward_including_recompute",6061455503841298,6061455565772856
"layer_3/recompute/attention",6061455566419514,6061455579190828
"layer_3/recompute/mlp",6061455579198186,6061455596531032
"block_3/backward_including_recompute",6061455599463337,6061455654225697
"layer_2/recompute/attention",6061455654239167,6061455669591649
"layer_2/recompute/mlp",6061455669600255,6061455675552007
"block_2/backward_including_recompute",6061455675562053,6061455718492051
"layer_1/recompute/attention",6061455718505361,6061455734260598
"layer_1/recompute/mlp",6061455734268916,6061455740274428
"block_1/backward_including_recompute",6061455740287034,6061455783086119
"layer_0/recompute/attention",6061455783099717,6061455798508168
"layer_0/recompute/mlp",6061455798515174,6061455804445293
"block_0/backward_including_recompute",6061455804456427,6061455847908573
