"name","ts","en"
"layer_0/forward/attention",6061443690532116,6061443745191644
"layer_0/forward/mlp",6061443745200347,6061443751140718
"layer_1/forward/attention",6061443751157964,6061443791180859
"layer_1/forward/mlp",6061443791190265,6061443797104269
"layer_2/forward/attention",6061443797117451,6061443840164627
"layer_2/forward/mlp",6061443840173361,6061443846097796
"layer_3/forward/attention",6061443846111778,6061443865600519
"layer_3/forward/mlp",6061443865623237,6061443892466470
"layer_4/forward/attention",6061443899192380,6061443935693230
"layer_4/forward/mlp",6061443935711468,6061443955101391
"layer_5/forward/attention",6061443961946150,6061443986697814
"layer_5/forward/mlp",6061443986718100,6061444006349626
"layer_6/forward/attention",6061444012992175,6061444056534363
"layer_6/forward/mlp",6061444056542361,6061444076740739
"layer_7/forward/attention",6061444083422841,6061444101659379
"layer_7/forward/mlp",6061444101687857,6061444120813778
"layer_8/forward/attention",6061444127356519,6061444148614906
"layer_8/forward/mlp",6061444148642200,6061444169084900
"layer_9/forward/attention",6061444175792218,6061444196345895
"layer_9/forward/mlp",6061444196373253,6061444215599943
"layer_10/forward/attention",6061444222070075,6061444265987210
"layer_10/forward/mlp",6061444265995209,6061444284993865
"layer_11/forward/attention",6061444291461021,6061444310648126
"layer_11/forward/mlp",6061444310674973,6061444330098816
"layer_12/forward/attention",6061444336570164,6061444356979136
"layer_12/forward/mlp",6061444357006942,6061444377005447
"layer_13/forward/attention",6061444384015967,6061444404794222
"layer_13/forward/mlp",6061444404812204,6061444423748651
"layer_14/forward/attention",6061444430152127,6061444472278911
"layer_14/forward/mlp",6061444472287357,6061444491623040
"layer_15/forward/attention",6061444498014323,6061444516264845
"layer_15/forward/mlp",6061444516287467,6061444535575150
"layer_16/forward/attention",6061444542040802,6061444562482990
"layer_16/forward/mlp",6061444562502092,6061444584363908
"layer_17/forward/attention",6061444590714775,6061444608959217
"layer_17/forward/mlp",6061444608987055,6061444627862734
"layer_18/forward/attention",6061444634355138,6061444679243769
"layer_18/forward/mlp",6061444679253080,6061444697579794
"layer_19/forward/attention",6061444704061350,6061444726466083
"layer_19/forward/mlp",6061444726490337,6061444745635170
"layer_20/forward/attention",6061444752104726,6061444774988086
"layer_20/forward/mlp",6061444775009396,6061444794731060
"layer_21/forward/attention",6061444801392489,6061444822139448
"layer_21/forward/mlp",6061444822164598,6061444841080565
"layer_22/forward/attention",6061444847495016,6061444897335976
"layer_22/forward/mlp",6061444897344038,6061444915102395
"layer_23/forward/attention",6061444921807857,6061444968267061
"layer_23/forward/mlp",6061444968293939,6061444988574878
"layer_24/forward/attention",6061444996367357,6061445033554035
"layer_24/forward/mlp",6061445033577297,6061445052774515
"layer_25/forward/attention",6061445059393768,6061445081115678
"layer_25/forward/mlp",6061445081133213,6061445100163997
"layer_26/forward/attention",6061445106778034,6061445148606383
"layer_26/forward/mlp",6061445148614573,6061445166131265
"layer_27/forward/attention",6061445173035256,6061445193034016
"layer_27/forward/mlp",6061445193061886,6061445211555162
"layer_28/forward/attention",6061445217836428,6061445240192808
"layer_28/forward/mlp",6061445240222918,6061445259508648
"layer_29/forward/attention",6061445266089725,6061445285794403
"layer_29/forward/mlp",6061445285818624,6061445304503230
"layer_30/forward/attention",6061445311007154,6061445353402900
"layer_30/forward/mlp",6061445353412082,6061445375937199
"layer_31/forward/attention",6061445382894759,6061445401498531
"layer_31/forward/mlp",6061445401522850,6061445420019293
"layer_32/forward/attention",6061445426588946,6061445446851324
"layer_32/forward/mlp",6061445446872890,6061445465492599
"layer_33/forward/attention",6061445472278637,6061445492615928
"layer_33/forward/mlp",6061445492659607,6061445511256051
"layer_34/forward/attention",6061445517758599,6061445560211978
"layer_34/forward/mlp",6061445560219688,6061445579401833
"layer_35/forward/attention",6061445585937821,6061445605233952
"layer_35/forward/mlp",6061445605271358,6061445623846650
"layer_36/forward/attention",6061445630449679,6061445650013811
"layer_36/forward/mlp",6061445650036978,6061445667828456
"layer_37/forward/attention",6061445674841632,6061445694317603
"layer_37/forward/mlp",6061445694339682,6061445713278337
"layer_38/forward/attention",6061445719829365,6061445762224824
"layer_38/forward/mlp",6061445762233557,6061445780034187
"layer_39/forward/attention",6061445786583616,6061445805084572
"layer_39/forward/mlp",6061445805110010,6061445823692758
"layer_40/forward/attention",6061445830190570,6061445851056825
"layer_40/forward/mlp",6061445851081879,6061445869978615
"layer_41/forward/attention",6061445877135376,6061445897414491
"layer_41/forward/mlp",6061445897434201,6061445915868468
"layer_42/forward/attention",6061445922515177,6061445969863956
"layer_42/forward/mlp",6061445969871378,6061445988487247
"layer_43/forward/attention",6061445995317414,6061446013831521
"layer_43/forward/mlp",6061446013866784,6061446032482140
"layer_44/forward/attention",6061446039186002,6061446060047361
"layer_44/forward/mlp",6061446060069855,6061446080922255
"layer_45/forward/attention",6061446087596772,6061446106926278
"layer_45/forward/mlp",6061446106948741,6061446125171262
"layer_46/forward/attention",6061446131769459,6061446173863667
"layer_46/forward/mlp",6061446173871537,6061446191236035
"layer_47/forward/attention",6061446197811543,6061446217000857
"layer_47/forward/mlp",6061446217025495,6061446235180112
"layer_48/forward/attention",6061446241762916,6061446260949350
"layer_48/forward/mlp",6061446260992388,6061446278947099
"layer_49/forward/attention",6061446286370551,6061446306701090
"layer_49/forward/mlp",6061446306733184,6061446324515862
"layer_50/forward/attention",6061446331008810,6061446375257979
"layer_50/forward/mlp",6061446375266617,6061446393018223
"layer_51/forward/attention",6061446399751237,6061446418483970
"layer_51/forward/mlp",6061446418514880,6061446438944204
"layer_52/forward/attention",6061446445478016,6061446463996540
"layer_52/forward/mlp",6061446464015771,6061446482887353
"layer_53/forward/attention",6061446489657808,6061446509700984
"layer_53/forward/mlp",6061446509724886,6061446527627469
"layer_54/forward/attention",6061446534419523,6061446576090591
"layer_54/forward/mlp",6061446576099773,6061446594906908
"layer_55/forward/attention",6061446601758002,6061446620299438
"layer_55/forward/mlp",6061446620318764,6061446638780072
"layer_56/forward/attention",6061446645576382,6061446665982666
"layer_56/forward/mlp",6061446666015496,6061446685535948
"layer_57/forward/attention",6061446692307650,6061446711977864
"layer_57/forward/mlp",6061446712010950,6061446730392769
"layer_58/forward/attention",6061446737443098,6061446781324552
"layer_58/forward/mlp",6061446781333542,6061446797968818
"layer_59/forward/attention",6061446804885930,6061446823579815
"layer_59/forward/mlp",6061446823612421,6061446844925880
"layer_60/forward/attention",6061446851706158,6061446875828761
"layer_60/forward/mlp",6061446875852983,6061446895468316
"layer_61/forward/attention",6061446902187634,6061446921482068
"layer_61/forward/mlp",6061446921501042,6061446939936013
"layer_62/forward/attention",6061446946775140,6061446988733923
"layer_62/forward/mlp",6061446988741281,6061447005577102
"layer_63/forward/attention",6061447012356261,6061447031220004
"layer_63/forward/mlp",6061447031242594,6061447050169345
"layer_64/forward/attention",6061447057271194,6061447079547541
"layer_64/forward/mlp",6061447079572115,6061447098570131
"layer_65/forward/attention",6061447105615691,6061447125865942
"layer_65/forward/mlp",6061447125887924,6061447144325967
"layer_66/forward/attention",6061447151400648,6061447193368838
"layer_66/forward/mlp",6061447193375908,6061447210093457
"layer_67/forward/attention",6061447217238155,6061447236147658
"layer_67/forward/mlp",6061447236168680,6061447254656163
"layer_68/forward/attention",6061447261401625,6061447291036338
"layer_68/forward/mlp",6061447291059344,6061447309213864
"layer_69/forward/attention",6061447316132000,6061447338151126
"layer_69/forward/mlp",6061447338185812,6061447357093905
"layer_70/forward/attention",6061447364013384,6061447414158755
"layer_70/forward/mlp",6061447414167618,6061447431058702
"layer_71/forward/attention",6061447438073317,6061447458598222
"layer_71/forward/mlp",6061447458622573,6061447477132742
"layer_72/forward/attention",6061447484309310,6061447506661335
"layer_72/forward/mlp",6061447506686069,6061447525364880
"layer_73/forward/attention",6061447532436136,6061447552332877
"layer_73/forward/mlp",6061447552359755,6061447570175710
"layer_74/forward/attention",6061447577489688,6061447622546091
"layer_74/forward/mlp",6061447622553961,6061447640094522
"layer_75/forward/attention",6061447647023889,6061447665776844
"layer_75/forward/mlp",6061447665806506,6061447685503661
"layer_76/forward/attention",6061447692251426,6061447712731499
"layer_76/forward/mlp",6061447712757130,6061447730693598
"layer_77/forward/attention",6061447732682189,6061447747821642
"layer_77/forward/mlp",6061447747830376,6061447763780205
"layer_77/recompute/attention",6061448322477222,6061448335587413
"layer_77/recompute/mlp",6061448335595635,6061448353545355
"block_77/backward_including_recompute",6061448359767228,6061448420798713
"layer_76/recompute/attention",6061448421438972,6061448433993575
"layer_76/recompute/mlp",6061448434002853,6061448448681857
"block_76/backward_including_recompute",6061448454848210,6061448515706797
"layer_75/recompute/attention",6061448516351761,6061448528907867
"layer_75/recompute/mlp",6061448528915353,6061448543319475
"block_75/backward_including_recompute",6061448549513444,6061448610514593
"layer_74/recompute/attention",6061448611167204,6061448626682791
"layer_74/recompute/mlp",6061448626689733,6061448641301025
"block_74/backward_including_recompute",6061448647356849,6061448709109844
"layer_73/recompute/attention",6061448709738167,6061448722359970
"layer_73/recompute/mlp",6061448722367584,6061448737048412
"block_73/backward_including_recompute",6061448742917098,6061448803944322
"layer_72/recompute/attention",6061448804596038,6061448817173582
"layer_72/recompute/mlp",6061448817181804,6061448832360042
"block_72/backward_including_recompute",6061448838314873,6061448899807601
"layer_71/recompute/attention",6061448900446037,6061448913066718
"layer_71/recompute/mlp",6061448913074716,6061448927800534
"block_71/backward_including_recompute",6061448933939430,6061448994733401
"layer_70/recompute/attention",6061448995404157,6061449010556795
"layer_70/recompute/mlp",6061449010564697,6061449025326451
"block_70/backward_including_recompute",6061449031218434,6061449092749626
"layer_69/recompute/attention",6061449093396926,6061449106006407
"layer_69/recompute/mlp",6061449106015557,6061449120656063
"block_69/backward_including_recompute",6061449126797743,6061449187824708
"layer_68/recompute/attention",6061449188466279,6061449201105872
"layer_68/recompute/mlp",6061449201113327,6061449215814761
"block_68/backward_including_recompute",6061449221611638,6061449283125199
"layer_67/recompute/attention",6061449283755314,6061449296376027
"layer_67/recompute/mlp",6061449296384121,6061449311127220
"block_67/backward_including_recompute",6061449317081827,6061449378972318
"layer_66/recompute/attention",6061449379643746,6061449394837632
"layer_66/recompute/mlp",6061449394846558,6061449410517024
"block_66/backward_including_recompute",6061449416707121,6061449477914695
"layer_65/recompute/attention",6061449478547786,6061449491184371
"layer_65/recompute/mlp",6061449491193298,6061449506077965
"block_65/backward_including_recompute",6061449512234717,6061449576173098
"layer_64/recompute/attention",6061449576814797,6061449589477463
"layer_64/recompute/mlp",6061449589484917,6061449604465233
"block_64/backward_including_recompute",6061449610708866,6061449672091354
"layer_63/recompute/attention",6061449672739069,6061449685405319
"layer_63/recompute/mlp",6061449685413413,6061449700353761
"block_63/backward_including_recompute",6061449706521105,6061449767959754
"layer_62/recompute/attention",6061449768632269,6061449784234766
"layer_62/recompute/mlp",6061449784244045,6061449800161329
"block_62/backward_including_recompute",6061449806562371,6061449866964403
"layer_61/recompute/attention",6061449867611734,6061449880222303
"layer_61/recompute/mlp",6061449880230365,6061449894987384
"block_61/backward_including_recompute",6061449901220457,6061449962302238
"layer_60/recompute/attention",6061449962938401,6061449975576714
"layer_60/recompute/mlp",6061449975583976,6061449990587141
"block_60/backward_including_recompute",6061449996760277,6061450059249046
"layer_59/recompute/attention",6061450059893049,6061450072515011
"layer_59/recompute/mlp",6061450072524481,6061450087207771
"block_59/backward_including_recompute",6061450094252306,6061450154924740
"layer_58/recompute/attention",6061450155600904,6061450170776518
"layer_58/recompute/mlp",6061450170786148,6061450186514214
"block_58/backward_including_recompute",6061450192750807,6061450253339752
"layer_57/recompute/attention",6061450253986668,6061450266649877
"layer_57/recompute/mlp",6061450266658483,6061450281902226
"block_57/backward_including_recompute",6061450288024930,6061450349093431
"layer_56/recompute/attention",6061450349731994,6061450362476196
"layer_56/recompute/mlp",6061450362484290,6061450377210621
"block_56/backward_including_recompute",6061450385884866,6061450446196369
"layer_55/recompute/attention",6061450446836788,6061450459430909
"layer_55/recompute/mlp",6061450459439227,6061450474870299
"block_55/backward_including_recompute",6061450480969163,6061450541395163
"layer_54/recompute/attention",6061450542068638,6061450557175900
"layer_54/recompute/mlp",6061450557185594,6061450572392152
"block_54/backward_including_recompute",6061450579283470,6061450640050625
"layer_53/recompute/attention",6061450640703428,6061450653428398
"layer_53/recompute/mlp",6061450653437133,6061450668117542
"block_53/backward_including_recompute",6061450674155094,6061450735205547
"layer_52/recompute/attention",6061450735858158,6061450748525176
"layer_52/recompute/mlp",6061450748534102,6061450763288496
"block_52/backward_including_recompute",6061450769043741,6061450830534550
"layer_51/recompute/attention",6061450831166297,6061450843908611
"layer_51/recompute/mlp",6061450843916481,6061450858676732
"block_51/backward_including_recompute",6061450864584970,6061450925837313
"layer_50/recompute/attention",6061450926507556,6061450941781347
"layer_50/recompute/mlp",6061450941790337,6061450956442779
"block_50/backward_including_recompute",6061450962544875,6061451024889354
"layer_49/recompute/attention",6061451025518893,6061451038255735
"layer_49/recompute/mlp",6061451038264085,6061451052893199
"block_49/backward_including_recompute",6061451058708189,6061451119539568
"layer_48/recompute/attention",6061451120185779,6061451132907165
"layer_48/recompute/mlp",6061451132914971,6061451147465940
"block_48/backward_including_recompute",6061451153497283,6061451214495384
"layer_47/recompute/attention",6061451215128507,6061451227816517
"layer_47/recompute/mlp",6061451227825315,6061451244643694
"block_47/backward_including_recompute",6061451250726078,6061451311565425
"layer_46/recompute/attention",6061451312222101,6061451327509684
"layer_46/recompute/mlp",6061451327518802,6061451342199212
"block_46/backward_including_recompute",6061451348430045,6061451409802868
"layer_45/recompute/attention",6061451410456024,6061451423168321
"layer_45/recompute/mlp",6061451423176287,6061451437740953
"block_45/backward_including_recompute",6061451443661383,6061451505579683
"layer_44/recompute/attention",6061451506227398,6061451518919888
"layer_44/recompute/mlp",6061451518928526,6061451533699177
"block_44/backward_including_recompute",6061451539842073,6061451601311762
"layer_43/recompute/attention",6061451601953108,6061451614679455
"layer_43/recompute/mlp",6061451614688317,6061451629290518
"block_43/backward_including_recompute",6061451635222917,6061451697150305
"layer_42/recompute/attention",6061451697817892,6061451713141795
"layer_42/recompute/mlp",6061451713148930,6061451730021645
"block_42/backward_including_recompute",6061451736187678,6061451797843576
"layer_41/recompute/attention",6061451798482011,6061451811180293
"layer_41/recompute/mlp",6061451811188515,6061451825671163
"block_41/backward_including_recompute",6061451831333703,6061451893829736
"layer_40/recompute/attention",6061451894463947,6061451907205173
"layer_40/recompute/mlp",6061451907214291,6061451921806957
"block_40/backward_including_recompute",6061451927624410,6061451989967770
"layer_39/recompute/attention",6061451990612989,6061452003363399
"layer_39/recompute/mlp",6061452003371717,6061452017992479
"block_39/backward_including_recompute",6061452023927406,6061452085791113
"layer_38/recompute/attention",6061452086460557,6061452101791244
"layer_38/recompute/mlp",6061452101799050,6061452116525092
"block_38/backward_including_recompute",6061452122633876,6061452184922195
"layer_37/recompute/attention",6061452185569590,6061452198276961
"layer_37/recompute/mlp",6061452198284287,6061452214921352
"block_37/backward_including_recompute",6061452221104217,6061452283765019
"layer_36/recompute/attention",6061452284411710,6061452297139624
"layer_36/recompute/mlp",6061452297147175,6061452312108707
"block_36/backward_including_recompute",6061452318283731,6061452380067886
"layer_35/recompute/attention",6061452380696241,6061452393448955
"layer_35/recompute/mlp",6061452393455994,6061452408062387
"block_35/backward_including_recompute",6061452414244932,6061452475510010
"layer_34/recompute/attention",6061452476166429,6061452492027585
"layer_34/recompute/mlp",6061452492035615,6061452507267806
"block_34/backward_including_recompute",6061452513414862,6061452580008912
"layer_33/recompute/attention",6061452580660692,6061452593341150
"layer_33/recompute/mlp",6061452593348828,6061452608811836
"block_33/backward_including_recompute",6061452614946220,6061452675911168
"layer_32/recompute/attention",6061452676547395,6061452689239597
"layer_32/recompute/mlp",6061452689247979,6061452704491018
"block_32/backward_including_recompute",6061452710628826,6061452774567174
"layer_31/recompute/attention",6061452775214634,6061452787890227
"layer_31/recompute/mlp",6061452787898897,6061452803215569
"block_31/backward_including_recompute",6061452809488034,6061452870660696
"layer_30/recompute/attention",6061452871321915,6061452886745787
"layer_30/recompute/mlp",6061452886753914,6061452903460708
"block_30/backward_including_recompute",6061452909650101,6061452971637329
"layer_29/recompute/attention",6061452972280596,6061452985029790
"layer_29/recompute/mlp",6061452985038333,6061453001704583
"block_29/backward_including_recompute",6061453007955352,6061453068502121
"layer_28/recompute/attention",6061453069138028,6061453081963959
"layer_28/recompute/mlp",6061453081971509,6061453099551910
"block_28/backward_including_recompute",6061453105930553,6061453166079590
"layer_27/recompute/attention",6061453166711369,6061453179435988
"layer_27/recompute/mlp",6061453179445170,6061453195734425
"block_27/backward_including_recompute",6061453201951253,6061453263306323
"layer_26/recompute/attention",6061453263977654,6061453279309943
"layer_26/recompute/mlp",6061453279319253,6061453297914097
"block_26/backward_including_recompute",6061453304286915,6061453364421430
"layer_25/recompute/attention",6061453365067994,6061453377762245
"layer_25/recompute/mlp",6061453377770403,6061453394793586
"block_25/backward_including_recompute",6061453401125028,6061453462604482
"layer_24/recompute/attention",6061453463298470,6061453476104882
"layer_24/recompute/mlp",6061453476113968,6061453493502818
"block_24/backward_including_recompute",6061453499736435,6061453561011984
"layer_23/recompute/attention",6061453561653587,6061453574429567
"layer_23/recompute/mlp",6061453574438461,6061453594147426
"block_23/backward_including_recompute",6061453600443924,6061453661079787
"layer_22/recompute/attention",6061453661756559,6061453677158384
"layer_22/recompute/mlp",6061453677166895,6061453694060636
"block_22/backward_including_recompute",6061453700491440,6061453761347785
"layer_21/recompute/attention",6061453761992908,6061453774649079
"layer_21/recompute/mlp",6061453774657205,6061453791530338
"block_21/backward_including_recompute",6061453797682643,6061453859029169
"layer_20/recompute/attention",6061453859664532,6061453872363775
"layer_20/recompute/mlp",6061453872371517,6061453888531237
"block_20/backward_including_recompute",6061453894818774,6061453955275725
"layer_19/recompute/attention",6061453955914416,6061453968593371
"layer_19/recompute/mlp",6061453968600889,6061453987766969
"block_19/backward_including_recompute",6061453994108876,6061454054481505
"layer_18/recompute/attention",6061454055146565,6061454070448133
"layer_18/recompute/mlp",6061454070455747,6061454088167288
"block_18/backward_including_recompute",6061454094410249,6061454154738334
"layer_17/recompute/attention",6061454155380161,6061454168100205
"layer_17/recompute/mlp",6061454168109066,6061454184790135
"block_17/backward_including_recompute",6061454191066824,6061454254231989
"layer_16/recompute/attention",6061454254877560,6061454267561891
"layer_16/recompute/mlp",6061454267570177,6061454285634456
"block_16/backward_including_recompute",6061454291809738,6061454356372833
"layer_15/recompute/attention",6061454357010053,6061454369733008
"layer_15/recompute/mlp",6061454369741230,6061454387479267
"block_15/backward_including_recompute",6061454395127296,6061454455570806
"layer_14/recompute/attention",6061454456240793,6061454471492057
"layer_14/recompute/mlp",6061454471500632,6061454488533863
"block_14/backward_including_recompute",6061454494879897,6061454556073685
"layer_13/recompute/attention",6061454556718904,6061454569465252
"layer_13/recompute/mlp",6061454569472322,6061454586902260
"block_13/backward_including_recompute",6061454593152646,6061454654158400
"layer_12/recompute/attention",6061454654800995,6061454667524239
"layer_12/recompute/mlp",6061454667531341,6061454685275457
"block_12/backward_including_recompute",6061454693511172,6061454754169755
"layer_11/recompute/attention",6061454754789246,6061454767493225
"layer_11/recompute/mlp",6061454767501991,6061454784998266
"block_11/backward_including_recompute",6061454791242028,6061454853089965
"layer_10/recompute/attention",6061454853763953,6061454869000145
"layer_10/recompute/mlp",6061454869008175,6061454887006470
"block_10/backward_including_recompute",6061454893343544,6061454953787726
"layer_9/recompute/attention",6061454954434481,6061454967233981
"layer_9/recompute/mlp",6061454967241499,6061454985783670
"block_9/backward_including_recompute",6061454991957447,6061455054057003
"layer_8/recompute/attention",6061455054697710,6061455067437146
"layer_8/recompute/mlp",6061455067445592,6061455085394414
"block_8/backward_including_recompute",6061455091636704,6061455153282464
"layer_7/recompute/attention",6061455153924195,6061455166660750
"layer_7/recompute/mlp",6061455166667853,6061455184085342
"block_7/backward_including_recompute",6061455190418409,6061455251910479
"layer_6/recompute/attention",6061455252583602,6061455267918485
"layer_6/recompute/mlp",6061455267926643,6061455285949708
"block_6/backward_including_recompute",6061455292267871,6061455353247904
"layer_5/recompute/attention",6061455353901700,6061455366639120
"layer_5/recompute/mlp",6061455366646638,6061455388963116
"block_5/backward_including_recompute",6061455406914784,6061455467560671
"layer_4/recompute/attention",6061455468191522,6061455480986063
"layer_4/recompute/mlp",6061455480994798,6061455498296769
"block_4/backward_including_recompute",6061455504588211,6061455565761974
"layer_3/recompute/attention",6061455566409370,6061455579134119
"layer_3/recompute/mlp",6061455579143013,6061455598380200
"block_3/backward_including_recompute",6061455600656185,6061455654217532
"layer_2/recompute/attention",6061455654232794,6061455669577373
"layer_2/recompute/mlp",6061455669586459,6061455675495055
"block_2/backward_including_recompute",6061455675507821,6061455718477303
"layer_1/recompute/attention",6061455718493077,6061455733999737
"layer_1/recompute/mlp",6061455734009463,6061455739944075
"block_1/backward_including_recompute",6061455739956521,6061455783027892
"layer_0/recompute/attention",6061455783042386,6061455798729880
"layer_0/recompute/mlp",6061455798738998,6061455804701354
"block_0/backward_including_recompute",6061455804713192,6061455847942773
