"name","ts","en"
"layer_0/forward/attention",6061443690525828,6061443746729173
"layer_0/forward/mlp",6061443746738004,6061443752751076
"layer_1/forward/attention",6061443752766082,6061443792817336
"layer_1/forward/mlp",6061443792824182,6061443798854054
"layer_2/forward/attention",6061443798868132,6061443839634239
"layer_2/forward/mlp",6061443839642141,6061443845627501
"layer_3/forward/attention",6061443845640651,6061443865545286
"layer_3/forward/mlp",6061443865570788,6061443889682656
"layer_4/forward/attention",6061443897799004,6061443935754818
"layer_4/forward/mlp",6061443935782592,6061443954530066
"layer_5/forward/attention",6061443962507021,6061443986772233
"layer_5/forward/mlp",6061443986795112,6061444005135127
"layer_6/forward/attention",6061444012996753,6061444055806460
"layer_6/forward/mlp",6061444055815418,6061444073746790
"layer_7/forward/attention",6061444081518207,6061444101715548
"layer_7/forward/mlp",6061444101743803,6061444119791463
"layer_8/forward/attention",6061444127587969,6061444148608773
"layer_8/forward/mlp",6061444148636931,6061444167855512
"layer_9/forward/attention",6061444175777651,6061444196315603
"layer_9/forward/mlp",6061444196351057,6061444214865089
"layer_10/forward/attention",6061444222705660,6061444265633447
"layer_10/forward/mlp",6061444265641541,6061444282833708
"layer_11/forward/attention",6061444290699782,6061444310567553
"layer_11/forward/mlp",6061444310586719,6061444328689132
"layer_12/forward/attention",6061444336628839,6061444357141223
"layer_12/forward/mlp",6061444357167973,6061444375681717
"layer_13/forward/attention",6061444383511791,6061444404893430
"layer_13/forward/mlp",6061444404915668,6061444422619294
"layer_14/forward/attention",6061444430512504,6061444471431221
"layer_14/forward/mlp",6061444471437843,6061444488150549
"layer_15/forward/attention",6061444495804334,6061444516309486
"layer_15/forward/mlp",6061444516337292,6061444534964029
"layer_16/forward/attention",6061444542625781,6061444562580337
"layer_16/forward/mlp",6061444562601071,6061444580709436
"layer_17/forward/attention",6061444588297556,6061444608893141
"layer_17/forward/mlp",6061444608914163,6061444626933119
"layer_18/forward/attention",6061444634644760,6061444678619756
"layer_18/forward/mlp",6061444678627082,6061444696500085
"layer_19/forward/attention",6061444704386256,6061444726423707
"layer_19/forward/mlp",6061444726449498,6061444746506550
"layer_20/forward/attention",6061444754291599,6061444775057521
"layer_20/forward/mlp",6061444775083503,6061444793752225
"layer_21/forward/attention",6061444801668411,6061444822222811
"layer_21/forward/mlp",6061444822251417,6061444840054852
"layer_22/forward/attention",6061444847610876,6061444898193507
"layer_22/forward/mlp",6061444898202209,6061444914993412
"layer_23/forward/attention",6061444922786110,6061444968434974
"layer_23/forward/mlp",6061444968461084,6061444986432649
"layer_24/forward/attention",6061444996969175,6061445033651347
"layer_24/forward/mlp",6061445033675090,6061445052438660
"layer_25/forward/attention",6061445060330590,6061445081047263
"layer_25/forward/mlp",6061445081067358,6061445099045066
"layer_26/forward/attention",6061445106778371,6061445147808576
"layer_26/forward/mlp",6061445147816574,6061445164435296
"layer_27/forward/attention",6061445172002232,6061445193043836
"layer_27/forward/mlp",6061445193070074,6061445211015398
"layer_28/forward/attention",6061445218534686,6061445240090661
"layer_28/forward/mlp",6061445240111971,6061445257815309
"layer_29/forward/attention",6061445265640551,6061445285911045
"layer_29/forward/mlp",6061445285928995,6061445304233842
"layer_30/forward/attention",6061445312111884,6061445352642438
"layer_30/forward/mlp",6061445352649316,6061445369338310
"layer_31/forward/attention",6061445377168256,6061445401447549
"layer_31/forward/mlp",6061445401472187,6061445418383679
"layer_32/forward/attention",6061445426305114,6061445446974619
"layer_32/forward/mlp",6061445447002809,6061445464185791
