"name","ts","en"
"layer_0/forward/attention",6061443690548439,6061443744960480
"layer_0/forward/mlp",6061443744969246,6061443750807020
"layer_1/forward/attention",6061443750821706,6061443791133211
"layer_1/forward/mlp",6061443791140985,6061443797009256
"layer_2/forward/attention",6061443797023654,6061443840072923
"layer_2/forward/mlp",6061443840081624,6061443845959655
"layer_3/forward/attention",6061443845975046,6061443864701244
"layer_3/forward/mlp",6061443864719771,6061443887048800
"layer_4/forward/attention",6061443895115240,6061443935267927
"layer_4/forward/mlp",6061443935288469,6061443952997630
"layer_5/forward/attention",6061443961022757,6061443986305873
"layer_5/forward/mlp",6061443986348848,6061444002795977
"layer_6/forward/attention",6061444010860208,6061444056350469
"layer_6/forward/mlp",6061444056359523,6061444071331432
"layer_7/forward/attention",6061444079318863,6061444101325296
"layer_7/forward/mlp",6061444101350383,6061444118229997
"layer_8/forward/attention",6061444126146611,6061444148301878
"layer_8/forward/mlp",6061444148354005,6061444165465206
"layer_9/forward/attention",6061444173987172,6061444195826691
"layer_9/forward/mlp",6061444195849345,6061444212606430
"layer_10/forward/attention",6061444220459299,6061444266008824
"layer_10/forward/mlp",6061444266018070,6061444282191884
"layer_11/forward/attention",6061444290015312,6061444310171481
"layer_11/forward/mlp",6061444310194744,6061444327041942
"layer_12/forward/attention",6061444335040220,6061444356658649
"layer_12/forward/mlp",6061444356690967,6061444373544982
"layer_13/forward/attention",6061444381550364,6061444404428713
"layer_13/forward/mlp",6061444404454951,6061444420711614
"layer_14/forward/attention",6061444428936903,6061444472191454
"layer_14/forward/mlp",6061444472199292,6061444487347173
"layer_15/forward/attention",6061444495111784,6061444515789816
"layer_15/forward/mlp",6061444515809238,6061444533173659
"layer_16/forward/attention",6061444540944479,6061444562131510
"layer_16/forward/mlp",6061444562157268,6061444578441323
"layer_17/forward/attention",6061444586266703,6061444608453395
"layer_17/forward/mlp",6061444608478641,6061444624535173
"layer_18/forward/attention",6061444632354697,6061444678982925
"layer_18/forward/mlp",6061444678990635,6061444699578938
"layer_19/forward/attention",6061444708182216,6061444726099444
"layer_19/forward/mlp",6061444726124978,6061444743553496
"layer_20/forward/attention",6061444751245979,6061444774433516
"layer_20/forward/mlp",6061444774457962,6061444792042194
"layer_21/forward/attention",6061444799983383,6061444821735958
"layer_21/forward/mlp",6061444821760500,6061444838857973
"layer_22/forward/attention",6061444846803259,6061444897652150
"layer_22/forward/mlp",6061444897660596,6061444926274284
"layer_23/forward/attention",6061444948251497,6061444968069774
"layer_23/forward/mlp",6061444968090092,6061444997085673
"layer_24/forward/attention",6061445012678899,6061445033177312
"layer_24/forward/mlp",6061445033206495,6061445050370913
"layer_25/forward/attention",6061445058489929,6061445080601292
"layer_25/forward/mlp",6061445080625130,6061445097573226
"layer_26/forward/attention",6061445105684274,6061445148806471
"layer_26/forward/mlp",6061445148815205,6061445163997582
"layer_27/forward/attention",6061445171935604,6061445192609060
"layer_27/forward/mlp",6061445192624802,6061445208868152
"layer_28/forward/attention",6061445216818302,6061445239463656
"layer_28/forward/mlp",6061445239496550,6061445255420280
"layer_29/forward/attention",6061445263497248,6061445285472513
"layer_29/forward/mlp",6061445285504223,6061445301601780
"layer_30/forward/attention",6061445309485945,6061445353300311
"layer_30/forward/mlp",6061445353308725,6061445369000996
"layer_31/forward/attention",6061445376939626,6061445401030023
"layer_31/forward/mlp",6061445401055461,6061445416499537
"layer_32/forward/attention",6061445424055762,6061445446431704
"layer_32/forward/mlp",6061445446464854,6061445462720813
"layer_33/forward/attention",6061445470477680,6061445492331472
"layer_33/forward/mlp",6061445492358190,6061445508421826
"layer_34/forward/attention",6061445516314631,6061445559879523
"layer_34/forward/mlp",6061445559887424,6061445576059606
"layer_35/forward/attention",6061445583995132,6061445604672812
"layer_35/forward/mlp",6061445604701130,6061445620446554
"layer_36/forward/attention",6061445629651344,6061445649687448
"layer_36/forward/mlp",6061445649713110,6061445666523220
"layer_37/forward/attention",6061445674351128,6061445693845529
"layer_37/forward/mlp",6061445693872407,6061445709789513
"layer_38/forward/attention",6061445717477228,6061445761571342
"layer_38/forward/mlp",6061445761580684,6061445776875478
"layer_39/forward/attention",6061445784837884,6061445804764066
"layer_39/forward/mlp",6061445804783809,6061445821287418
"layer_40/forward/attention",6061445829249376,6061445850646202
"layer_40/forward/mlp",6061445850668632,6061445866831021
"layer_41/forward/attention",6061445875157112,6061445896917974
"layer_41/forward/mlp",6061445896942677,6061445912642532
"layer_42/forward/attention",6061445920583241,6061445969720045
"layer_42/forward/mlp",6061445969727020,6061445984860339
"layer_43/forward/attention",6061445994787923,6061446013444201
"layer_43/forward/mlp",6061446013467303,6061446030381318
"layer_44/forward/attention",6061446038415149,6061446059347457
"layer_44/forward/mlp",6061446059369151,6061446076340255
"layer_45/forward/attention",6061446084211172,6061446106790125
"layer_45/forward/mlp",6061446106816619,6061446122978880
"layer_46/forward/attention",6061446131111241,6061446174023995
"layer_46/forward/mlp",6061446174031162,6061446188990879
"layer_47/forward/attention",6061446197080647,6061446216382117
"layer_47/forward/mlp",6061446216403619,6061446231777230
"layer_48/forward/attention",6061446239717140,6061446260316131
"layer_48/forward/mlp",6061446260340737,6061446275961679
"layer_49/forward/attention",6061446284062680,6061446306282172
"layer_49/forward/mlp",6061446306307738,6061446323140643
"layer_50/forward/attention",6061446331581615,6061446375143238
"layer_50/forward/mlp",6061446375150404,6061446390077159
"layer_51/forward/attention",6061446397959148,6061446417879856
"layer_51/forward/mlp",6061446417909423,6061446433491515
"layer_52/forward/attention",6061446441112252,6061446463447231
"layer_52/forward/mlp",6061446463468413,6061446479103850
"layer_53/forward/attention",6061446486386951,6061446509393011
"layer_53/forward/mlp",6061446509423026,6061446525044158
"layer_54/forward/attention",6061446532936674,6061446575973555
"layer_54/forward/mlp",6061446575981745,6061446590652946
"layer_55/forward/attention",6061446598404532,6061446619844556
"layer_55/forward/mlp",6061446619874635,6061446635945309
"layer_56/forward/attention",6061446643807105,6061446665681439
"layer_56/forward/mlp",6061446665707229,6061446681332938
"layer_57/forward/attention",6061446688618823,6061446711495825
"layer_57/forward/mlp",6061446711522992,6061446727199165
"layer_58/forward/attention",6061446734956768,6061446780942006
"layer_58/forward/mlp",6061446780949844,6061446795531412
"layer_59/forward/attention",6061446803365240,6061446823076281
"layer_59/forward/mlp",6061446823100088,6061446839906067
"layer_60/forward/attention",6061446847813368,6061446875473345
"layer_60/forward/mlp",6061446875495583,6061446891336431
"layer_61/forward/attention",6061446899241171,6061446921070192
"layer_61/forward/mlp",6061446921100175,6061446937393284
"layer_62/forward/attention",6061446945093510,6061446988662525
"layer_62/forward/mlp",6061446988671068,6061447003088697
"layer_63/forward/attention",6061447010961405,6061447030628670
"layer_63/forward/mlp",6061447030655836,6061447046656302
"layer_64/forward/attention",6061447054593843,6061447078939121
"layer_64/forward/mlp",6061447078966607,6061447095636137
"layer_65/forward/attention",6061447103693840,6061447125349579
"layer_65/forward/mlp",6061447125383977,6061447141200953
"layer_66/forward/attention",6061447149224671,6061447193228508
"layer_66/forward/mlp",6061447193235738,6061447207978779
"layer_67/forward/attention",6061447216108130,6061447235785604
"layer_67/forward/mlp",6061447235812194,6061447252410747
"layer_68/forward/attention",6061447260357121,6061447290470185
"layer_68/forward/mlp",6061447290500008,6061447305913234
"layer_69/forward/attention",6061447314010559,6061447337746933
"layer_69/forward/mlp",6061447337771283,6061447353490209
"layer_70/forward/attention",6061447361614153,6061447414002675
"layer_70/forward/mlp",6061447414010417,6061447428165706
"layer_71/forward/attention",6061447436457108,6061447458209648
"layer_71/forward/mlp",6061447458235631,6061447473995517
"layer_72/forward/attention",6061447481979043,6061447506087198
"layer_72/forward/mlp",6061447506105500,6061447522029485
"layer_73/forward/attention",6061447530074451,6061447551930641
"layer_73/forward/mlp",6061447551966223,6061447567857824
"layer_74/forward/attention",6061447575910214,6061447621945342
"layer_74/forward/mlp",6061447621954364,6061447637144643
