"name","ts","en"
"layer_0/forward/attention",6061443690516494,6061443745110290
"layer_0/forward/mlp",6061443745118609,6061443751098475
"layer_1/forward/attention",6061443751111881,6061443790918339
"layer_1/forward/mlp",6061443790926113,6061443796924699
"layer_2/forward/attention",6061443796938713,6061443840621527
"layer_2/forward/mlp",6061443840630037,6061443846688401
"layer_3/forward/attention",6061443846703791,6061443865575075
"layer_3/forward/mlp",6061443865599713,6061443889709030
"layer_4/forward/attention",6061443896612006,6061443935627895
"layer_4/forward/mlp",6061443935651574,6061443956004120
"layer_5/forward/attention",6061443962905975,6061443986781594
"layer_5/forward/mlp",6061443986806008,6061444005872046
"layer_6/forward/attention",6061444012643020,6061444056571980
"layer_6/forward/mlp",6061444056579946,6061444074929401
"layer_7/forward/attention",6061444081603414,6061444101661653
"layer_7/forward/mlp",6061444101684084,6061444120458119
"layer_8/forward/attention",6061444127183812,6061444148854355
"layer_8/forward/mlp",6061444148874257,6061444168816207
"layer_9/forward/attention",6061444175538540,6061444196485620
"layer_9/forward/mlp",6061444196508722,6061444215554407
"layer_10/forward/attention",6061444222067491,6061444265980035
"layer_10/forward/mlp",6061444265989281,6061444285004375
"layer_11/forward/attention",6061444291800149,6061444310598824
"layer_11/forward/mlp",6061444310633574,6061444330143328
"layer_12/forward/attention",6061444336674268,6061444356974366
"layer_12/forward/mlp",6061444356996764,6061444376614487
"layer_13/forward/attention",6061444383084050,6061444404937058
"layer_13/forward/mlp",6061444404964992,6061444423616434
"layer_14/forward/attention",6061444430195150,6061444472092091
"layer_14/forward/mlp",6061444472100025,6061444490028453
"layer_15/forward/attention",6061444496572864,6061444516372861
"layer_15/forward/mlp",6061444516398107,6061444535565106
"layer_16/forward/attention",6061444542181102,6061444562578641
"layer_16/forward/mlp",6061444562598543,6061444581724517
"layer_17/forward/attention",6061444588248289,6061444609126024
"layer_17/forward/mlp",6061444609144102,6061444628259388
"layer_18/forward/attention",6061444634880537,6061444679121084
"layer_18/forward/mlp",6061444679128602,6061444697067653
"layer_19/forward/attention",6061444703823715,6061444726449434
"layer_19/forward/mlp",6061444726474616,6061444746225173
"layer_20/forward/attention",6061444752834193,6061444775006852
"layer_20/forward/mlp",6061444775035906,6061444795095298
"layer_21/forward/attention",6061444801763935,6061444822111361
"layer_21/forward/mlp",6061444822142815,6061444840587119
"layer_22/forward/attention",6061444847132043,6061444896889986
"layer_22/forward/mlp",6061444896897856,6061444915076557
"layer_23/forward/attention",6061444921916876,6061444968418372
"layer_23/forward/mlp",6061444968436035,6061444987984349
"layer_24/forward/attention",6061444995087518,6061445033502794
"layer_24/forward/mlp",6061445033537129,6061445053012674
"layer_25/forward/attention",6061445059831073,6061445081036394
"layer_25/forward/mlp",6061445081061897,6061445100372161
"layer_26/forward/attention",6061445107067902,6061445148460166
"layer_26/forward/mlp",6061445148469316,6061445166057196
"layer_27/forward/attention",6061445172686089,6061445193080331
"layer_27/forward/mlp",6061445193106954,6061445211696507
"layer_28/forward/attention",6061445218112661,6061445239965605
"layer_28/forward/mlp",6061445239998404,6061445258313107
"layer_29/forward/attention",6061445264915887,6061445285738005
"layer_29/forward/mlp",6061445285762099,6061445304330053
"layer_30/forward/attention",6061445310855136,6061445353326355
"layer_30/forward/mlp",6061445353334417,6061445371615519
"layer_31/forward/attention",6061445378297180,6061445401450457
"layer_31/forward/mlp",6061445401471351,6061445419215200
"layer_32/forward/attention",6061445425955390,6061445446796804
"layer_32/forward/mlp",6061445446824194,6061445465605013
"layer_33/forward/attention",6061445472335539,6061445492704149
"layer_33/forward/mlp",6061445492734547,6061445511078818
"layer_34/forward/attention",6061445517644222,6061445559939824
"layer_34/forward/mlp",6061445559948590,6061445577470805
"layer_35/forward/attention",6061445584143666,6061445605118874
"layer_35/forward/mlp",6061445605145624,6061445623364806
"layer_36/forward/attention",6061445630027490,6061445650151330
"layer_36/forward/mlp",6061445650169472,6061445667733352
"layer_37/forward/attention",6061445674494758,6061445694268290
"layer_37/forward/mlp",6061445694291937,6061445713023571
"layer_38/forward/attention",6061445719555631,6061445761421820
"layer_38/forward/mlp",6061445761429114,6061445778628734
"layer_39/forward/attention",6061445785227258,6061445805212985
"layer_39/forward/mlp",6061445805239159,6061445823775880
"layer_40/forward/attention",6061445830250190,6061445851097811
"layer_40/forward/mlp",6061445851130161,6061445870131333
"layer_41/forward/attention",6061445876809633,6061445897380227
"layer_41/forward/mlp",6061445897400641,6061445916213938
"layer_42/forward/attention",6061445922874799,6061445969682405
"layer_42/forward/mlp",6061445969690244,6061445987407275
"layer_43/forward/attention",6061445994209864,6061446013831650
"layer_43/forward/mlp",6061446013864096,6061446032639985
"layer_44/forward/attention",6061446039378798,6061446059962960
"layer_44/forward/mlp",6061446059995470,6061446078739679
"layer_45/forward/attention",6061446085531132,6061446107085031
"layer_45/forward/mlp",6061446107107654,6061446125607956
"layer_46/forward/attention",6061446132381745,6061446173930231
"layer_46/forward/mlp",6061446173938837,6061446191620380
"layer_47/forward/attention",6061446198193880,6061446216958505
"layer_47/forward/mlp",6061446216985063,6061446234555341
