"name","ts","en"
"layer_0/forward/attention",6061443690508378,6061443746861567
"layer_0/forward/mlp",6061443746869949,6061443752739889
"layer_1/forward/attention",6061443752752944,6061443792992491
"layer_1/forward/mlp",6061443793001545,6061443798897213
"layer_2/forward/attention",6061443798909627,6061443840643843
"layer_2/forward/mlp",6061443840651489,6061443846590710
"layer_3/forward/attention",6061443846603348,6061443865712442
"layer_3/forward/mlp",6061443865737017,6061443890407534
"layer_4/forward/attention",6061443898662355,6061443935647250
"layer_4/forward/mlp",6061443935668432,6061443954487731
"layer_5/forward/attention",6061443962238644,6061443986739592
"layer_5/forward/mlp",6061443986764006,6061444004254302
"layer_6/forward/attention",6061444011913246,6061444055731256
"layer_6/forward/mlp",6061444055739702,6061444073743698
"layer_7/forward/attention",6061444081393937,6061444101728354
"layer_7/forward/mlp",6061444101756960,6061444120082783
"layer_8/forward/attention",6061444127547037,6061444148630964
"layer_8/forward/mlp",6061444148658386,6061444167606455
"layer_9/forward/attention",6061444175278390,6061444196453518
"layer_9/forward/mlp",6061444196473228,6061444214243078
"layer_10/forward/attention",6061444221883846,6061444265595743
"layer_10/forward/mlp",6061444265603997,6061444283569402
"layer_11/forward/attention",6061444291180281,6061444310663298
"layer_11/forward/mlp",6061444310682944,6061444330837775
"layer_12/forward/attention",6061444338373613,6061444357067984
"layer_12/forward/mlp",6061444357105038,6061444376026290
"layer_13/forward/attention",6061444383964404,6061444404796553
"layer_13/forward/mlp",6061444404819143,6061444422266911
"layer_14/forward/attention",6061444429835006,6061444471972329
"layer_14/forward/mlp",6061444471979271,6061444489400286
"layer_15/forward/attention",6061444497055294,6061444516139203
"layer_15/forward/mlp",6061444516170754,6061444534189886
"layer_16/forward/attention",6061444541687549,6061444562357776
"layer_16/forward/mlp",6061444562380398,6061444580754030
"layer_17/forward/attention",6061444588385165,6061444608926719
"layer_17/forward/mlp",6061444608947293,6061444626140243
"layer_18/forward/attention",6061444633657361,6061444679291962
"layer_18/forward/mlp",6061444679300088,6061444696062474
"layer_19/forward/attention",6061444703749418,6061444726241293
"layer_19/forward/mlp",6061444726269611,6061444744549514
"layer_20/forward/attention",6061444752235114,6061444774996015
"layer_20/forward/mlp",6061444775019085,6061444793453069
"layer_21/forward/attention",6061444801179981,6061444822131843
"layer_21/forward/mlp",6061444822157761,6061444839695674
"layer_22/forward/attention",6061444847189560,6061444898026286
"layer_22/forward/mlp",6061444898034636,6061444914624380
"layer_23/forward/attention",6061444922325404,6061444968367593
"layer_23/forward/mlp",6061444968392551,6061444986399684
"layer_24/forward/attention",6061444995152365,6061445033552760
"layer_24/forward/mlp",6061445033572566,6061445051674419
"layer_25/forward/attention",6061445059309843,6061445080953550
"layer_25/forward/mlp",6061445080978381,6061445098782631
"layer_26/forward/attention",6061445106570440,6061445147897804
"layer_26/forward/mlp",6061445147904810,6061445165888359
"layer_27/forward/attention",6061445174094795,6061445193114000
"layer_27/forward/mlp",6061445193134510,6061445211274124
"layer_28/forward/attention",6061445218885035,6061445239863169
"layer_28/forward/mlp",6061445239888639,6061445258197566
"layer_29/forward/attention",6061445265987583,6061445285655850
"layer_29/forward/mlp",6061445285678568,6061445303262880
"layer_30/forward/attention",6061445310966944,6061445352470022
"layer_30/forward/mlp",6061445352477285,6061445368775858
"layer_31/forward/attention",6061445377055639,6061445401447466
"layer_31/forward/mlp",6061445401469224,6061445417553205
"layer_32/forward/attention",6061445425356437,6061445446714063
"layer_32/forward/mlp",6061445446746413,6061445464131268
"layer_33/forward/attention",6061445472024261,6061445492697241
"layer_33/forward/mlp",6061445492717559,6061445510040077
"layer_34/forward/attention",6061445517681965,6061445559549782
"layer_34/forward/mlp",6061445559558676,6061445576325638
"layer_35/forward/attention",6061445584016582,6061445605196509
"layer_35/forward/mlp",6061445605217468,6061445622461777
"layer_36/forward/attention",6061445629970928,6061445650153119
"layer_36/forward/mlp",6061445650183997,6061445667026544
"layer_37/forward/attention",6061445674644271,6061445694185592
"layer_37/forward/mlp",6061445694230519,6061445711396812
"layer_38/forward/attention",6061445719092428,6061445760926612
"layer_38/forward/mlp",6061445760935219,6061445777610020
"layer_39/forward/attention",6061445785176258,6061445804990542
"layer_39/forward/mlp",6061445805017197,6061445822880168
"layer_40/forward/attention",6061445832188394,6061445851294063
"layer_40/forward/mlp",6061445851315757,6061445868685507
"layer_41/forward/attention",6061445876451203,6061445897230326
"layer_41/forward/mlp",6061445897255348,6061445914608810
"layer_42/forward/attention",6061445922302986,6061445969069498
"layer_42/forward/mlp",6061445969078169,6061445985589063
"layer_43/forward/attention",6061445993354568,6061446013712375
"layer_43/forward/mlp",6061446013735957,6061446031536879
"layer_44/forward/attention",6061446039112654,6061446059816960
"layer_44/forward/mlp",6061446059843679,6061446078154524
"layer_45/forward/attention",6061446085814524,6061446106984850
"layer_45/forward/mlp",6061446107009360,6061446124230821
"layer_46/forward/attention",6061446131755203,6061446173324103
"layer_46/forward/mlp",6061446173331045,6061446189400752
"layer_47/forward/attention",6061446197120624,6061446216735033
"layer_47/forward/mlp",6061446216757367,6061446233484744
"layer_48/forward/attention",6061446241050022,6061446260588335
"layer_48/forward/mlp",6061446260619693,6061446277041851
"layer_49/forward/attention",6061446284579993,6061446306714872
"layer_49/forward/mlp",6061446306732982,6061446325660122
"layer_50/forward/attention",6061446333442682,6061446374908445
"layer_50/forward/mlp",6061446374916092,6061446391188232
"layer_51/forward/attention",6061446398902280,6061446418193007
"layer_51/forward/mlp",6061446418208876,6061446434977405
"layer_52/forward/attention",6061446442509052,6061446463807347
"layer_52/forward/mlp",6061446463829137,6061446479984253
"layer_53/forward/attention",6061446487783517,6061446509733435
"layer_53/forward/mlp",6061446509756665,6061446526135846
"layer_54/forward/attention",6061446533800358,6061446575639756
"layer_54/forward/mlp",6061446575648331,6061446591215665
"layer_55/forward/attention",6061446598694479,6061446620159496
"layer_55/forward/mlp",6061446620184838,6061446637036632
"layer_56/forward/attention",6061446644587926,6061446665895598
"layer_56/forward/mlp",6061446665925228,6061446682804414
"layer_57/forward/attention",6061446690488669,6061446712167800
"layer_57/forward/mlp",6061446712191798,6061446729272586
"layer_58/forward/attention",6061446736895401,6061446780416765
"layer_58/forward/mlp",6061446780423132,6061446796252420
"layer_59/forward/attention",6061446805200175,6061446823621710
"layer_59/forward/mlp",6061446823656236,6061446842565967
"layer_60/forward/attention",6061446850225103,6061446875635433
"layer_60/forward/mlp",6061446875661927,6061446893222239
"layer_61/forward/attention",6061446900787133,6061446921331087
"layer_61/forward/mlp",6061446921351629,6061446938232351
"layer_62/forward/attention",6061446946002495,6061446987882086
"layer_62/forward/mlp",6061446987888548,6061447003851246
"layer_63/forward/attention",6061447011632878,6061447031369368
"layer_63/forward/mlp",6061447031386070,6061447048688716
"layer_64/forward/attention",6061447056646670,6061447079139664
"layer_64/forward/mlp",6061447079164622,6061447096767014
"layer_65/forward/attention",6061447104694087,6061447125678908
"layer_65/forward/mlp",6061447125720635,6061447142460235
"layer_66/forward/attention",6061447150308556,6061447192360916
"layer_66/forward/mlp",6061447192368307,6061447208478270
"layer_67/forward/attention",6061447216744386,6061447236168106
"layer_67/forward/mlp",6061447236183528,6061447253830401
"layer_68/forward/attention",6061447261637185,6061447290751003
"layer_68/forward/mlp",6061447290772889,6061447307568587
"layer_69/forward/attention",6061447315332746,6061447338047149
"layer_69/forward/mlp",6061447338083147,6061447355282591
"layer_70/forward/attention",6061447363148320,6061447413350188
"layer_70/forward/mlp",6061447413357546,6061447428838928
"layer_71/forward/attention",6061447436732305,6061447458429579
"layer_71/forward/mlp",6061447458460074,6061447476063233
"layer_72/forward/attention",6061447483923458,6061447506497668
"layer_72/forward/mlp",6061447506516258,6061447523507892
"layer_73/forward/attention",6061447531623415,6061447552400266
"layer_73/forward/mlp",6061447552420136,6061447569293401
"layer_74/forward/attention",6061447577343100,6061447621864632
"layer_74/forward/mlp",6061447621872374,6061447638085569
"layer_75/forward/attention",6061447647562192,6061447665901006
